Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HR,AR,B365H,B365D,B365A,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA,B365CH,B365CD,B365CA,B365C>2.5,B365C<2.5,AHCh,B365CAHH,B365CAHA
SP2,5/10/2019,Ponferradina,Mirandes,2,0,H,1,0,H,8,13,3,0,1,5,0,0,1.83,3.25,4.75,2.35,1.57,-0.5,1.88,1.98,2.05,3.1,3.8,2.6,1.47,-0.25,1.75,2.05
SP2,5/10/2019,Tenerife,Extremadura UD,1,2,A,1,1,D,19,16,4,7,5,3,1,0,2,3.1,4.2,2.25,1.61,-0.25,1.7,2.1,1.8,3.25,5.25,2.25,1.61,-0.5,1.83,2.02
I1,5/10/2019,Spal,Parma,1,0,H,1,0,H,12,5,7,2,5,8,1,0,2.37,3.3,3.1,2,1.8,-0.25,2.11,1.82,2.6,3.25,2.8,2,1.8,0,1.92,2.01
I1,5/10/2019,Verona,Sampdoria,2,0,H,1,0,H,6,9,4,3,9,4,0,0,2.4,3.25,3,1.9,1.9,-0.25,2.07,1.72,2.5,3.3,2.87,2,1.8,0,1.86,2.07
I1,5/10/2019,Genoa,Milan,1,2,A,1,0,H,11,9,6,7,7,0,2,2,3,3.2,2.5,2,1.8,0.25,1.8,2.14,3,3.3,2.4,2,1.8,0,2.09,1.84
I2,5/10/2019,Cosenza,Venezia,1,1,D,1,0,H,15,9,3,2,3,5,0,0,2.2,3.2,3.4,2.25,1.61,-0.25,1.83,2.02,2.25,3,3.5,2.3,1.6,-0.25,1.95,1.9
I2,5/10/2019,Crotone,Virtus Entella,3,1,H,2,0,H,18,8,7,4,7,3,0,0,1.75,3.5,4.75,2.25,1.61,-0.5,1.77,2.1,1.53,3.8,6.5,1.85,1.95,-1,1.98,1.88
I2,5/10/2019,Livorno,Chievo,3,4,A,3,1,H,13,15,5,5,5,2,1,1,2.5,3.1,2.9,2.25,1.61,0,1.8,2.05,2.5,2.9,3.1,2.25,1.61,0,1.75,2.13
I2,5/10/2019,Pordenone,Empoli,2,0,H,2,0,H,21,9,5,2,6,2,0,1,3,3.2,2.37,2.05,1.75,0.25,1.77,2.1,3,3.2,2.37,2.07,1.72,0,2.07,1.72
I2,5/10/2019,Spezia,Benevento,0,1,A,0,0,D,8,5,2,2,4,7,0,1,3,3.2,2.4,2,1.8,0,2.05,1.8,3.2,3.2,2.3,2.05,1.75,0.25,1.83,2.02
I2,5/10/2019,Trapani,Juve Stabia,1,2,A,1,0,H,10,12,3,7,3,4,0,0,2.05,3.25,3.75,2.2,1.65,-0.5,2.05,1.75,2.05,3.25,3.75,2.2,1.65,-0.25,1.83,2.02
F1,5/10/2019,Paris SG,Angers,4,0,H,2,0,H,15,10,8,2,6,1,0,0,1.2,7.5,12,1.36,3.2,-2,1.99,1.94,1.2,7,13,1.44,2.75,-2,1.92,2.01
F1,5/10/2019,Brest,Metz,2,0,H,2,0,H,7,12,3,4,2,9,0,0,2.5,3.25,2.9,2.2,1.66,-0.25,2.14,1.8,2.6,3.2,2.8,2.2,1.66,0,1.91,2.02
F1,5/10/2019,Dijon,Strasbourg,1,0,H,1,0,H,8,15,3,2,6,7,0,0,2.7,3.1,2.8,2.3,1.61,0,1.93,2,3,3,2.5,2.5,1.53,0,2.13,1.81
F1,5/10/2019,Montpellier,Monaco,3,1,H,2,0,H,17,14,10,4,6,8,0,1,3,3.2,2.5,1.9,1.9,0,2.11,1.82,3.1,3.3,2.25,1.8,2,0.25,1.9,2.03
F1,5/10/2019,Nantes,Nice,1,0,H,0,0,D,14,6,5,2,6,1,0,0,2.05,3.3,3.8,2.2,1.66,-0.5,2.03,1.9,2,3.3,3.75,2.3,1.61,-0.25,1.81,2.13
F1,5/10/2019,Toulouse,Bordeaux,1,3,A,0,2,A,15,10,4,4,5,4,0,0,2.5,3.1,3.1,2.2,1.66,0,1.82,2.11,2.37,3.1,3.3,2.1,1.72,-0.25,2.05,1.75
F2,5/10/2019,Auxerre,Le Havre,2,0,H,2,0,H,7,10,3,0,5,5,0,0,2.45,3,3.1,2.25,1.61,-0.25,2.1,1.77,2.45,3,3.1,2.15,1.66,-0.25,2.13,1.75
B1,5/10/2019,Eupen,Mechelen,0,2,A,0,1,A,13,10,5,4,10,6,0,1,2.7,3.4,2.5,1.72,2.07,0,1.93,1.93,2.4,3.4,2.8,1.75,2.05,-0.25,2.1,1.7
B1,5/10/2019,Waasland-Beveren,Oostende,3,1,H,2,1,H,14,7,8,5,8,1,0,0,2.5,3.3,2.75,1.57,2.35,0,1.85,2,2.7,3.3,2.55,1.53,2.4,0,2,1.85
B1,5/10/2019,Waregem,Cercle Brugge,6,0,H,2,0,H,11,8,7,3,4,7,0,0,1.6,4,5.5,1.5,2.5,-1,2.02,1.83,1.57,4,5.75,1.44,2.7,-1,1.98,1.88
B1,5/10/2019,Kortrijk,St Truiden,4,0,H,3,0,H,16,6,9,0,3,2,0,1,1.83,3.6,4,1.53,2.4,-0.75,2.05,1.75,1.83,3.6,4,1.5,2.5,-0.75,2.02,1.77
N1,5/10/2019,Heracles,FC Emmen,2,0,H,1,0,H,15,8,4,0,5,0,0,0,1.57,4.2,5.25,1.44,2.7,-1,2.03,1.87,1.6,4.5,4.75,1.44,2.7,-1,1.97,1.82
N1,5/10/2019,Sparta Rotterdam,Twente,2,1,H,0,0,D,14,15,9,5,5,3,0,1,1.75,4,4.2,1.53,2.4,-0.75,2.04,1.86,1.8,4,3.8,1.44,2.7,-0.75,2.02,1.77
N1,5/10/2019,Vitesse,Utrecht,2,1,H,1,1,D,13,16,4,6,3,4,0,0,2.3,3.75,2.75,1.53,2.4,-0.25,2.08,1.82,2.4,3.75,2.62,1.57,2.35,-0.25,2.02,1.77
N1,5/10/2019,Heerenveen,Zwolle,1,0,H,1,0,H,18,9,5,2,10,10,0,0,1.61,4.2,4.75,1.5,2.5,-0.75,1.87,2.03,1.53,4.5,5.25,1.44,2.7,-1,1.96,1.94
P1,5/10/2019,Aves,Tondela,0,1,A,0,0,D,12,11,1,2,6,8,0,0,2.4,3.25,2.9,2,1.8,-0.25,2.07,1.72,2.3,3.25,3.1,2,1.8,-0.25,2,1.9
T1,5/10/2019,Kasimpasa,Konyaspor,1,4,A,1,3,A,17,14,8,9,9,2,0,0,2.35,3.3,3,2,1.8,-0.25,2.02,1.83,2.05,3.5,3.5,1.8,2,-0.25,1.83,2.02
T1,5/10/2019,Goztep,Kayserispor,4,0,H,3,0,H,16,8,8,3,6,5,0,0,1.75,3.6,4.75,2.1,1.7,-0.75,2.02,1.83,1.53,4,6,2.1,1.7,-1,2.02,1.83
T1,5/10/2019,Genclerbirligi,Galatasaray,0,0,D,0,0,D,20,11,6,2,4,5,1,0,3.4,3.7,2,1.8,2,0.25,2.1,1.77,3.2,3.6,2.1,1.75,2.05,0.25,1.95,1.9
G1,5/10/2019,Panathinaikos,Xanthi,0,1,A,0,0,D,12,4,5,1,7,1,0,0,1.65,3.5,5.25,2.4,1.53,-0.75,1.95,1.9,1.53,3.6,7.5,2.4,1.53,-0.75,1.77,2.1
G1,5/10/2019,Larisa,AEK,0,0,D,0,0,D,3,5,1,1,6,4,0,0,4.75,3.25,1.85,2.35,1.57,0.5,1.95,1.9,4.5,3.25,1.9,2.35,1.57,0.5,1.98,1.88
E0,6/10/2019,Arsenal,Bournemouth,1,0,H,1,0,H,12,10,2,2,14,5,0,0,1.44,4.75,7,1.33,3.4,-1.25,1.97,1.96,1.36,5.5,7,1.28,3.75,-1.5,1.91,2.02
E0,6/10/2019,Man City,Wolves,0,2,A,0,0,D,18,7,2,2,9,1,0,0,1.12,9,21,1.36,3.2,-2.25,1.93,2,1.12,8.5,21,1.36,3.2,-2.25,2.04,1.89
E0,6/10/2019,Southampton,Chelsea,1,4,A,1,3,A,10,13,3,7,3,4,0,0,4,3.8,1.85,1.72,2.1,0.5,2.04,1.89,4.6,4.2,1.66,1.53,2.5,1,1.7,2.1
E0,6/10/2019,Newcastle,Man United,1,0,H,0,0,D,12,12,2,3,4,6,0,0,4.5,3.5,1.85,2.2,1.66,0.5,2,1.93,3.8,3.25,2.05,2.1,1.72,0.25,2.07,1.72
SC0,6/10/2019,Livingston,Celtic,2,0,H,0,0,D,10,12,4,4,0,7,0,1,11,6.5,1.22,1.57,2.37,1.75,1.88,1.98,11,6.5,1.22,1.66,2.2,1.75,1.8,2.05
SC0,6/10/2019,Rangers,Hamilton,5,0,H,2,0,H,23,3,11,0,8,0,0,0,1.12,8.5,17,1.44,2.75,-2.5,2.02,1.83,1.1,10,19,1.36,3.2,-2.5,1.88,1.98
D1,6/10/2019,M'gladbach,Augsburg,5,1,H,4,0,H,13,13,9,3,2,7,0,0,1.5,4.33,6.5,1.5,2.62,-1,1.89,2.04,1.53,4.2,6.5,1.44,2.75,-1,1.91,2.02
D1,6/10/2019,Wolfsburg,Union Berlin,1,0,H,0,0,D,13,14,4,3,5,4,0,0,1.66,4,5,1.72,2.1,-0.75,1.89,2.04,1.9,3.6,4,1.9,1.9,-0.5,2.01,1.92
D1,6/10/2019,Ein Frankfurt,Werder Bremen,2,2,D,0,1,A,24,11,7,5,10,1,0,0,2.1,3.6,3.4,1.53,2.5,-0.25,1.94,1.99,1.9,3.8,3.5,1.44,2.75,-0.5,2.02,1.91
D2,6/10/2019,Heidenheim,Bochum,2,3,A,1,2,A,20,8,6,4,11,0,0,0,2.15,3.6,3.1,1.6,2.3,-0.25,1.9,1.95,2.1,3.6,3.2,1.65,2.2,-0.25,1.98,1.88
D2,6/10/2019,Holstein Kiel,Regensburg,1,2,A,1,1,D,20,6,5,3,11,4,0,0,1.95,3.75,3.5,1.4,2.87,-0.5,1.98,1.88,1.65,4.5,4.2,1.36,3.1,-0.75,1.83,2.02
D2,6/10/2019,Nurnberg,St Pauli,1,1,D,0,1,A,21,10,7,2,8,2,0,0,2,3.6,3.5,1.65,2.2,-0.25,1.77,2.02,2,3.6,3.5,1.7,2.1,-0.5,2.05,1.8
SP1,6/10/2019,Mallorca,Espanol,2,0,H,1,0,H,9,11,3,3,2,4,0,0,2.45,3.25,3,2.5,1.53,-0.25,2.15,1.79,2.45,3.1,3.2,2.3,1.61,-0.25,2.1,1.7
SP1,6/10/2019,Celta,Ath Bilbao,1,0,H,0,0,D,13,6,2,2,6,4,0,0,2.7,3,2.87,2.5,1.53,0,1.92,2.01,2.35,3,3.4,2.5,1.53,-0.25,1.99,1.94
SP1,6/10/2019,Valladolid,Ath Madrid,0,0,D,0,0,D,5,9,1,1,3,4,0,0,5.5,3.5,1.72,2.3,1.61,0.75,1.91,2.02,5.75,3.6,1.65,2.37,1.57,0.75,2,1.93
SP1,6/10/2019,Sociedad,Getafe,1,2,A,1,0,H,6,13,3,4,3,8,1,0,1.9,3.4,4.33,2.5,1.53,-0.5,1.93,2,2.15,3.1,3.8,2.3,1.61,-0.25,1.89,2.04
SP1,6/10/2019,Barcelona,Sevilla,4,0,H,3,0,H,15,16,8,4,7,10,2,0,1.5,4.2,7,1.57,2.37,-1,1.87,2.06,1.44,4.75,6.5,1.5,2.62,-1,1.72,2.07
SP2,6/10/2019,Fuenlabrada,Sp Gijon,2,0,H,0,0,D,9,10,3,0,1,2,0,0,2.8,2.87,2.8,2.6,1.47,0,1.9,1.95,2.37,2.87,3.4,2.7,1.44,-0.25,2.02,1.83
SP2,6/10/2019,Oviedo,Numancia,1,1,D,1,0,H,13,14,3,4,6,6,0,0,1.72,3.4,5.25,2.25,1.61,-0.75,1.98,1.88,1.72,3.4,5.25,2.25,1.61,-0.75,1.98,1.88
SP2,6/10/2019,Zaragoza,Cadiz,0,2,A,0,0,D,16,13,3,4,5,6,0,0,2.1,3,3.8,2.35,1.57,-0.25,1.7,2.1,2.1,3,3.8,2.35,1.57,-0.25,1.7,2.1
SP2,6/10/2019,La Coruna,Almeria,0,0,D,0,0,D,15,5,7,0,12,0,1,0,2.1,3,4,2.5,1.5,-0.25,1.85,2,2.25,3,3.5,2.5,1.5,-0.25,1.95,1.9
SP2,6/10/2019,Huesca,Malaga,2,0,H,2,0,H,13,10,5,1,5,7,0,1,2.1,3.1,3.75,2.5,1.5,-0.25,1.88,1.98,1.8,3.25,5,2.4,1.53,-0.5,1.88,1.98
SP2,6/10/2019,Santander,Girona,0,3,A,0,1,A,8,9,0,3,2,3,0,0,2.45,3,3.2,2.4,1.53,-0.25,2.1,1.77,3.1,3,2.45,2.4,1.53,0,2.1,1.77
I1,6/10/2019,Fiorentina,Udinese,1,0,H,0,0,D,8,5,4,1,12,3,0,0,1.55,4,6.5,1.9,1.9,-1,2.01,1.92,1.53,4,7,1.8,2,-1,1.94,1.99
I1,6/10/2019,Atalanta,Lecce,3,1,H,2,0,H,26,5,14,2,9,5,0,0,1.25,6,10,1.4,3,-1.75,1.97,1.96,1.2,7,13,1.33,3.4,-2.25,2.07,1.72
I1,6/10/2019,Bologna,Lazio,2,2,D,2,2,D,17,8,10,6,5,4,1,1,3.3,3.75,2.1,1.72,2.1,0.25,2.09,1.84,3.6,3.6,2,1.8,2,0.25,2.15,1.79
I1,6/10/2019,Roma,Cagliari,1,1,D,1,1,D,17,6,8,3,7,1,0,0,1.44,4.75,7,1.53,2.5,-1.25,2.04,1.89,1.36,5,8.5,1.44,2.75,-1.5,2.06,1.87
I1,6/10/2019,Torino,Napoli,0,0,D,0,0,D,11,10,6,3,4,5,0,0,4,3.8,1.83,1.66,2.2,0.5,2.06,1.87,3.8,3.8,1.9,1.61,2.3,0.5,1.96,1.97
I1,6/10/2019,Inter,Juventus,1,2,A,1,1,D,6,8,4,6,7,2,0,0,2.6,3.2,2.8,2.1,1.72,0,1.88,2.05,2.7,3.1,2.8,2.2,1.66,0,1.96,1.97
I2,6/10/2019,Cremonese,Cittadella,0,2,A,0,1,A,7,22,1,5,3,10,1,0,2.05,3.3,3.6,2.05,1.75,-0.25,1.85,2,2.1,3.25,3.5,2,1.8,-0.25,1.9,1.95
I2,6/10/2019,Salernitana,Frosinone,1,1,D,1,0,H,7,16,2,6,3,7,0,1,2.75,3.1,2.62,2.15,1.66,0,1.98,1.88,2.75,3.1,2.62,2.1,1.7,0,2,1.85
I2,6/10/2019,Ascoli,Pescara,0,2,A,0,0,D,10,13,2,2,4,4,0,0,2.05,3.3,3.6,1.95,1.85,-0.25,1.8,2.05,2,3.3,3.75,1.95,1.85,-0.25,1.83,2.02
F1,6/10/2019,Lille,Nimes,2,2,D,1,1,D,18,14,7,4,8,6,0,0,1.6,3.6,6.5,1.8,2,-1,2.07,1.72,1.57,3.75,6.5,1.8,2,-1,2.06,1.87
F1,6/10/2019,Rennes,Reims,0,1,A,0,0,D,18,13,3,7,5,3,0,0,2.2,3.1,3.6,2.5,1.53,-0.25,1.88,2.05,2.45,3.1,3.2,2.5,1.53,-0.25,2.15,1.79
F1,6/10/2019,St Etienne,Lyon,1,0,H,0,0,D,6,6,4,2,5,1,0,0,3.4,3.6,2.1,1.53,2.5,0.25,2.05,1.75,3.6,3.6,1.95,2,1.8,0.5,1.93,2
B1,6/10/2019,Club Brugge,Gent,4,0,H,2,0,H,11,15,7,8,5,5,0,0,1.6,4,5.25,1.5,2.5,-1,2.02,1.83,1.5,4,6.5,1.44,2.7,-1,1.85,2
B1,6/10/2019,Antwerp,Standard,2,2,D,1,0,H,14,9,5,3,5,4,0,0,2.15,3.4,3.25,1.7,2.1,-0.25,1.9,1.95,1.83,3.6,4.33,1.72,2.07,-0.5,1.88,1.98
B1,6/10/2019,Genk,Mouscron,2,1,H,0,0,D,12,7,6,3,1,4,0,0,1.45,4.33,6,1.57,2.35,-1,1.88,1.98,1.4,4.33,7,1.66,2.15,-1.25,1.98,1.88
N1,6/10/2019,Den Haag,Ajax,0,2,A,0,1,A,9,17,1,7,5,6,0,0,17,9,1.12,1.2,4.33,2.5,1.99,1.91,17,9,1.12,1.18,4.5,2.75,1.98,1.92
N1,6/10/2019,For Sittard,Feyenoord,4,2,H,3,1,H,11,20,8,6,2,12,0,0,7.5,5,1.36,1.36,3.1,1.5,1.89,2.01,10,5.75,1.25,1.3,3.5,1.75,1.99,1.91
N1,6/10/2019,PSV Eindhoven,VVV Venlo,4,1,H,0,0,D,20,10,6,3,5,5,0,0,1.1,9,21,1.28,3.6,-2.5,1.96,1.94,1.1,9,21,1.3,3.5,-2.25,2.02,1.88
N1,6/10/2019,Willem II,AZ Alkmaar,1,1,D,1,1,D,16,18,4,7,5,8,0,1,4.2,4,1.72,1.65,2.2,0.75,1.88,2.02,4.33,4,1.7,1.8,2,0.75,1.9,2
T1,6/10/2019,Sivasspor,Ankaragucu,3,1,H,1,1,D,11,14,5,4,8,3,0,0,1.44,4.33,7,1.6,2.3,-1.25,1.9,1.95,1.4,4.5,8.5,1.57,2.35,-1.25,1.85,2
T1,6/10/2019,Besiktas,Alanyaspor,2,0,H,0,0,D,7,14,4,3,4,8,0,0,2,3.6,3.5,1.65,2.2,-0.5,2.02,1.83,2.05,3.6,3.3,1.7,2.1,-0.25,1.8,2
T1,6/10/2019,Gaziantep,Buyuksehyr,1,2,A,1,1,D,5,21,2,9,5,8,1,0,4,3.3,1.95,2.05,1.75,0.5,1.88,1.98,3.75,3.3,2,2.05,1.75,0.25,2.05,1.8
T1,6/10/2019,Rizespor,Trabzonspor,1,2,A,1,0,H,16,13,4,4,6,4,0,0,2.62,3.25,2.62,1.65,2.2,0,1.95,1.9,2.62,3.5,2.55,1.75,2.05,0,1.95,1.9
G1,6/10/2019,Volos NFC,Atromitos,2,3,A,2,2,D,8,9,2,3,4,6,0,0,3,3.1,2.3,2.4,1.53,0.25,1.8,2.05,2.6,3,2.9,2.25,1.61,0,1.85,2
G1,6/10/2019,Asteras Tripolis,PAOK,1,2,A,0,1,A,6,8,4,1,5,5,0,0,5.5,3.4,1.61,2.05,1.75,0.75,1.95,1.9,6.5,4,1.53,1.95,1.85,1,1.98,1.88
G1,6/10/2019,OFI Crete,Panionios,4,1,H,1,1,D,10,4,5,2,10,2,0,0,1.5,3.75,6.5,2.2,1.65,-1,2.02,1.83,1.45,4,9,2.1,1.7,-1,1.75,2.13
G1,6/10/2019,Aris,Olympiakos,1,2,A,1,2,A,5,7,2,3,3,3,0,0,5.5,4,1.53,2,1.8,1,1.82,1.97,4.75,3.6,1.66,2.1,1.7,0.75,1.83,2.02
E2,7/10/2019,Bolton,Blackpool,0,0,D,0,0,D,14,12,4,2,10,7,0,0,3.75,3.6,1.83,1.8,2,0.75,,,5,4,1.72,1.9,1.9,0.75,1.88,1.98
D2,7/10/2019,Osnabruck,Bielefeld,0,1,A,0,0,D,9,14,1,4,5,8,1,0,2.87,3.6,2.3,1.65,2.2,0,2.05,1.8,3.25,3.4,2.15,1.72,2.07,0.25,1.93,1.93
F2,7/10/2019,Orleans,Lens,1,4,A,1,0,H,3,9,1,7,1,6,0,0,3.75,3.2,2.05,2.05,1.75,0.25,1.95,1.9,3.4,3.1,2.25,2.15,1.66,0.25,1.8,2.05
G1,7/10/2019,Lamia,Panetolikos,0,0,D,0,0,D,14,2,7,1,3,7,0,0,2.15,3.1,3.3,2.25,1.61,-0.25,1.85,2,2.25,3.1,3.1,2.87,1.4,-0.25,2,1.85
EC,8/10/2019,Aldershot,Dover Athletic,4,0,H,2,0,H,,,,,,,0,0,3.25,3.3,2.1,2.07,1.72,0.25,1.9,1.9,3.4,3.3,2.05,2,1.8,0.25,1.95,1.85
EC,8/10/2019,Barnet,Bromley,1,2,A,1,1,D,,,,,,,0,0,2.5,3.25,2.8,2.1,1.7,0,1.83,1.98,2.45,3.25,2.9,2.1,1.7,0,1.77,2.02
EC,8/10/2019,Barrow,Boreham Wood,3,1,H,2,1,H,,,,,,,0,0,1.95,3.5,3.4,1.85,1.95,-0.5,2.02,1.77,1.95,3.4,3.5,1.85,1.95,-0.25,1.77,2.02
EC,8/10/2019,Eastleigh,Maidenhead,2,1,H,1,1,D,,,,,,,0,0,1.85,3.4,3.8,2.15,1.66,-0.5,1.93,1.88,1.72,3.5,4.33,2.05,1.75,-0.5,1.8,2
EC,8/10/2019,Ebbsfleet,Torquay,2,4,A,1,2,A,,,,,,,0,0,2.9,3.3,2.25,1.65,2.2,0.25,1.83,1.98,3.2,3.5,2.15,1.65,2.2,0.25,1.88,1.93
EC,8/10/2019,Fylde,Chesterfield,1,3,A,0,0,D,,,,,,,0,0,2.1,3.3,3.25,1.9,1.9,-0.25,1.88,1.93,2,3.4,3.5,1.8,2,-0.25,1.8,2
EC,8/10/2019,Halifax,Chorley,0,0,D,0,0,D,,,,,,,0,0,1.6,4,5.25,1.8,2,-0.75,1.8,2,1.65,3.75,5.25,2.05,1.75,-0.75,1.9,1.9
EC,8/10/2019,Notts County,Dag and Red,2,0,H,1,0,H,,,,,,,0,0,2.05,3.25,3.4,2.1,1.7,-0.25,1.85,1.95,2,3.2,3.6,2.05,1.75,-0.25,1.83,1.98
EC,8/10/2019,Solihull,Sutton,2,0,H,1,0,H,,,,,,,0,0,1.61,3.6,5,1.8,2,-0.75,1.9,1.9,1.57,3.8,5,2.07,1.72,-0.75,1.83,1.98
EC,8/10/2019,Wrexham,Harrogate,1,1,D,1,0,H,,,,,,,0,0,2.2,3.3,2.9,2,1.8,-0.25,1.95,1.85,2.05,3.5,3.4,1.95,1.85,-0.25,1.83,1.98
EC,8/10/2019,Yeovil,Woking,3,1,H,3,0,H,,,,,,,0,0,1.95,3.3,3.6,1.8,2,-0.5,1.93,1.88,1.8,3.4,4,1.75,2.05,-0.5,1.9,1.9
EC,9/10/2019,Stockport,Hartlepool,2,1,H,2,0,H,,,,,,,0,0,2.3,3.2,2.9,1.9,1.9,-0.25,2.02,1.77,2.8,3.4,2.45,1.8,2,0,2.07,1.72
SP2,11/10/2019,Vallecano,Tenerife,2,1,H,1,1,D,15,7,4,1,8,6,0,0,1.66,3.6,4.5,1.95,1.85,-0.75,2,1.85,1.7,3.5,4.75,1.85,1.95,-0.75,2,1.8
E2,12/10/2019,Blackpool,Rotherham,1,2,A,0,0,D,12,6,4,3,9,3,0,0,2.7,3.4,2.75,1.95,1.85,0,1.85,1.95,2.75,3.6,2.6,1.85,1.95,0,2.02,1.83
E2,12/10/2019,Bristol Rvs,Milton Keynes Dons,1,0,H,0,0,D,17,5,5,1,5,5,0,0,2.05,3.6,3.8,1.8,2,-0.25,1.75,2.13,2.05,3.6,3.8,1.9,1.9,-0.25,1.85,2
E2,12/10/2019,Oxford,Doncaster,3,0,H,1,0,H,20,7,9,0,6,4,0,0,2.15,3.5,3.6,1.8,2,-0.25,1.83,2.02,2.15,3.6,3.5,1.8,2,-0.25,1.88,1.98
E2,12/10/2019,Peterboro,Lincoln,2,0,H,0,0,D,14,11,5,3,6,9,1,0,1.9,3.75,4.33,1.8,2,-0.5,1.85,2,1.8,4,4.5,1.7,2.1,-0.75,1.98,1.88
E2,12/10/2019,Portsmouth,Gillingham,0,0,D,0,0,D,12,6,3,1,8,3,0,0,1.7,4,5.5,1.85,1.95,-0.75,1.85,2,1.72,3.8,5.5,1.8,2,-0.75,1.93,1.93
E2,12/10/2019,Rochdale,Accrington,2,1,H,1,0,H,9,28,3,6,2,8,0,0,2.9,3.6,2.5,1.66,2.15,0,2.05,1.8,2.9,3.6,2.5,1.72,2.07,0.25,1.75,2.13
E2,12/10/2019,Southend,AFC Wimbledon,1,4,A,1,2,A,15,21,3,9,11,8,0,0,2.87,3.4,2.6,1.9,1.9,0,1.95,1.9,2.87,3.4,2.6,1.8,2,0,2.02,1.83
E3,12/10/2019,Carlisle,Crewe,2,4,A,0,2,A,12,9,4,5,1,3,0,0,3.5,3.75,2.1,1.7,2.1,0.25,2,1.85,3.3,3.6,2.25,1.7,2.1,0.25,1.9,1.95
E3,12/10/2019,Crawley Town,Colchester,2,1,H,0,1,A,18,10,5,3,8,9,0,0,2.8,3.5,2.62,2.05,1.75,0,2,1.85,3,3.5,2.45,2,1.8,0.25,1.72,2.07
E3,12/10/2019,Exeter,Forest Green,1,0,H,1,0,H,14,14,1,3,11,4,0,0,1.8,3.75,5,2.07,1.72,-0.75,2,1.8,1.8,4,4.5,2.05,1.75,-0.75,2.05,1.8
E3,12/10/2019,Leyton Orient,Walsall,3,1,H,0,1,A,12,15,6,3,2,10,1,0,2.37,3.4,3.25,2.07,1.72,-0.25,1.98,1.88,2.5,3.3,3.1,2.1,1.7,-0.25,2.1,1.7
E3,12/10/2019,Macclesfield,Port Vale,2,1,H,1,1,D,13,8,6,3,7,7,0,0,3,3.5,2.45,2.07,1.72,0,2.05,1.8,3.25,3.4,2.37,2.07,1.72,0.25,1.8,2.05
E3,12/10/2019,Mansfield,Oldham,6,1,H,3,1,H,32,6,11,2,6,2,0,2,1.95,3.6,4.33,2,1.8,-0.5,1.93,1.93,1.9,3.7,4.33,1.95,1.85,-0.5,1.85,2
E3,12/10/2019,Morecambe,Bradford,1,2,A,0,0,D,26,12,5,3,6,6,0,0,4.33,4,1.85,1.8,2,0.5,2.02,1.83,4.5,4,1.8,1.8,2,0.75,1.83,2.02
E3,12/10/2019,Salford,Cambridge,1,0,H,0,0,D,9,10,4,3,4,4,0,0,2.37,3.5,3.1,2,1.8,-0.25,2,1.85,2.45,3.5,3,1.95,1.85,-0.25,2.1,1.77
E3,12/10/2019,Scunthorpe,Northampton,3,0,H,3,0,H,14,14,8,4,2,4,0,1,2.6,3.4,2.87,1.85,1.95,-0.25,2.13,1.75,2.25,3.5,3.4,1.95,1.85,-0.25,1.95,1.9
E3,12/10/2019,Stevenage,Grimsby,2,1,H,2,0,H,13,11,6,4,8,8,0,0,2.87,3.4,2.62,2.15,1.66,0,1.95,1.9,2.87,3.4,2.62,2.1,1.7,0,2,1.85
E3,12/10/2019,Swindon,Plymouth,1,1,D,1,0,H,6,11,2,3,1,1,0,0,2.3,3.7,3.1,1.75,2.05,-0.25,1.95,1.85,2.05,3.8,3.6,1.7,2.1,-0.25,1.72,2.07
EC,12/10/2019,Aldershot,Hartlepool,0,3,A,0,1,A,,,,,,,0,0,2.45,3.2,2.9,2.05,1.75,0,1.77,2.02,2.37,3.2,3,2,1.8,0,1.77,2.02
EC,12/10/2019,Barnet,Woking,2,2,D,0,1,A,,,,,,,0,0,1.95,3.5,3.75,2.05,1.75,-0.5,2,1.8,2.05,3.4,3.5,2.05,1.75,-0.25,1.83,1.98
EC,12/10/2019,Eastleigh,Chorley,0,0,D,0,0,D,,,,,,,0,0,1.85,3.4,4.33,2,1.8,-0.5,1.88,1.93,1.85,3.4,4.33,2.05,1.75,-0.5,1.88,1.93
EC,12/10/2019,Ebbsfleet,Maidenhead,1,2,A,1,1,D,,,,,,,0,0,2.37,3.4,2.87,1.9,1.9,-0.25,2.02,1.77,2,3.5,3.6,2,1.8,-0.25,1.8,2
EC,12/10/2019,Halifax,Boreham Wood,0,2,A,0,1,A,,,,,,,0,0,2.25,3.5,3,1.9,1.9,-0.25,1.95,1.85,2,3.5,3.5,2.07,1.72,-0.25,1.77,2.02
EC,12/10/2019,Notts County,Torquay,2,0,H,1,0,H,,,,,,,0,0,2.15,3.5,3.2,1.85,1.95,-0.25,1.88,1.93,2.1,3.5,3.3,1.8,2,-0.25,1.85,1.95
EC,12/10/2019,Solihull,Bromley,2,1,H,1,0,H,,,,,,,0,0,2.05,3.75,3.3,1.95,1.85,-0.25,1.77,2.02,1.85,3.5,4.2,1.95,1.85,-0.5,1.88,1.93
EC,12/10/2019,Yeovil,Harrogate,1,2,A,0,0,D,,,,,,,0,0,2.15,3.6,3.1,1.8,2,-0.25,1.88,1.93,2.05,3.6,3.3,1.75,2.05,-0.25,1.85,1.95
