Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HR,AR,B365H,B365D,B365A,B365>2.5,B365<2.5,AHh,B365AHH,B365AHA,B365CH,B365CD,B365CA,B365C>2.5,B365C<2.5,AHCh,B365CAHH,B365CAHA
G1,30/11/2019,OFI Crete,AEK,1,0,H,0,0,D,9,5,3,2,3,4,0,1,3.1,3.4,2.25,2.05,1.75,0.25,1.85,2,3.1,3.1,2.4,2,1.8,0.25,1.83,2.02
E0,1/12/2019,Norwich,Arsenal,2,2,D,2,1,H,15,16,8,7,7,12,0,0,4,4.33,1.75,1.4,3,0.75,1.92,2.01,4.2,4.33,1.7,1.4,3,0.75,2.03,1.9
E0,1/12/2019,Wolves,Sheffield United,1,1,D,0,1,A,13,9,3,4,7,2,0,0,1.9,3.5,4.2,2.3,1.61,-0.5,1.93,2,2.2,3,3.75,2.37,1.57,-0.25,1.9,2.03
E0,1/12/2019,Leicester,Everton,2,1,H,0,1,A,16,11,6,3,4,4,0,0,1.61,4,5.25,1.8,2,-0.75,1.83,2.1,1.57,4.2,5.75,1.8,2,-1,2.05,1.75
E0,1/12/2019,Man United,Aston Villa,2,2,D,1,1,D,16,9,6,3,9,9,0,0,1.45,4.5,7,1.72,2.1,-1,1.85,2.08,1.44,4.75,7,1.53,2.5,-1.25,2.07,1.86
SC0,1/12/2019,Ross County,Celtic,1,4,A,1,2,A,2,19,2,7,0,11,0,0,13,7.5,1.16,1.44,2.75,2.25,1.8,2.05,13,9,1.12,1.44,2.75,2.25,1.85,2
SC0,1/12/2019,Rangers,Hearts,5,0,H,2,0,H,13,2,6,1,4,3,0,0,1.2,6,15,1.57,2.37,-1.75,1.8,2.05,1.2,6.5,13,1.53,2.5,-2,2,1.85
D1,1/12/2019,M'gladbach,Freiburg,4,2,H,1,1,D,22,13,13,5,2,3,0,0,1.53,4.2,6,1.57,2.37,-1,1.97,1.96,1.53,4.5,5.5,1.66,2.2,-1,1.96,1.97
D1,1/12/2019,Wolfsburg,Werder Bremen,2,3,A,1,2,A,19,10,6,3,9,3,0,0,2.15,3.75,3,1.72,2.1,-0.25,1.93,2,2,3.75,3.3,1.72,2.1,-0.25,1.85,2.08
D2,1/12/2019,Darmstadt,Bielefeld,1,3,A,0,0,D,18,11,9,5,4,7,0,0,3.6,3.5,1.95,1.72,2.07,0.5,1.77,2.02,3.5,3.6,2,1.8,2,0.25,2.02,1.83
D2,1/12/2019,Heidenheim,Greuther Furth,1,0,H,0,0,D,15,19,7,1,4,10,0,0,2.05,3.5,3.4,1.8,2,-0.5,2.02,1.83,1.95,3.5,3.75,1.85,1.95,-0.5,1.95,1.9
D2,1/12/2019,Sandhausen,Stuttgart,2,1,H,2,0,H,16,24,5,6,6,15,0,0,3.6,3.6,1.95,1.8,2,0.5,1.83,2.02,3.5,3.6,2,1.8,2,0.25,2.05,1.75
SP1,1/12/2019,Sevilla,Leganes,1,0,H,0,0,D,16,8,8,4,7,4,0,0,1.57,4,6,2.2,1.66,-1,2.01,1.92,1.5,4,7,2.2,1.66,-1,1.98,1.95
SP1,1/12/2019,Ath Bilbao,Granada,2,0,H,1,0,H,14,8,6,1,4,3,0,0,1.7,3.4,6,2.62,1.5,-0.75,1.98,1.92,1.8,3.4,5.25,2.62,1.5,-0.75,2.1,1.8
SP1,1/12/2019,Espanol,Osasuna,2,4,A,1,0,H,12,14,5,8,2,3,0,1,2.15,3.1,3.6,2.3,1.61,-0.25,1.92,2.01,2.4,3.1,3.2,2.2,1.66,-0.25,2.02,1.91
SP1,1/12/2019,Getafe,Levante,4,0,H,0,0,D,13,7,9,2,6,7,0,0,1.66,3.8,5.5,2,1.8,-0.75,1.92,2.01,1.65,3.75,5.5,2,1.8,-0.75,1.98,1.95
SP1,1/12/2019,Ath Madrid,Barcelona,0,1,A,0,0,D,17,13,2,5,9,5,0,0,2.75,3.3,2.6,2.1,1.72,0,2.03,1.9,2.87,3.2,2.6,2.2,1.66,0,2.03,1.9
SP2,1/12/2019,Fuenlabrada,Cadiz,1,0,H,0,0,D,11,6,4,0,3,1,0,1,2.5,3,3,2.7,1.44,0,1.75,2.13,2.5,2.87,3.2,3.4,1.33,-0.25,2.15,1.73
SP2,1/12/2019,Oviedo,Vallecano,2,1,H,1,1,D,7,9,3,2,1,3,0,0,2.7,3.1,2.7,2.07,1.72,0,1.93,1.93,2.7,3.1,2.7,2.05,1.75,0,1.98,1.88
SP2,1/12/2019,Elche,Santander,2,0,H,1,0,H,15,13,3,3,5,5,0,0,2.05,3.1,4,2.35,1.57,-0.5,2.05,1.8,2.05,3,4.2,2.3,1.6,-0.25,1.75,2.05
SP2,1/12/2019,Lugo,La Coruna,0,0,D,0,0,D,14,12,2,3,7,5,0,0,3.1,3.1,2.4,2.3,1.6,0,2.1,1.77,3.2,3,2.4,2.5,1.5,0.25,1.83,2.02
SP2,1/12/2019,Extremadura UD,Las Palmas,0,1,A,0,1,A,12,15,3,5,3,5,0,1,2.45,3,3.1,2.25,1.61,0,1.77,2.1,2.4,3,3.2,2.25,1.61,0,1.8,2.05
I1,1/12/2019,Juventus,Sassuolo,2,2,D,1,1,D,17,8,9,4,9,2,0,0,1.22,6.5,11,1.53,2.5,-1.75,1.95,1.98,1.16,7.5,17,1.36,3.2,-2,1.89,2.04
I1,1/12/2019,Inter,Spal,2,1,H,2,0,H,16,8,10,3,8,0,0,0,1.28,5.75,10,1.61,2.3,-1.5,1.86,2.07,1.25,6,12,1.57,2.37,-1.5,1.86,2.07
I1,1/12/2019,Lazio,Udinese,3,0,H,3,0,H,15,4,6,0,2,2,0,0,1.3,5.5,10,1.53,2.5,-1.5,1.93,2,1.3,5.5,10,1.53,2.5,-1.5,2.04,1.89
I1,1/12/2019,Parma,Milan,0,1,A,0,0,D,6,19,0,8,1,7,0,0,3.6,3.4,2.1,2,1.8,0.25,2.08,1.85,3.8,3.3,2.05,2,1.8,0.25,2.08,1.85
I1,1/12/2019,Napoli,Bologna,1,2,A,1,0,H,20,9,5,6,7,0,0,0,1.45,4.5,7,1.57,2.37,-1.25,2.08,1.85,1.44,4.5,7,1.57,2.37,-1.25,2.14,1.8
I1,1/12/2019,Verona,Roma,1,3,A,1,2,A,7,12,3,5,6,5,0,0,4.33,3.5,1.85,1.9,1.9,0.5,2.04,1.89,4.75,3.9,1.72,1.72,2.1,0.75,1.89,2.04
I2,1/12/2019,Trapani,Chievo,1,0,H,1,0,H,15,10,8,2,8,1,0,0,3.4,3.2,2.2,2.1,1.7,0.25,1.9,1.95,3,3.1,2.45,2.1,1.7,0.25,1.72,2.07
I2,1/12/2019,Virtus Entella,Juve Stabia,2,0,H,1,0,H,22,2,9,1,9,3,0,0,2.1,3.25,3.6,2.1,1.7,-0.25,1.88,1.98,1.9,3.4,4.1,2.05,1.75,-0.5,1.93,1.93
I2,1/12/2019,Perugia,Pescara,3,1,H,2,1,H,11,13,4,2,2,6,0,0,2,3.3,3.75,2,1.8,-0.5,2.02,1.83,2.05,3.2,3.75,2,1.8,-0.25,1.85,2
F1,1/12/2019,Nantes,Toulouse,2,1,H,1,0,H,21,7,8,3,10,4,0,1,1.8,3.5,4.75,2.1,1.72,-0.75,2.07,1.86,1.7,3.6,5.25,2,1.8,-0.75,2.04,1.89
F1,1/12/2019,Rennes,St Etienne,2,1,H,1,1,D,14,5,5,1,6,1,0,0,2,3.3,4,2.2,1.66,-0.5,2.01,1.92,1.9,3.4,4.33,2.2,1.66,-0.5,2.03,1.9
B1,1/12/2019,Oostende,Anderlecht,3,2,H,2,0,H,10,7,5,5,4,8,0,0,4,3.5,1.9,1.72,2.07,0.5,1.98,1.88,4.5,3.6,1.75,1.66,2.15,0.75,1.9,1.95
B1,1/12/2019,Standard,Cercle Brugge,2,1,H,1,0,H,14,15,11,8,3,4,0,0,1.33,5,9,1.47,2.6,-1.5,1.98,1.88,1.25,5.5,12,1.44,2.7,-1.75,1.95,1.9
B1,1/12/2019,Kortrijk,Gent,0,2,A,0,1,A,7,11,4,6,6,5,0,0,3.8,3.8,1.85,1.53,2.4,0.75,1.8,2,4.33,3.8,1.75,1.6,2.3,0.75,1.83,2.02
N1,1/12/2019,Twente,Ajax,2,5,A,2,1,H,9,18,3,10,1,4,0,0,13,7.5,1.16,1.25,4,2.25,1.9,2,13,7.5,1.16,1.22,4.2,2,1.9,2
N1,1/12/2019,Utrecht,Waalwijk,0,1,A,0,0,D,13,11,4,3,4,9,0,0,1.25,6.5,9,1.33,3.4,-1.75,1.97,1.93,1.22,5.75,8.5,1.33,3.4,-1.75,1.94,1.96
N1,1/12/2019,AZ Alkmaar,VVV Venlo,1,0,H,1,0,H,25,4,8,1,10,0,0,0,1.14,8,15,1.36,3.1,-2.25,1.98,1.92,1.14,8,15,1.36,3.1,-2,1.82,1.97
N1,1/12/2019,Feyenoord,Zwolle,1,0,H,1,0,H,20,20,7,8,7,5,0,0,1.28,6,9,1.36,3.1,-1.5,1.84,2.06,1.28,6,8.5,1.33,3.4,-1.5,1.8,2
N1,1/12/2019,FC Emmen,PSV Eindhoven,1,1,D,0,1,A,12,13,2,4,1,7,1,0,7.5,5,1.36,1.44,2.7,1.25,2.04,1.86,6,4.5,1.5,1.4,2.87,1.25,1.83,2.07
P1,1/12/2019,Tondela,Belenenses,0,1,A,0,0,D,15,11,3,3,8,7,0,0,2,3.3,3.75,2.25,1.61,-0.5,2.07,1.83,1.83,3.5,4.33,2.05,1.75,-0.5,1.9,2
P1,1/12/2019,Setubal,Guimaraes,1,1,D,0,0,D,17,13,4,3,10,7,0,0,4.33,3.5,1.83,2.25,1.61,0.5,2,1.9,4.5,3.5,1.8,2.25,1.61,0.5,2.02,1.88
P1,1/12/2019,Gil Vicente,Sp Lisbon,3,1,H,1,1,D,7,9,4,2,1,3,0,0,4,3.4,1.9,2.1,1.7,0.5,2.02,1.88,4.33,3.4,1.85,2.15,1.66,0.5,1.93,1.97
T1,1/12/2019,Gaziantep,Denizlispor,1,2,A,0,0,D,18,5,3,2,5,2,0,0,2,3.4,3.8,2.05,1.75,-0.25,1.75,2.05,2,3.4,3.75,2.05,1.75,-0.25,1.85,2
T1,1/12/2019,Buyuksehyr,Antalyaspor,2,0,H,0,0,D,12,14,4,5,7,2,0,0,1.45,4.2,8,1.72,2.07,-1,1.72,2.07,1.5,4.33,6,1.72,2.07,-1,1.88,1.98
T1,1/12/2019,Trabzonspor,Galatasaray,1,1,D,0,0,D,10,9,5,3,5,9,0,0,2.3,3.4,3,1.72,2.07,-0.25,1.98,1.88,2.15,3.4,3.25,1.8,2,-0.25,1.93,1.93
G1,1/12/2019,Panathinaikos,Asteras Tripolis,1,0,H,1,0,H,9,10,3,4,2,1,0,0,1.6,3.6,6,2.3,1.6,-0.75,1.83,2.02,1.57,3.6,6.5,2.35,1.57,-1,2.1,1.7
G1,1/12/2019,Aris,Lamia,1,1,D,1,1,D,18,5,8,2,9,2,0,0,1.33,4.5,11,2.15,1.66,-1.25,1.93,1.93,1.4,4.2,11,2.15,1.66,-1.25,2.02,1.83
G1,1/12/2019,Xanthi,Atromitos,1,0,H,0,0,D,5,7,4,3,3,7,0,0,2.75,3.1,2.62,2.5,1.5,0,2,1.85,3.1,2.9,2.5,2.5,1.5,0,2.15,1.73
G1,1/12/2019,Olympiakos,PAOK,1,1,D,0,1,A,14,5,5,2,9,2,0,0,1.83,3.5,4.33,2.25,1.61,-0.5,1.83,2.02,1.7,3.6,5.25,2.05,1.75,-0.75,1.98,1.88
E1,2/12/2019,Preston,West Brom,0,1,A,0,0,D,7,11,2,4,4,9,0,0,3,3.25,2.37,1.8,2,0.25,1.84,2.09,4,4,1.8,1.66,2.2,0.5,2.08,1.85
D1,2/12/2019,Mainz,Ein Frankfurt,2,1,H,0,1,A,18,14,8,4,8,6,0,1,2.8,3.75,2.37,1.57,2.37,0.25,1.81,2.13,2.75,3.8,2.25,1.44,2.75,0.25,1.94,1.99
I1,2/12/2019,Cagliari,Sampdoria,4,3,H,0,1,A,12,9,8,5,6,4,0,0,2.1,3.3,3.6,2,1.8,-0.25,1.88,2.05,1.95,3.4,4,1.9,1.9,-0.5,2.06,1.87
I2,2/12/2019,Pisa,Pordenone,2,0,H,2,0,H,9,9,3,3,2,9,1,0,2.45,3.1,3,2.05,1.75,0,1.7,2.1,2.87,3,2.62,2.07,1.72,0,2,1.85
F2,2/12/2019,Caen,Nancy,1,0,H,0,0,D,10,4,2,3,5,3,0,0,2.5,2.87,3.2,2.7,1.44,0,1.77,2.1,2.5,2.87,3.2,2.7,1.44,0,1.77,2.1
P1,2/12/2019,Sp Braga,Rio Ave,2,0,H,1,0,H,12,9,4,2,7,3,0,0,1.57,3.75,6,1.7,2.1,-1,1.99,1.91,1.5,4.5,6,1.65,2.2,-1,1.95,1.95
P1,2/12/2019,Porto,Pacos Ferreira,2,0,H,1,0,H,8,5,6,4,8,1,0,0,1.16,7.5,13,1.57,2.35,-1.75,1.77,2.02,1.25,5.75,11,1.72,2.07,-1.5,1.95,1.95
T1,2/12/2019,Besiktas,Kayserispor,4,1,H,3,0,H,24,7,13,3,9,5,0,0,1.25,6,10,1.5,2.5,-1.75,2,1.85,1.2,6.5,13,1.33,3.4,-2.25,2.05,1.8
E0,3/12/2019,Crystal Palace,Bournemouth,1,0,H,0,0,D,7,6,2,3,6,9,1,0,2.2,3.4,3.25,2,1.8,-0.25,1.97,1.96,2.2,3.5,3.2,1.9,1.9,-0.25,1.95,1.98
E0,3/12/2019,Burnley,Man City,1,4,A,0,1,A,4,17,2,8,3,6,0,0,11,7,1.22,1.44,2.75,1.75,1.93,2,13,6.5,1.22,1.4,3,2,1.77,2.02
E2,3/12/2019,Burton,Southend,1,1,D,0,1,A,9,8,1,5,5,6,1,0,1.33,6,9.5,1.5,2.5,-1.5,1.88,1.98,1.3,6,11,1.53,2.4,-1.75,2,1.85
EC,3/12/2019,Eastleigh,Wrexham,0,2,A,0,2,A,,,,,,,0,0,2,3.5,3.6,1.9,1.9,-0.5,2.02,1.77,2.2,3.4,3.2,2,1.8,-0.25,2,1.8
SC1,3/12/2019,Ayr,Dunfermline,0,1,A,0,0,D,5,8,3,5,9,4,0,0,2.15,3.5,3.2,2.1,1.7,-0.25,1.93,1.93,2.3,3.4,3,2.2,1.65,-0.25,2.02,1.83
SC3,3/12/2019,Stenhousemuir,Elgin,2,2,D,1,2,A,17,11,5,4,7,7,0,0,3.4,4,1.9,1.6,2.3,0.5,1.85,2,3.3,3.8,2,1.6,2.3,0.5,1.85,2
F1,3/12/2019,Angers,Marseille,0,2,A,0,2,A,9,10,2,4,3,1,0,0,2.9,3.25,2.5,2.1,1.72,0.25,1.7,2.1,3,3.25,2.4,2.2,1.66,0.25,1.84,2.09
F1,3/12/2019,Bordeaux,Nimes,6,0,H,2,0,H,12,7,8,1,0,6,0,0,1.95,3.25,4.33,2.3,1.61,-0.5,1.92,2.01,1.95,3.2,4.2,2.2,1.66,-0.5,2.04,1.89
F1,3/12/2019,Brest,Strasbourg,5,0,H,2,0,H,11,9,8,3,3,7,0,0,3.5,3.2,2.25,2.3,1.61,0.25,1.97,1.96,3.4,3.25,2.15,2.1,1.72,0.25,1.97,1.96
F1,3/12/2019,Lyon,Lille,0,1,A,0,0,D,11,8,3,2,9,1,0,0,1.9,3.6,3.9,1.9,1.9,-0.5,2.03,1.9,2.05,3.4,3.6,2,1.8,-0.5,2.05,1.88
F2,3/12/2019,Auxerre,Valenciennes,1,1,D,1,0,H,11,9,2,4,4,8,0,0,1.83,3.25,4.75,2.3,1.6,-0.5,1.88,1.98,1.83,3.25,4.75,2.25,1.61,-0.5,1.9,1.95
F2,3/12/2019,Chateauroux,Sochaux,1,1,D,0,1,A,13,10,5,3,8,4,0,0,2.7,2.8,2.9,2.87,1.4,0,1.83,2.02,2.55,2.8,3,2.87,1.4,0,1.83,2.02
F2,3/12/2019,Grenoble,Clermont,1,1,D,1,0,H,12,12,3,3,4,9,0,0,3,2.87,2.62,2.5,1.5,0,2.02,1.83,2.55,2.87,3.1,2.5,1.5,0,1.77,2.1
F2,3/12/2019,Le Havre,Le Mans,2,0,H,1,0,H,16,14,6,3,4,3,0,0,1.61,3.4,6.5,1.8,2,-0.75,1.83,2.02,1.57,4,6,1.8,2,-1,2.05,1.8
F2,3/12/2019,Lens,Chambly,3,0,H,1,0,H,9,5,4,2,1,1,0,0,1.53,3.6,7.5,2.25,1.61,-1,2,1.85,1.45,3.8,8.5,2.2,1.65,-1,1.88,1.98
F2,3/12/2019,Niort,Ajaccio,0,1,A,0,1,A,7,13,1,5,3,8,0,0,3.4,3,2.3,2.7,1.44,0.25,1.88,1.98,3.5,3,2.25,2.6,1.47,0.25,1.88,1.98
F2,3/12/2019,Orleans,Lorient,0,4,A,0,2,A,10,15,4,8,3,3,0,0,4.5,3.3,1.85,2.1,1.7,0.5,2.02,1.83,4.33,3.3,1.85,2.07,1.72,0.5,1.93,1.93
F2,3/12/2019,Paris FC,Guingamp,0,3,A,0,1,A,10,10,2,5,4,5,0,0,3.25,2.87,2.45,2.4,1.53,0,2.1,1.77,3.2,2.87,2.5,2.4,1.53,0.25,1.77,2.1
F2,3/12/2019,Troyes,Rodez,1,0,H,1,0,H,10,10,4,1,0,5,0,0,1.72,3.3,5.5,2.35,1.57,-0.75,1.98,1.88,1.55,3.6,7,2.35,1.57,-0.75,1.8,2.05
E0,4/12/2019,Chelsea,Aston Villa,2,1,H,1,1,D,25,9,9,3,9,5,0,0,1.28,5.75,10,1.4,3,-1.5,1.88,2.05,1.33,5.25,8.5,1.36,3.2,-1.5,1.92,2.01
E0,4/12/2019,Leicester,Watford,2,0,H,0,0,D,12,4,6,1,7,2,0,0,1.33,5.5,8,1.61,2.3,-1.5,2.07,1.72,1.33,5.25,8.5,1.53,2.5,-1.5,2.03,1.9
E0,4/12/2019,Man United,Tottenham,2,1,H,1,1,D,12,8,7,5,4,3,0,0,2.75,3.4,2.55,1.8,2,0,1.99,1.94,2.5,3.4,2.8,1.8,2,0,1.88,2.05
E0,4/12/2019,Southampton,Norwich,2,1,H,2,0,H,14,10,5,3,6,1,0,0,1.72,4,4.2,1.57,2.37,-0.75,2.01,1.92,1.75,3.8,4.5,1.66,2.2,-0.75,2,1.93
E0,4/12/2019,Wolves,West Ham,2,0,H,1,0,H,13,6,7,3,5,4,0,0,1.75,3.7,4.75,1.9,1.9,-0.75,2.03,1.9,1.66,3.8,5.25,1.8,2,-0.75,1.88,2.05
E0,4/12/2019,Liverpool,Everton,5,2,H,4,2,H,11,12,5,4,5,6,0,0,1.36,5,8.5,1.57,2.37,-1.25,1.91,2.02,1.6,4,5.5,1.66,2.2,-0.75,1.83,2.1
SC0,4/12/2019,Aberdeen,Rangers,2,2,D,1,2,A,8,13,5,8,2,8,0,0,5.75,4.5,1.5,1.8,2,1,2,1.85,6.5,4.5,1.45,1.72,2.1,1,2.05,1.8
SC0,4/12/2019,Celtic,Hamilton,2,1,H,1,0,H,22,9,5,5,7,2,0,0,1.08,11,21,1.28,3.75,-3,2,1.85,1.07,11,26,1.28,3.75,-2.75,1.88,1.98
SC0,4/12/2019,Hearts,Livingston,1,1,D,0,1,A,19,8,9,3,5,5,0,0,2.1,3.3,3.5,2.2,1.66,-0.25,1.77,2.1,1.9,3.4,4,2.1,1.72,-0.5,1.95,1.9
SC0,4/12/2019,Kilmarnock,St Johnstone,0,0,D,0,0,D,3,11,1,2,2,7,0,0,1.83,3.6,4.2,2.3,1.61,-0.5,1.93,1.93,1.75,3.5,4.75,2.5,1.53,-0.5,1.8,2.05
SC0,4/12/2019,Ross County,Hibernian,2,1,H,0,1,A,10,14,6,5,2,8,0,0,3.6,3.5,2,1.72,2.1,0.5,1.88,1.98,4,3.6,1.85,1.61,2.3,0.5,1.95,1.9
SC0,4/12/2019,St Mirren,Motherwell,0,3,A,0,2,A,8,16,3,6,3,7,0,0,2.75,3.5,2.4,2.1,1.72,0,2.02,1.83,2.55,3.5,2.6,2,1.8,0,1.93,1.93
F1,4/12/2019,Dijon,Montpellier,2,2,D,1,2,A,18,18,2,6,12,6,0,0,3.2,3,2.5,2.5,1.53,0.25,1.8,2.14,2.87,3,2.75,2.37,1.57,0,2.04,1.89
F1,4/12/2019,Metz,Rennes,0,1,A,0,1,A,20,12,4,2,8,8,0,0,3,3,2.6,2.5,1.53,0,2.14,1.8,3.1,3.1,2.5,2.5,1.53,0,2.1,1.83
F1,4/12/2019,St Etienne,Nice,4,1,H,3,1,H,15,16,7,4,8,5,0,0,2.3,3.3,3.2,2.1,1.72,-0.25,2.08,1.85,2.05,3.4,3.8,2.1,1.72,-0.25,1.75,2.05
F1,4/12/2019,Toulouse,Monaco,1,2,A,1,1,D,14,18,3,7,2,6,0,0,3.8,3.75,1.9,1.66,2.2,0.5,2.03,1.9,4,3.6,1.85,1.61,2.3,0.5,1.97,1.96
F1,4/12/2019,Paris SG,Nantes,2,0,H,0,0,D,10,11,6,4,5,9,0,0,1.16,7.5,17,1.44,2.75,-2,1.77,2.02,1.11,9,21,1.36,3.2,-2.25,1.88,2.05
E0,5/12/2019,Sheffield United,Newcastle,0,2,A,0,1,A,13,6,6,4,8,1,0,0,1.83,3.4,4.6,2.3,1.61,-0.5,1.87,2.06,1.8,3.4,5,2.2,1.66,-0.5,1.75,2.05
E0,5/12/2019,Arsenal,Brighton,1,2,A,0,1,A,12,20,5,9,9,9,0,0,1.57,4.33,5.5,1.53,2.5,-1,2.05,1.88,1.61,4.33,5,1.5,2.62,-0.75,1.83,2.1
E1,6/12/2019,Millwall,Nott'm Forest,2,2,D,1,0,H,16,10,5,5,10,2,0,0,2.5,3.2,2.9,2.3,1.61,0,1.81,2.09,2.45,3,3.2,2.75,1.44,-0.25,2.07,1.83
D1,6/12/2019,Ein Frankfurt,Hertha,2,2,D,0,1,A,25,9,6,3,16,1,0,0,1.8,3.9,4.2,1.57,2.37,-0.5,1.85,2.08,1.72,4,4.33,1.61,2.3,-0.5,1.77,2.02
D2,6/12/2019,Bielefeld,Karlsruhe,2,2,D,0,1,A,23,8,4,3,10,7,0,0,1.6,4.33,5,1.65,2.2,-0.75,1.8,2.05,1.6,4.33,5,1.6,2.3,-0.75,1.85,2
D2,6/12/2019,Hamburg,Heidenheim,0,1,A,0,0,D,16,9,9,2,8,1,0,0,1.55,4,5.75,1.65,2.2,-1,1.88,1.98,1.5,4.33,6,1.6,2.3,-1,1.8,2.05
SP1,6/12/2019,Villarreal,Ath Madrid,0,0,D,0,0,D,23,18,3,3,11,6,0,0,3.6,3.3,2.15,2.2,1.66,0.25,2.04,1.89,3.9,3.4,2,2.2,1.66,0.25,2.05,1.75
SP2,6/12/2019,Albacete,Extremadura UD,1,1,D,0,0,D,11,11,3,4,10,4,0,0,2.05,3.1,4,2.5,1.5,-0.25,1.83,2.02,2,3.1,4.2,2.6,1.47,-0.25,1.72,2.07
SP2,6/12/2019,Santander,Fuenlabrada,2,2,D,1,0,H,8,17,3,8,4,8,1,0,2.7,2.87,2.87,2.87,1.4,0,1.95,1.9,2.62,2.87,3,3.1,1.36,0,1.83,2.02
SP2,6/12/2019,Alcorcon,Oviedo,1,3,A,1,2,A,11,8,1,4,6,0,0,0,2.2,2.87,3.8,2.5,1.5,-0.25,1.98,1.88,2.2,2.87,3.8,2.6,1.47,-0.25,2.13,1.75
SP2,6/12/2019,Malaga,Tenerife,2,0,H,1,0,H,11,11,5,1,2,4,0,0,1.85,3.2,4.75,2.35,1.57,-0.5,1.83,2.02,1.85,3.2,4.75,2.35,1.57,-0.5,1.95,1.9
I1,6/12/2019,Inter,Roma,0,0,D,0,0,D,9,6,2,2,8,3,0,0,1.9,3.8,3.8,1.61,2.3,-0.5,1.9,2.03,1.75,4,4.5,1.61,2.3,-0.75,2.04,1.89
I2,6/12/2019,Benevento,Trapani,5,0,H,2,0,H,21,7,10,3,11,3,0,0,1.4,4.2,9,1.8,2,-1.25,1.93,1.93,1.44,4,8.5,1.8,2,-1.25,2.1,1.77
F1,6/12/2019,Lille,Brest,1,0,H,1,0,H,16,6,10,0,7,3,0,0,1.36,4.75,9.5,1.8,2,-1.25,1.92,2.01,1.33,5,9,1.61,2.3,-1.5,2.05,1.75
F1,6/12/2019,Nimes,Lyon,0,4,A,0,1,A,6,22,2,8,1,5,2,0,5,3.8,1.7,1.72,2.1,0.75,1.96,1.97,5,4,1.61,1.9,1.9,0.75,2.01,1.92
B1,6/12/2019,Waasland-Beveren,Antwerp,0,4,A,0,1,A,4,9,0,6,6,2,0,0,6,4,1.53,1.72,2.07,1,1.98,1.88,6,4,1.55,1.65,2.2,1,1.88,1.98
N1,6/12/2019,Ajax,Willem II,0,2,A,0,1,A,29,9,6,4,12,3,0,0,1.08,10,23,1.22,4.2,-2.5,2,1.9,1.1,10,17,1.22,4.2,-2.5,1.99,1.91
P1,6/12/2019,Boavista,Benfica,1,4,A,1,1,D,9,11,5,6,3,5,0,0,7,3.6,1.55,2.07,1.72,1,1.84,2.06,6,3.8,1.57,1.95,1.85,1,1.72,2.07
T1,6/12/2019,Fenerbahce,Genclerbirligi,5,2,H,3,1,H,24,14,13,6,4,4,0,0,1.45,4.5,6.5,1.57,2.35,-1.25,2,1.85,1.53,4.33,5.75,1.5,2.5,-1,1.83,2.02
E0,7/12/2019,Everton,Chelsea,3,1,H,1,0,H,13,15,7,4,1,5,0,0,3.5,3.75,2,1.72,2.1,0.5,1.88,2.05,3.1,3.8,2.15,1.61,2.3,0.25,2.05,1.88
E0,7/12/2019,Bournemouth,Liverpool,0,3,A,0,2,A,3,21,0,9,1,3,0,0,7,5.25,1.4,1.5,2.62,1.25,1.98,1.95,6,4.5,1.5,1.57,2.37,1,2.05,1.88
E0,7/12/2019,Tottenham,Burnley,5,0,H,3,0,H,13,7,7,1,1,1,0,0,1.4,4.75,8,1.57,2.37,-1.25,1.97,1.96,1.4,4.75,7.5,1.61,2.3,-1.25,2.02,1.91
E0,7/12/2019,Watford,Crystal Palace,0,0,D,0,0,D,13,3,3,0,6,2,0,0,2.37,3.3,3.1,2,1.8,-0.25,2.06,1.87,2.4,3.4,2.9,2,1.8,-0.25,2.13,1.81
E0,7/12/2019,Man City,Man United,1,2,A,0,2,A,22,11,5,7,16,3,0,0,1.3,5.5,10,1.5,2.62,-1.5,1.89,2.04,1.3,5.75,9,1.5,2.62,-1.5,1.94,1.99
E1,7/12/2019,Huddersfield,Leeds,0,2,A,0,0,D,10,14,3,4,7,5,0,0,7,4,1.53,2,1.8,1,1.92,1.98,6,4.1,1.55,1.9,1.9,1,1.86,2.04
E1,7/12/2019,Blackburn,Derby,1,0,H,0,0,D,11,13,3,1,7,3,0,0,2,3.5,3.8,1.9,1.9,-0.5,2.03,1.87,1.9,3.6,3.9,1.8,2,-0.5,1.94,1.96
E1,7/12/2019,Cardiff,Barnsley,3,2,H,1,1,D,11,14,2,2,8,5,0,0,1.72,3.9,4.6,1.66,2.2,-0.75,2.01,1.89,1.8,3.8,4.2,1.66,2.2,-0.75,2.02,1.88
E1,7/12/2019,Fulham,Bristol City,1,2,A,0,1,A,21,12,5,3,8,2,0,0,1.66,4,5,1.61,2.3,-0.75,1.85,2.05,1.61,4.2,5,1.61,2.3,-0.75,1.86,2.04
E1,7/12/2019,Hull,Stoke,2,1,H,0,1,A,23,6,6,4,7,4,0,0,2.45,3.4,2.87,1.9,1.9,0,1.82,2.08,2.45,3.4,2.87,1.9,1.9,0,1.87,2.03
E1,7/12/2019,Luton,Wigan,2,1,H,0,1,A,18,11,5,1,8,3,0,1,2.4,3.5,2.87,1.8,2,-0.25,2.09,1.81,2.45,3.5,2.8,1.8,2,0,1.82,2.08
