Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,-38,60
E3,26/10/2019,Northampton,Cambridge,2,0,Northampton,Draw,0,-1,2.3,3.4,3.4,-0.25,Northampton,-1,2.1,1.77,,
E3,26/10/2019,Port Vale,Oldham,0,0,Draw,Port Vale,0,-1,2,3.75,3.8,-0.5,Oldham,0,2,1.85,,
E3,26/10/2019,Salford,Scunthorpe,1,1,Draw,Scunthorpe,0,-1,2.6,3.5,2.8,0,Draw,0,2,1.85,,
E3,26/10/2019,Stevenage,Morecambe,1,0,Stevenage,Stevenage,1,1,2,3.6,4,-0.5,Stevenage,1.02,2.02,1.83,,
E3,26/10/2019,Walsall,Mansfield,1,2,Mansfield,Mansfield,1,1.5,2.9,3.6,2.5,0.25,Mansfield,0.44,1.98,1.88,,
EC,26/10/2019,Boreham Wood,Fylde,0,2,Fylde,Boreham Wood,0,-1,2.1,3.4,3.4,-0.25,Fylde,-1,2.02,1.77,,
EC,26/10/2019,Bromley,Halifax,5,0,Bromley,Bromley,1,1.1,2.1,3.5,3.3,-0.25,Bromley,1.05,2.05,1.75,,
EC,26/10/2019,Chorley,Yeovil,1,2,Yeovil,Yeovil,1,1.15,3.25,3.4,2.15,0.25,Yeovil,0.5,1.8,2,,
EC,26/10/2019,Dag and Red,Wrexham,2,1,Dag and Red,Dag and Red,1,1.2,2.2,3.25,3.3,0,Dag and Red,0.85,1.85,1.95,,
EC,26/10/2019,Dover Athletic,Stockport,0,1,Stockport,Dover Athletic,0,-1,1.75,3.6,4.75,-0.5,Stockport,-1,1.8,2,,
EC,26/10/2019,Harrogate,Aldershot,1,0,Harrogate,Harrogate,1,0.85,1.85,3.6,4,-0.5,Harrogate,0.9,1.9,1.9,,
EC,26/10/2019,Hartlepool,Barnet,2,0,Hartlepool,Hartlepool,1,1.37,2.37,3.4,2.87,-0.25,Hartlepool,1,2,1.8,,
EC,26/10/2019,Maidenhead,Solihull,1,0,Maidenhead,Solihull,0,-1,3.4,3.4,2.1,0.25,Maidenhead,-1,2.02,1.77,,
EC,26/10/2019,Sutton,Ebbsfleet,2,3,Ebbsfleet,Ebbsfleet,1,2.2,2.15,3.5,3.2,0,Ebbsfleet,0.95,1.85,1.95,,
EC,26/10/2019,Torquay,Barrow,4,2,Torquay,Barrow,0,-1,2.3,3.5,2.87,-0.25,Torquay,-1,2.07,1.72,,
EC,26/10/2019,Woking,Eastleigh,1,1,Draw,Eastleigh,0,-1,2.37,3.3,2.9,-0.25,Eastleigh,0,2.05,1.75,,
EC,26/10/2019,Chesterfield,Notts County,1,0,Chesterfield,Notts County,0,-1,2.5,3.4,2.7,0,Chesterfield,-1,1.85,1.95,,
SC0,26/10/2019,Hibernian,Ross County,2,2,Draw,Hibernian,0,-1,1.72,3.6,4.75,-1,Ross County,0,2.05,1.8,,
SC0,26/10/2019,Kilmarnock,St Mirren,1,0,Kilmarnock,Draw,0,-1,1.75,3.4,5,-0.5,Kilmarnock,-1,1.83,2.02,,
SC0,26/10/2019,Livingston,Hearts,0,0,Draw,Livingston,0,-1,2.6,3.2,2.7,0,Draw,0,1.8,2.05,,
SC0,26/10/2019,St Johnstone,Hamilton,3,2,St Johnstone,Hamilton,0,-1,1.7,3.75,4.75,-0.75,St Johnstone,-0.5,1.98,1.88,,
SC1,26/10/2019,Alloa,Queen of Sth,2,2,Draw,Queen of Sth,0,-1,3.3,3.4,2.15,0.25,Alloa,0,1.93,1.93,,
SC1,26/10/2019,Dundee United,Dunfermline,2,0,Dundee United,Dundee United,1,0.65,1.65,4,5,-1,Dundee United,1,2,1.85,,
SC1,26/10/2019,Morton,Inverness C,2,1,Morton,Inverness C,0,-1,3.3,3.5,2.1,0.25,Morton,-1,1.98,1.88,,
SC1,26/10/2019,Partick,Arbroath,1,3,Arbroath,Partick,0,-1,1.65,4,4.75,-0.75,Arbroath,-1,1.93,1.93,,
SC2,26/10/2019,Dumbarton,Peterhead,1,0,Dumbarton,Dumbarton,1,0.83,1.83,3.75,4,-0.25,Dumbarton,0.51,2.02,1.83,,
SC2,26/10/2019,Falkirk,Clyde,0,1,Clyde,Falkirk,0,-1,1.55,4.2,5.5,-1,Clyde,-1,1.95,1.9,,
SC2,26/10/2019,Forfar,Airdrie Utd,1,4,Airdrie Utd,Airdrie Utd,1,1.8,2.4,3.4,2.8,-0.25,Airdrie Utd,0.77,2.02,1.77,,
SC2,26/10/2019,Montrose,Stranraer,2,1,Montrose,Montrose,1,0.95,1.95,3.6,3.6,-0.5,Montrose,0.85,1.85,2,,
SC2,26/10/2019,Raith Rvs,East Fife,1,1,Draw,Raith Rvs,0,-1,2,3.6,3.5,-0.25,East Fife,0,1.82,1.97,,
SC3,26/10/2019,Elgin,Queens Park,3,1,Elgin,Elgin,1,1.3,2.3,3.6,2.8,-0.25,Elgin,0.88,1.88,1.98,,
D1,26/10/2019,Bayern Munich,Union Berlin,2,1,Bayern Munich,Bayern Munich,1,0.09,1.09,12,19,-2.75,Union Berlin,-1,1.96,1.97,,
D1,26/10/2019,Freiburg,RB Leipzig,2,1,Freiburg,RB Leipzig,0,-1,4,3.8,1.85,0.75,Freiburg,-1,2.07,1.86,,
D1,26/10/2019,Hertha,Hoffenheim,2,3,Hoffenheim,Hoffenheim,1,2.6,2.05,3.6,3.6,-0.25,Hoffenheim,1.05,1.88,2.05,,
D1,26/10/2019,Paderborn,Fortuna Dusseldorf,2,0,Paderborn,Fortuna Dusseldorf,0,-1,2.37,3.75,2.7,0,Paderborn,-1,1.94,1.99,,
D1,26/10/2019,Schalke 04,Dortmund,0,0,Draw,Dortmund,0,-1,3.1,3.6,2.2,0.25,Schalke 04,0,1.95,1.98,,
D1,26/10/2019,Leverkusen,Werder Bremen,2,2,Draw,Leverkusen,0,-1,1.57,4.33,5.5,-0.75,Werder Bremen,0,1.93,2,,
D2,26/10/2019,Dresden,Bielefeld,0,1,Bielefeld,Bielefeld,1,1.05,3.6,3.3,2.05,0.5,Bielefeld,0.9,1.95,1.9,,
D2,26/10/2019,Hamburg,Stuttgart,6,2,Hamburg,Hamburg,1,1,2,3.5,3.6,-0.5,Hamburg,0.98,1.98,1.88,,
D2,26/10/2019,Karlsruhe,Hannover,3,3,Draw,Karlsruhe,0,-1,2.8,3.25,2.5,0,Draw,0,2,1.8,,
SP1,26/10/2019,Leganes,Mallorca,1,0,Leganes,Mallorca,0,-1,1.8,3.4,4.75,-0.75,Leganes,-0.5,1.96,1.97,,
SP1,26/10/2019,Valladolid,Eibar,2,0,Valladolid,Valladolid,1,1.4,2.4,3.1,3.2,0,Valladolid,0.86,1.86,2.07,,
SP1,26/10/2019,Ath Madrid,Ath Bilbao,2,0,Ath Madrid,Draw,0,-1,1.7,3.5,5.75,-0.75,Ath Madrid,-1,1.95,1.98,,
SP2,26/10/2019,Vallecano,Ponferradina,1,3,Ponferradina,Vallecano,0,-1,1.57,3.75,6,-1,Ponferradina,-1,2.05,1.75,,
SP2,26/10/2019,Mirandes,Tenerife,0,0,Draw,Mirandes,0,-1,2.5,3.1,2.9,-0.25,Tenerife,0,2.02,1.83,,
SP2,26/10/2019,Santander,La Coruna,1,1,Draw,Santander,0,-1,2.6,3.1,2.8,-0.25,La Coruna,0,2.05,1.8,,
SP2,26/10/2019,Malaga,Oviedo,2,1,Malaga,Oviedo,0,-1,2.3,3,3.4,-0.25,Malaga,-0.5,1.83,2.02,,
SP2,26/10/2019,Numancia,Lugo,3,1,Numancia,Numancia,1,0.95,1.95,3.2,4.2,-0.5,Numancia,0.93,1.93,1.93,,
I1,26/10/2019,Lecce,Juventus,1,1,Draw,Juventus,0,-1,9,5.75,1.3,1.5,Lecce,0,1.75,2.05,,
I1,26/10/2019,Inter,Parma,2,2,Draw,Inter,0,-1,1.28,5.5,11,-1.5,Parma,0,1.92,2.01,,
I1,26/10/2019,Genoa,Brescia,3,1,Genoa,Brescia,0,-1,1.9,3.6,4,-0.5,Genoa,-1,2.02,1.91,,
I2,26/10/2019,Cosenza,Chievo,1,1,Draw,Chievo,0,-1,2.55,3.2,2.75,0,Draw,0,1.85,2,,
I2,26/10/2019,Crotone,Venezia,3,2,Crotone,Crotone,1,0.55,1.55,3.75,6.5,-1,Draw,0,1.77,2.1,,
I2,26/10/2019,Pescara,Benevento,4,0,Pescara,Benevento,0,-1,3.6,3.25,2.1,0.25,Pescara,-1,2.1,1.77,,
I2,26/10/2019,Pordenone,Cittadella,0,0,Draw,Pordenone,0,-1,2.3,3.2,3.1,0,Draw,0,1.77,2.1,,
I2,26/10/2019,Salernitana,Perugia,1,1,Draw,Perugia,0,-1,2.4,3.2,3,0,Draw,0,1.72,2.07,,
I2,26/10/2019,Spezia,Juve Stabia,2,0,Spezia,Spezia,1,0.8,1.8,3.5,4.5,-0.5,Spezia,0.8,1.8,2.05,,
I2,26/10/2019,Trapani,Empoli,2,2,Draw,Empoli,0,-1,3.1,3.2,2.3,0,Draw,0,1.88,1.98,,
I2,26/10/2019,Livorno,Pisa,1,0,Livorno,Pisa,0,-1,2.2,3.2,3.4,-0.25,Livorno,-0.5,1.93,1.93,,
F1,26/10/2019,Lille,Bordeaux,3,0,Lille,Bordeaux,0,-1,1.83,3.6,4.33,-0.5,Lille,-1,1.92,2.01,,
F1,26/10/2019,Brest,Dijon,2,0,Brest,Draw,0,-1,2.3,3.2,3.3,-0.25,Brest,-1,2.08,1.85,,
F1,26/10/2019,Lyon,Metz,2,0,Lyon,Lyon,1,0.44,1.44,4.5,7.5,-1.25,Lyon,0.515,2.03,1.9,,
F1,26/10/2019,Montpellier,Angers,0,0,Draw,Montpellier,0,-1,2.25,3.1,3.5,-0.25,Angers,0,1.95,1.98,,
F1,26/10/2019,Reims,Nimes,0,0,Draw,Reims,0,-1,1.83,3.4,4.75,-0.75,Nimes,0,1.89,2.04,,
F1,26/10/2019,Strasbourg,Nice,1,0,Strasbourg,Nice,0,-1,2,3.2,4.2,-0.5,Strasbourg,-1,1.97,1.96,,
F2,26/10/2019,Lorient,Troyes,0,1,Troyes,Lorient,0,-1,2.1,2.9,4.1,-0.5,Troyes,-1,2.07,1.72,,
B1,26/10/2019,Charleroi,Mouscron,1,0,Charleroi,Mouscron,0,-1,1.9,3.4,4,-0.25,Charleroi,-0.5,1.75,2.05,,
B1,26/10/2019,Antwerp,Kortrijk,3,1,Antwerp,Kortrijk,0,-1,1.4,4.5,7.5,-1,Antwerp,-1,1.95,1.9,,
B1,26/10/2019,Waregem,Oostende,2,0,Waregem,Waregem,1,0.75,1.75,4,4,-0.5,Waregem,0.85,1.85,2,,
B1,26/10/2019,Genk,Cercle Brugge,1,0,Genk,Genk,1,0.16,1.16,7,15,-1.75,Cercle Brugge,-0.5,1.9,1.95,,
N1,26/10/2019,Willem II,Waalwijk,2,1,Willem II,Willem II,1,0.4,1.4,4.5,7,-1,Draw,0,1.92,1.98,,
N1,26/10/2019,For Sittard,VVV Venlo,4,1,For Sittard,For Sittard,1,1.3,2.3,3.4,2.9,-0.25,For Sittard,0.89,1.89,2.01,,
N1,26/10/2019,Vitesse,Den Haag,0,2,Den Haag,Vitesse,0,-1,1.44,4.75,6.5,-1.25,Den Haag,-1,1.88,2.02,,
N1,26/10/2019,Heracles,Zwolle,4,0,Heracles,Heracles,1,0.65,1.65,4.2,4.5,-0.75,Heracles,1.03,2.03,1.87,,
P1,26/10/2019,Belenenses,Aves,3,2,Belenenses,Belenenses,1,1.1,2.1,3.2,3.6,-0.25,Belenenses,0.49,1.98,1.92,,
P1,26/10/2019,Gil Vicente,Portimonense,1,1,Draw,Draw,1,2,2.5,3,3,-0.25,Portimonense,0,1.77,2.14,,
P1,26/10/2019,Setubal,Maritimo,0,0,Draw,Draw,1,2,2.3,3,3.4,-0.5,Maritimo,0,1.99,1.91,,
P1,26/10/2019,Moreirense,Boavista,1,1,Draw,Draw,1,2.1,2.15,3.1,3.6,-0.25,Boavista,0,2.1,1.8,,
T1,26/10/2019,Sivasspor,Antalyaspor,2,1,Sivasspor,Sivasspor,1,0.75,1.75,3.5,4.75,-1,Draw,0,2.05,1.75,,
T1,26/10/2019,Gaziantep,Alanyaspor,1,1,Draw,Alanyaspor,0,-1,3.6,3.5,2,0.5,Gaziantep,0,1.83,2.02,,
T1,26/10/2019,Fenerbahce,Konyaspor,5,1,Fenerbahce,Fenerbahce,1,0.44,1.44,4.33,7,-1,Fenerbahce,0.72,1.72,2.07,,
G1,26/10/2019,OFI Crete,Xanthi,2,0,OFI Crete,OFI Crete,1,0.65,1.65,3.6,5.75,-1,OFI Crete,0.88,1.88,1.98,,
G1,26/10/2019,Volos NFC,PAOK,0,2,PAOK,PAOK,1,0.22,12,5.25,1.22,1.75,PAOK,0.45,1.95,1.9,,
E0,27/10/2019,Newcastle,Wolves,1,1,Draw,Wolves,0,-1,3,3.1,2.55,0.25,Newcastle,0,1.89,2.04,,
E0,27/10/2019,Arsenal,Crystal Palace,2,2,Draw,Arsenal,0,-1,1.45,4.75,6.5,-1.25,Crystal Palace,0,2.04,1.89,,
E0,27/10/2019,Liverpool,Tottenham,2,1,Liverpool,Liverpool,1,0.5,1.5,4.33,6.5,-1.25,Tottenham,-0.5,2.02,1.91,,
E0,27/10/2019,Norwich,Man United,1,3,Man United,Man United,1,0.75,4.33,4,1.75,0.75,Man United,1.07,1.86,2.07,,
E1,27/10/2019,Swansea,Cardiff,1,0,Swansea,Cardiff,0,-1,2.3,3.25,3.25,-0.25,Swansea,-0.5,2.1,1.8,,
E1,27/10/2019,Bristol City,Wigan,2,2,Draw,Bristol City,0,-1,1.95,3.5,4,-0.5,Wigan,0,2.01,1.89,,
SC0,27/10/2019,Aberdeen,Celtic,0,4,Celtic,Celtic,1,0.33,8.5,5,1.33,1,Celtic,0.93,1.93,1.93,,
SC0,27/10/2019,Rangers,Motherwell,2,1,Rangers,Rangers,1,0.18,1.18,7,13,-2,Motherwell,-1,1.88,1.98,,
D1,27/10/2019,Wolfsburg,Augsburg,0,0,Draw,Wolfsburg,0,-1,1.57,4.33,5.5,-1,Augsburg,0,2.1,1.83,,
D1,27/10/2019,M'gladbach,Ein Frankfurt,4,2,M'gladbach,M'gladbach,1,0.83,1.83,4,3.75,-0.25,M'gladbach,0.84,1.84,2.09,,
D2,27/10/2019,Heidenheim,St Pauli,1,0,Heidenheim,St Pauli,0,-1,2.15,3.4,3.3,-0.5,Heidenheim,-1,1.9,1.95,,
D2,27/10/2019,Nurnberg,Regensburg,1,1,Draw,Regensburg,0,-1,1.9,3.6,3.75,-0.5,Regensburg,0,1.93,1.93,,
D2,27/10/2019,Osnabruck,Greuther Furth,0,0,Draw,Draw,1,2.25,2.25,3.25,3.2,-0.25,Greuther Furth,0,1.93,1.93,,
SP1,27/10/2019,Celta,Sociedad,0,1,Sociedad,Sociedad,1,1.45,3,3.25,2.45,0,Sociedad,1.05,1.88,2.05,,
SP1,27/10/2019,Granada,Betis,1,0,Granada,Granada,1,1.45,2.45,3.2,3,-0.25,Granada,0.545,2.09,1.84,,
SP1,27/10/2019,Levante,Espanol,0,1,Espanol,Levante,0,-1,2.1,3.5,3.5,-0.25,Espanol,-1,2.07,1.86,,
SP1,27/10/2019,Sevilla,Getafe,2,0,Sevilla,Getafe,0,-1,1.72,3.3,6,-0.75,Sevilla,-1,2.02,1.91,,
SP1,27/10/2019,Osasuna,Valencia,3,1,Osasuna,Valencia,0,-1,2.87,3.1,2.62,0,Osasuna,-1,1.91,2.02,,
SP2,27/10/2019,Girona,Alcorcon,0,0,Draw,Alcorcon,0,-1,1.61,3.4,6.5,-0.75,Alcorcon,0,1.95,1.9,,
SP2,27/10/2019,Sp Gijon,Zaragoza,4,0,Sp Gijon,Zaragoza,0,-1,2.3,3,3.4,-0.25,Sp Gijon,-1,1.93,1.93,,
SP2,27/10/2019,Huesca,Elche,2,0,Huesca,Draw,0,-1,1.57,3.4,7.5,-0.75,Huesca,-1,1.9,1.95,,
SP2,27/10/2019,Las Palmas,Fuenlabrada,1,3,Fuenlabrada,Las Palmas,0,-1,1.95,3.3,4,-0.5,Fuenlabrada,-1,2.02,1.83,,
SP2,27/10/2019,Almeria,Extremadura UD,3,2,Almeria,Almeria,1,0.8,1.8,3.4,4.75,-0.75,Almeria,0.5,2,1.85,,
I1,27/10/2019,Bologna,Sampdoria,2,1,Bologna,Bologna,1,0.9,1.9,3.8,3.8,-0.5,Bologna,0.98,1.98,1.95,,
I1,27/10/2019,Atalanta,Udinese,7,1,Atalanta,Atalanta,1,0.4,1.4,5,7.5,-1.25,Atalanta,0.94,1.94,1.99,,
I1,27/10/2019,Spal,Napoli,1,1,Draw,Napoli,0,-1,7.5,4.5,1.44,1,Spal,0,2.04,1.89,,
I1,27/10/2019,Torino,Cagliari,1,1,Draw,Cagliari,0,-1,1.75,3.75,4.75,-0.75,Cagliari,0,2.02,1.91,,
I1,27/10/2019,Roma,Milan,2,1,Roma,Roma,1,1.15,2.15,3.4,3.4,-0.25,Roma,0.405,1.81,2.13,,
I1,27/10/2019,Fiorentina,Lazio,1,2,Lazio,Lazio,1,1.87,2.4,3.5,2.87,0,Lazio,1.08,1.85,2.08,,
I2,27/10/2019,Cremonese,Frosinone,1,1,Draw,Draw,1,2.2,2.4,3.2,3,0,Draw,0,1.8,2.05,,
F1,27/10/2019,Rennes,Toulouse,3,2,Rennes,Rennes,1,0.9,1.9,3.4,4.33,-0.5,Rennes,0.83,1.83,2.1,,
F1,27/10/2019,St Etienne,Amiens,2,2,Draw,St Etienne,0,-1,1.83,3.5,4.5,-0.25,Amiens,0,1.99,1.94,,
F1,27/10/2019,Paris SG,Marseille,4,0,Paris SG,Paris SG,1,0.22,1.22,7,11,-2,Paris SG,0.9,1.9,2.03,,
B1,27/10/2019,Club Brugge,Standard,1,1,Draw,Club Brugge,0,-1,1.45,4.2,6.5,-1.25,Standard,0,1.8,2.05,,
B1,27/10/2019,St Truiden,Gent,0,0,Draw,Gent,0,-1,6,4,1.55,1,St Truiden,0,1.85,2,,
B1,27/10/2019,Waasland-Beveren,Mechelen,1,3,Mechelen,Mechelen,1,1.05,3.4,3.5,2.05,0.25,Mechelen,1.02,1.83,2.02,,
N1,27/10/2019,Heerenveen,Groningen,1,1,Draw,Groningen,0,-1,2,3.4,3.75,-0.25,Groningen,0,1.9,2,,
N1,27/10/2019,PSV Eindhoven,AZ Alkmaar,0,4,AZ Alkmaar,PSV Eindhoven,0,-1,1.75,3.6,4.5,-0.25,AZ Alkmaar,-1,1.72,2.07,,
N1,27/10/2019,Sparta Rotterdam,Utrecht,1,2,Utrecht,Utrecht,1,1.05,3.5,3.5,2.05,0.25,Utrecht,0.375,2.05,1.75,,
N1,27/10/2019,Ajax,Feyenoord,4,0,Ajax,Ajax,1,0.22,1.22,6.25,11,-2,Ajax,0.92,1.92,1.98,,
P1,27/10/2019,Tondela,Benfica,0,1,Benfica,Benfica,1,0.28,10,5.25,1.28,1.5,Tondela,-1,1.96,1.94,,
P1,27/10/2019,Porto,Famalicao,3,0,Porto,Porto,1,0.22,1.22,6,12,-1.5,Porto,0.75,1.75,2.05,,
P1,27/10/2019,Sp Lisbon,Guimaraes,3,1,Sp Lisbon,Guimaraes,0,-1,1.72,3.75,4.75,-0.25,Sp Lisbon,-1,1.86,2.04,,
T1,27/10/2019,Yeni Malatyaspor,Kayserispor,4,0,Yeni Malatyaspor,Yeni Malatyaspor,1,0.53,1.53,4,6,-1,Yeni Malatyaspor,0.83,1.83,2.02,,
T1,27/10/2019,Genclerbirligi,Denizlispor,0,2,Denizlispor,Genclerbirligi,0,-1,1.8,3.6,4.5,-0.75,Denizlispor,-1,1.8,2.05,,
T1,27/10/2019,Goztep,Kasimpasa,1,4,Kasimpasa,Goztep,0,-1,1.83,3.5,4.33,-0.75,Kasimpasa,-1,2.02,1.83,,
T1,27/10/2019,Besiktas,Galatasaray,1,0,Besiktas,Galatasaray,0,-1,2.8,3.3,2.45,0.25,Besiktas,-1,1.85,2,,
G1,27/10/2019,Panathinaikos,Larisa,1,2,Larisa,Larisa,1,4,1.75,3.4,5,-0.75,Larisa,0.77,2.1,1.77,,
G1,27/10/2019,Atromitos,Panionios,4,0,Atromitos,Atromitos,1,0.55,1.55,3.75,6.25,-1,Atromitos,1.1,2.1,1.77,,
G1,27/10/2019,Aris,Panetolikos,2,0,Aris,Aris,1,0.5,1.5,4.1,6.5,-1.25,Aris,0.425,1.85,2,,
G1,27/10/2019,Olympiakos,AEK,2,0,Olympiakos,Olympiakos,1,0.53,1.53,3.8,7,-1,Olympiakos,0.9,1.9,1.95,,
E1,28/10/2019,QPR,Brentford,1,3,Brentford,Brentford,1,1.55,2.8,3.4,2.55,0.25,Brentford,1.08,1.82,2.08,,
D2,28/10/2019,Sandhausen,Wehen,0,0,Draw,Wehen,0,-1,1.83,3.6,4.1,-0.5,Wehen,0,1.93,1.93,,
F2,28/10/2019,Valenciennes,Le Havre,0,0,Draw,Le Havre,0,-1,3.4,3,2.3,0.25,Valenciennes,0,2.1,1.77,,
P1,28/10/2019,Sp Braga,Santa Clara,2,0,Sp Braga,Santa Clara,0,-1,1.44,4.33,7,-1.25,Sp Braga,-0.5,1.91,1.99,,
T1,28/10/2019,Buyuksehyr,Trabzonspor,2,2,Draw,Trabzonspor,0,-1,2,3.5,3.6,-0.75,Trabzonspor,0,1.88,1.98,,
G1,28/10/2019,Asteras Tripolis,Lamia,4,1,Asteras Tripolis,Asteras Tripolis,1,0.85,1.85,3.4,4.33,-1,Asteras Tripolis,1.02,2.02,1.83,,
EC,29/10/2019,Boreham Wood,Aldershot,0,0,Draw,Boreham Wood,0,-1,2.2,3.2,3.3,-0.25,Aldershot,0,1.85,1.95,,
EC,29/10/2019,Bromley,Stockport,2,2,Draw,Bromley,0,-1,1.72,3.6,4.33,-0.75,Stockport,0,1.9,1.9,,
EC,29/10/2019,Chorley,Ebbsfleet,0,4,Ebbsfleet,Chorley,0,-1,2.5,3.25,2.6,-0.25,Ebbsfleet,-1,1.97,1.82,,
EC,29/10/2019,Dag and Red,Barrow,0,2,Barrow,Barrow,1,1.55,2.45,3.5,2.55,0,Barrow,0.95,1.85,1.95,,
EC,29/10/2019,Dover Athletic,Eastleigh,3,1,Dover Athletic,Eastleigh,0,-1,2,3.5,3.2,-0.25,Dover Athletic,-1,2.05,1.75,,
EC,29/10/2019,Harrogate,Barnet,2,1,Harrogate,Harrogate,1,1.1,2.1,3.4,3.4,-0.5,Harrogate,0.97,1.97,1.82,,
EC,29/10/2019,Maidenhead,Fylde,1,1,Draw,Maidenhead,0,-1,2.87,3.25,2.3,0.25,Maidenhead,0,2.02,1.77,,
EC,29/10/2019,Sutton,Halifax,0,1,Halifax,Halifax,1,1.3,2.8,3.25,2.3,0,Halifax,1.02,1.77,2.02,,
EC,29/10/2019,Torquay,Wrexham,1,0,Torquay,Torquay,1,1.3,2.3,3.4,3,-0.5,Torquay,0.95,1.95,1.85,,
EC,29/10/2019,Woking,Notts County,0,4,Notts County,Notts County,1,1.2,3.1,3.25,2.2,0.25,Notts County,0.95,1.85,1.95,,
SC1,29/10/2019,Alloa,Dundee,0,3,Dundee,Alloa,0,-1,3.75,3.6,2,0.5,Dundee,-1,1.8,2.05,,
SC1,29/10/2019,Dundee United,Partick,1,0,Dundee United,Dundee United,1,0.57,1.57,4.2,5,-1,Draw,0,1.98,1.88,,
SC1,29/10/2019,Dunfermline,Arbroath,2,0,Dunfermline,Arbroath,0,-1,1.7,3.75,5,-0.75,Dunfermline,-1,1.98,1.88,,
SC1,29/10/2019,Morton,Ayr,2,3,Ayr,Ayr,1,1.6,2.55,3.5,2.6,0,Ayr,0.75,2.13,1.75,,
SC1,29/10/2019,Queen of Sth,Inverness C,0,2,Inverness C,Queen of Sth,0,-1,2.8,3.5,2.37,0,Inverness C,-1,2.02,1.83,,
SC3,29/10/2019,Cove Rangers,Albion Rvs,3,0,Cove Rangers,Cove Rangers,1,0.14,1.14,7,15,-2.25,Cove Rangers,0.4,1.8,2,,
SC3,29/10/2019,Edinburgh City,Stenhousemuir,4,0,Edinburgh City,Edinburgh City,1,0.8,1.8,3.5,4,-0.75,Edinburgh City,0.95,1.95,1.9,,
SC3,29/10/2019,Stirling,Cowdenbeath,0,0,Draw,Cowdenbeath,0,-1,2.5,3.4,2.7,-0.25,Cowdenbeath,0,1.95,1.85,,
SP1,29/10/2019,Alaves,Ath Madrid,1,1,Draw,Ath Madrid,0,-1,6,3.5,1.65,0.5,Alaves,0,1.94,1.96,,
SP1,29/10/2019,Barcelona,Valladolid,5,1,Barcelona,Barcelona,1,0.12,1.12,9.5,17,-2.5,Barcelona,1.01,2.01,1.89,,
I1,29/10/2019,Parma,Verona,0,1,Verona,Parma,0,-1,2.75,3.1,2.75,0,Verona,-1,1.96,1.97,,
I1,29/10/2019,Brescia,Inter,1,2,Inter,Inter,1,0.5,6.5,4.33,1.5,1.5,Brescia,-1,1.77,2.02,,
I2,29/10/2019,Chievo,Crotone,2,1,Chievo,Crotone,0,-1,2.4,3.2,3,0,Chievo,-1,1.8,2.05,,
I2,29/10/2019,Cittadella,Livorno,1,0,Cittadella,Cittadella,1,0.9,1.9,3.4,4,-0.5,Cittadella,0.88,1.88,1.98,,
I2,29/10/2019,Empoli,Spezia,1,1,Draw,Empoli,0,-1,1.85,3.2,4.75,-0.25,Spezia,0,1.93,1.93,,
I2,29/10/2019,Juve Stabia,Pescara,2,1,Juve Stabia,Pescara,0,-1,2.4,3,3.2,0,Juve Stabia,-1,1.77,2.1,,
I2,29/10/2019,Perugia,Ascoli,1,1,Draw,Perugia,0,-1,1.8,3.3,4.75,-0.75,Ascoli,0,2,1.85,,
I2,29/10/2019,Pisa,Salernitana,2,1,Pisa,Salernitana,0,-1,2.2,3.1,3.5,-0.25,Pisa,-0.5,2.13,1.75,,
I2,29/10/2019,Venezia,Pordenone,1,2,Pordenone,Pordenone,1,2.5,2.2,3.1,3.5,-0.25,Pordenone,0.93,1.93,1.93,,
I2,29/10/2019,Virtus Entella,Cosenza,1,0,Virtus Entella,Cosenza,0,-1,2.5,3,3,0,Virtus Entella,-1,1.7,2.1,,
B1,29/10/2019,Cercle Brugge,Mouscron,2,2,Draw,Mouscron,0,-1,2.8,3.6,2.3,0,Draw,0,1.95,1.9,,
B1,29/10/2019,Kortrijk,Eupen,1,2,Eupen,Kortrijk,0,-1,1.85,4,3.6,-0.75,Eupen,-1,2.05,1.75,,
B1,29/10/2019,Oostende,Charleroi,0,1,Charleroi,Charleroi,1,1.2,3.25,3.4,2.2,0.25,Charleroi,0.51,1.83,2.02,,
SC0,30/10/2019,Celtic,St Mirren,2,0,Celtic,Celtic,1,0.1,1.1,9,23,-2.25,St Mirren,-0.5,2,1.85,,
SC0,30/10/2019,Hamilton,Aberdeen,0,1,Aberdeen,Aberdeen,1,0.75,5,3.4,1.75,1,Draw,0,1.77,2.02,,
SC0,30/10/2019,Hibernian,Livingston,2,2,Draw,Livingston,0,-1,1.85,3.5,4.2,-0.25,Livingston,0,2,1.85,,
SC0,30/10/2019,Motherwell,Kilmarnock,2,1,Motherwell,Kilmarnock,0,-1,2.4,3.1,3,-0.25,Motherwell,-0.5,2.02,1.83,,
SC0,30/10/2019,Ross County,Rangers,0,4,Rangers,Rangers,1,0.25,11,5.75,1.25,2,Rangers,0.88,1.98,1.88,,
SC0,30/10/2019,St Johnstone,Hearts,1,0,St Johnstone,Hearts,0,-1,2.55,3.25,2.75,0,St Johnstone,-1,1.85,2,,
SP1,30/10/2019,Sociedad,Levante,1,2,Levante,Sociedad,0,-1,1.5,4.5,6.5,-1,Levante,-1,1.92,1.98,,
