Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,-38,60
T1,20/12/2020,Denizlispor,Alanyaspor,1,0,Denizlispor,Alanyaspor,0,-1,4.2,3.9,1.75,0.5,Denizlispor,-1,2.02,1.83,,
T1,20/12/2020,Besiktas,Erzurum BB,4,0,Besiktas,Besiktas,1,0.5,1.5,4.5,5.75,-1.5,Besiktas,1,2,1.85,,
G1,20/12/2020,Olympiakos,Larisa,5,1,Olympiakos,Olympiakos,1,0.16,1.16,7.5,13,-2.75,Olympiakos,0.93,1.93,1.93,,
G1,20/12/2020,PAOK,Panathinaikos,2,1,PAOK,PAOK,1,0.6,1.6,3.75,6,-0.75,PAOK,0.51,2.02,1.83,,
E0,21/12/2020,Burnley,Wolves,2,1,Burnley,Draw,0,-1,3.5,3.25,2.2,0.25,Burnley,-1,1.9,2.03,,
E0,21/12/2020,Chelsea,West Ham,3,0,Chelsea,Chelsea,1,0.44,1.44,5,6.25,-1,Chelsea,1.06,2.06,1.87,,
D2,21/12/2020,Karlsruhe,Hamburg,1,2,Hamburg,Hamburg,1,1,3.5,3.5,2,0.5,Hamburg,1.02,1.77,2.02,,
SP2,21/12/2020,Mirandes,Albacete,0,2,Albacete,Mirandes,0,-1,1.85,3.2,4.75,-0.5,Albacete,-1,1.95,1.9,,
SP2,21/12/2020,Sp Gijon,Leganes,1,1,Draw,Leganes,0,-1,2.45,3.1,3,0,Draw,0,1.83,2.02,,
SP2,21/12/2020,Tenerife,Girona,2,0,Tenerife,Girona,0,-1,2.4,3,3.2,-0.25,Tenerife,-1,2.05,1.8,,
I2,21/12/2020,Salernitana,Virtus Entella,2,1,Salernitana,Salernitana,1,0.83,1.83,3.2,4.75,-0.75,Salernitana,0.465,1.93,1.93,,
P1,21/12/2020,Santa Clara,Guimaraes,0,4,Guimaraes,Guimaraes,1,1.5,2.8,3.2,2.5,0,Guimaraes,0.8,2.1,1.8,,
T1,21/12/2020,Antalyaspor,Kayserispor,2,0,Antalyaspor,Draw,0,-1,1.9,3.4,4,-0.5,Antalyaspor,-1,1.93,1.93,,
T1,21/12/2020,Konyaspor,Sivasspor,0,1,Sivasspor,Konyaspor,0,-1,2.3,3,3.25,0,Sivasspor,-1,1.93,1.93,,
G1,21/12/2020,Giannina,Asteras Tripolis,2,2,Draw,Asteras Tripolis,0,-1,2.5,2.9,3.1,-0.25,Asteras Tripolis,0,2.1,1.77,,
G1,21/12/2020,AEK,Volos NFC,2,2,Draw,AEK,0,-1,1.33,5,8.5,-1.5,Volos NFC,0,2.08,1.73,,
E2,22/12/2020,Doncaster,Shrewsbury,0,1,Shrewsbury,Doncaster,0,-1,1.95,3.4,4,-0.25,Shrewsbury,-1,1.88,1.98,,
E3,22/12/2020,Grimsby,Bradford,1,2,Bradford,Bradford,1,1.3,3.1,3.4,2.3,0.25,Bradford,0.5,1.85,2,,
EC,22/12/2020,Hartlepool,Stockport,4,0,Hartlepool,Stockport,0,-1,2.8,3.5,2.37,0.25,Hartlepool,-1,2.02,1.77,,
EC,22/12/2020,Halifax,Eastleigh,3,1,Halifax,Eastleigh,0,-1,2.25,3.5,3,0,Halifax,-1,1.9,1.9,,
SC2,22/12/2020,Peterhead,Montrose,1,1,Draw,Montrose,0,-1,2.9,3.75,2.1,0.25,Peterhead,0,2.02,1.83,,
SC3,22/12/2020,Brechin,Annan Athletic,0,0,Draw,Annan Athletic,0,-1,5,4,1.55,0.75,Brechin,0,1.98,1.88,,
SP1,22/12/2020,Elche,Osasuna,2,2,Draw,Elche,0,-1,3.3,3,2.37,0.25,Elche,0,1.7,2.1,,
SP1,22/12/2020,Valencia,Sevilla,0,1,Sevilla,Valencia,0,-1,3.75,3.4,2,0.5,Sevilla,-1,1.85,2.08,,
SP1,22/12/2020,Huesca,Levante,1,1,Draw,Levante,0,-1,2.62,3.4,2.6,-0.25,Levante,0,2.14,1.8,,
SP1,22/12/2020,Sociedad,Ath Madrid,0,2,Ath Madrid,Ath Madrid,1,1.25,3.3,3.2,2.25,0,Ath Madrid,0.85,2.08,1.85,,
SP1,22/12/2020,Valladolid,Barcelona,0,3,Barcelona,Barcelona,1,0.36,7,5.4,1.36,1.25,Barcelona,0.98,1.95,1.98,,
SP1,22/12/2020,Villarreal,Ath Bilbao,1,1,Draw,Villarreal,0,-1,2,3.4,3.8,-0.5,Ath Bilbao,0,2.09,1.84,,
I1,22/12/2020,Crotone,Parma,2,1,Crotone,Draw,0,-1,2.62,3.4,2.62,0,Crotone,-1,2.05,1.88,,
I1,22/12/2020,Juventus,Fiorentina,0,3,Fiorentina,Juventus,0,-1,1.3,5.5,9,-1.5,Fiorentina,-1,1.98,1.83,,
I2,22/12/2020,Cittadella,Frosinone,1,0,Cittadella,Cittadella,1,1.25,2.25,3,3.4,-0.25,Cittadella,0.525,2.05,1.8,,
I2,22/12/2020,Cosenza,Venezia,0,0,Draw,Venezia,0,-1,3,3.1,2.37,0,Draw,0,2,1.85,,
I2,22/12/2020,Monza,Ascoli,2,0,Monza,Monza,1,0.36,1.36,4.2,8,-1.25,Monza,0.415,1.83,2.02,,
I2,22/12/2020,Pescara,Brescia,1,1,Draw,Brescia,0,-1,2.9,3.1,2.45,0,Draw,0,2.05,1.8,,
I2,22/12/2020,Pisa,Chievo,2,2,Draw,Chievo,0,-1,3.5,3.1,2.15,0,Draw,0,2.05,1.8,,
I2,22/12/2020,Pordenone,Cremonese,1,2,Cremonese,Draw,0,-1,2.2,3.1,3.4,-0.25,Cremonese,-1,2.05,1.8,,
I2,22/12/2020,Spal,Lecce,1,0,Spal,Spal,1,1.9,2.9,3.2,2.45,0.25,Spal,0.8,1.8,2.05,,
I2,22/12/2020,Vicenza,Reggina,1,1,Draw,Vicenza,0,-1,2.1,3,3.8,-0.25,Reggina,0,1.98,1.88,,
I2,22/12/2020,Empoli,Reggiana,0,0,Draw,Empoli,0,-1,1.57,3.75,6,-1,Reggiana,0,2.05,1.75,,
F2,22/12/2020,Amiens,Ajaccio,0,0,Draw,Amiens,0,-1,2.15,3,3.75,-0.25,Ajaccio,0,2.1,1.77,,
F2,22/12/2020,Caen,Sochaux,1,4,Sochaux,Caen,0,-1,2.45,2.8,3.3,0,Sochaux,-1,1.8,2.05,,
F2,22/12/2020,Chateauroux,Clermont,0,1,Clermont,Clermont,1,0.57,6.5,3.6,1.57,1,Draw,0,1.8,2.05,,
F2,22/12/2020,Dunkerque,Auxerre,0,1,Auxerre,Auxerre,1,0.95,4.2,3.1,1.95,0.5,Auxerre,0.95,1.9,1.95,,
F2,22/12/2020,Grenoble,Troyes,2,0,Grenoble,Draw,0,-1,3.2,2.9,2.37,0,Grenoble,-1,2.02,1.83,,
F2,22/12/2020,Le Havre,Rodez,1,1,Draw,Le Havre,0,-1,2.25,3,3.5,-0.25,Rodez,0,2,1.85,,
F2,22/12/2020,Nancy,Chambly,3,3,Draw,Chambly,0,-1,2.1,3,3.75,-0.25,Chambly,0,1.8,2.05,,
F2,22/12/2020,Niort,Valenciennes,0,3,Valenciennes,Niort,0,-1,2.55,3.1,2.75,0,Valenciennes,-1,1.95,1.9,,
F2,22/12/2020,Paris FC,Guingamp,3,2,Paris FC,Paris FC,1,0.9,1.9,3.3,4.2,-0.5,Paris FC,0.95,1.95,1.9,,
F2,22/12/2020,Pau FC,Toulouse,0,3,Toulouse,Toulouse,1,1.1,3.75,3.1,2.1,0.5,Toulouse,0.98,1.88,1.98,,
N1,22/12/2020,For Sittard,Waalwijk,2,1,For Sittard,For Sittard,1,1.25,2.25,3.5,3,-0.25,For Sittard,0.375,1.75,2.05,,
N1,22/12/2020,FC Emmen,Utrecht,2,3,Utrecht,Utrecht,1,0.65,4.75,4,1.65,1,Draw,0,1.88,2.02,,
N1,22/12/2020,PSV Eindhoven,VVV Venlo,4,1,PSV Eindhoven,PSV Eindhoven,1,0.12,1.12,8.5,17,-1.75,PSV Eindhoven,0.85,1.85,2.05,,
N1,22/12/2020,Twente,Sparta Rotterdam,0,2,Sparta Rotterdam,Twente,0,-1,2,3.75,3.4,-0.5,Sparta Rotterdam,-1,2.02,1.88,,
P1,22/12/2020,Sp Braga,Rio Ave,3,0,Sp Braga,Sp Braga,1,0.5,1.5,4,6,-0.75,Sp Braga,0.81,1.81,2.09,,
T1,22/12/2020,Hatayspor,Trabzonspor,0,1,Trabzonspor,Hatayspor,0,-1,2.8,3.3,2.45,0,Trabzonspor,-1,2,1.85,,
T1,22/12/2020,Galatasaray,Goztep,3,1,Galatasaray,Galatasaray,1,0.4,1.4,4.33,8,-1.25,Galatasaray,0.44,1.88,1.98,,
SC0,23/12/2020,Celtic,Ross County,2,0,Celtic,Celtic,1,0.18,1.18,7,13,-2.25,Ross County,-0.5,1.95,1.9,,
SC0,23/12/2020,Hamilton,Livingston,0,2,Livingston,Livingston,1,0.6,5.5,3.8,1.6,1,Livingston,0.98,1.88,1.98,,
SC0,23/12/2020,Hibernian,St Mirren,1,0,Hibernian,Hibernian,1,0.75,1.75,3.6,4.6,-0.5,Hibernian,1.05,2.05,1.8,,
SC0,23/12/2020,St Johnstone,Rangers,0,3,Rangers,Rangers,1,0.3,9.5,5.25,1.3,1.5,Rangers,1.05,1.8,2.05,,
SC0,23/12/2020,Motherwell,Aberdeen,0,0,Draw,Aberdeen,0,-1,3,3.25,2.37,0.25,Motherwell,0,1.83,2.02,,
SC0,23/12/2020,Dundee United,Kilmarnock,2,0,Dundee United,Draw,0,-1,2.62,3.25,2.62,0,Dundee United,-1,1.95,1.9,,
SP1,23/12/2020,Getafe,Celta,1,1,Draw,Celta,0,-1,2.75,3,2.8,0,Draw,0,2.01,1.92,,
SP1,23/12/2020,Real Madrid,Granada,2,0,Real Madrid,Real Madrid,1,0.33,1.33,5.25,9,-1.5,Real Madrid,0.87,1.87,2.06,,
SP1,23/12/2020,Alaves,Eibar,2,1,Alaves,Draw,0,-1,2.75,2.87,2.9,0,Alaves,-1,2.08,1.85,,
SP1,23/12/2020,Betis,Cadiz,1,0,Betis,Cadiz,0,-1,1.9,3.5,4.1,-0.75,Betis,-0.5,2.05,1.75,,
I1,23/12/2020,Verona,Inter,1,2,Inter,Inter,1,0.57,6,4,1.57,1,Draw,0,1.95,1.98,,
I1,23/12/2020,Bologna,Atalanta,2,2,Draw,Atalanta,0,-1,5,4.2,1.61,1,Bologna,0,2.06,1.87,,
I1,23/12/2020,Milan,Lazio,3,2,Milan,Milan,1,1.2,2.2,3.75,3,-0.25,Milan,0.435,1.87,2.06,,
I1,23/12/2020,Napoli,Torino,1,1,Draw,Napoli,0,-1,1.36,5.25,8,-1,Torino,0,1.94,1.99,,
I1,23/12/2020,Roma,Cagliari,3,2,Roma,Roma,1,0.28,1.28,5.75,10,-1.25,Cagliari,-0.5,1.95,1.98,,
I1,23/12/2020,Sampdoria,Sassuolo,2,3,Sassuolo,Sassuolo,1,1.6,2.6,3.6,2.6,0,Sassuolo,0.97,1.96,1.97,,
I1,23/12/2020,Spezia,Genoa,1,2,Genoa,Spezia,0,-1,2.15,3.5,3.3,-0.25,Genoa,-1,1.88,2.05,,
I1,23/12/2020,Udinese,Benevento,0,2,Benevento,Draw,0,-1,1.85,3.4,4.5,-0.75,Benevento,-1,2.03,1.9,,
F1,23/12/2020,Bordeaux,Reims,1,3,Reims,Bordeaux,0,-1,2.15,3.3,3.4,-0.25,Reims,-1,2.01,1.89,,
F1,23/12/2020,Lens,Brest,2,1,Lens,Lens,1,0.95,1.95,3.8,3.6,-0.25,Lens,0.425,1.85,2.05,,
F1,23/12/2020,Nice,Lorient,2,2,Draw,Nice,0,-1,1.83,3.6,4.2,-0.5,Lorient,0,1.96,1.94,,
F1,23/12/2020,Nimes,Dijon,1,3,Dijon,Draw,0,-1,2.55,3.3,2.7,0,Dijon,-1,1.79,2.11,,
F1,23/12/2020,Rennes,Metz,1,0,Rennes,Metz,0,-1,1.55,3.8,6.5,-1,Draw,0,2.09,1.81,,
F1,23/12/2020,Angers,Marseille,2,1,Angers,Marseille,0,-1,2.9,3.2,2.45,0,Angers,-1,2.06,1.84,,
F1,23/12/2020,Lyon,Nantes,3,0,Lyon,Lyon,1,0.25,1.25,6,10,-1.75,Lyon,1,2,1.9,,
F1,23/12/2020,Monaco,St Etienne,2,2,Draw,Monaco,0,-1,1.61,4.2,5.5,-0.75,St Etienne,0,1.84,2.06,,
F1,23/12/2020,Montpellier,Lille,2,3,Lille,Lille,1,1.2,3.4,3.2,2.2,0.5,Lille,1.05,1.85,2.05,,
F1,23/12/2020,Paris SG,Strasbourg,4,0,Paris SG,Paris SG,1,0.28,1.28,5.75,9,-1.5,Paris SG,0.92,1.92,1.98,,
N1,23/12/2020,AZ Alkmaar,Vitesse,3,1,AZ Alkmaar,Vitesse,0,-1,1.83,3.6,4.2,-0.5,AZ Alkmaar,-1,2.01,1.89,,
N1,23/12/2020,Willem II,Ajax,1,1,Draw,Ajax,0,-1,13,8.5,1.14,2.5,Willem II,0,1.97,1.93,,
N1,23/12/2020,Den Haag,Zwolle,0,2,Zwolle,Zwolle,1,0.7,4.33,4,1.7,1,Zwolle,1.05,1.75,2.05,,
N1,23/12/2020,Groningen,Heracles,0,1,Heracles,Groningen,0,-1,1.9,3.6,3.8,-0.25,Heracles,-1,1.82,2.08,,
N1,23/12/2020,Feyenoord,Heerenveen,3,0,Feyenoord,Feyenoord,1,0.57,1.57,4.2,5.25,-0.75,Feyenoord,0.83,1.83,2.07,,
T1,23/12/2020,Alanyaspor,Yeni Malatyaspor,1,1,Draw,Yeni Malatyaspor,0,-1,1.57,4,5.5,-0.75,Yeni Malatyaspor,0,2,1.85,,
T1,23/12/2020,Erzurum BB,Denizlispor,1,2,Denizlispor,Denizlispor,1,2.4,2.25,3,3.4,0,Denizlispor,1.02,1.83,2.02,,
T1,23/12/2020,Fenerbahce,Buyuksehyr,4,1,Fenerbahce,Buyuksehyr,0,-1,2.15,3.1,3.5,0,Fenerbahce,-1,1.83,2.02,,
T1,23/12/2020,Kasimpasa,Gaziantep,0,4,Gaziantep,Gaziantep,1,1.9,2.45,3.2,2.9,-0.25,Gaziantep,0.93,1.93,1.93,,
T1,24/12/2020,Kayserispor,Konyaspor,1,2,Konyaspor,Konyaspor,1,1.15,3.25,3.4,2.15,0,Konyaspor,0.95,1.9,1.95,,
T1,24/12/2020,Sivasspor,Genclerbirligi,3,1,Sivasspor,Draw,0,-1,1.83,3.6,4,-1,Sivasspor,-1,2.02,1.83,,
T1,24/12/2020,Ankaragucu,Besiktas,0,1,Besiktas,Besiktas,1,0.66,4.75,3.75,1.66,0.5,Besiktas,0.83,2.02,1.83,,
T1,24/12/2020,Rizespor,Antalyaspor,2,1,Rizespor,Antalyaspor,0,-1,2.2,3.4,3.25,0.25,Rizespor,-1,1.9,1.95,,
E0,26/12/2020,Leicester,Man United,2,2,Draw,Man United,0,-1,2.9,3.6,2.3,0.25,Leicester,0,1.85,2.08,,
E0,26/12/2020,Aston Villa,Crystal Palace,3,0,Aston Villa,Aston Villa,1,0.9,1.9,3.75,3.8,-0.5,Aston Villa,0.77,1.77,2.02,,
E0,26/12/2020,Fulham,Southampton,0,0,Draw,Southampton,0,-1,3.2,3.3,2.3,0,Draw,0,2.02,1.91,,
E0,26/12/2020,Arsenal,Chelsea,3,1,Arsenal,Chelsea,0,-1,4,3.6,1.9,0.75,Arsenal,-1,1.93,2,,
E0,26/12/2020,Man City,Newcastle,2,0,Man City,Man City,1,0.11,1.11,10,19,-2.5,Newcastle,-1,1.96,1.97,,
E0,26/12/2020,Sheffield United,Everton,0,1,Everton,Everton,1,0.85,4.2,3.6,1.85,0.25,Everton,0.5,1.93,2,,
E1,26/12/2020,Barnsley,Huddersfield,2,1,Barnsley,Huddersfield,0,-1,2.1,3.4,3.5,-0.25,Barnsley,-0.5,2.02,1.88,,
E1,26/12/2020,Blackburn,Sheffield Weds,1,1,Draw,Blackburn,0,-1,1.7,3.75,5,-0.75,Sheffield Weds,0,1.97,1.93,,
E1,26/12/2020,Bristol City,Wycombe,2,1,Bristol City,Draw,0,-1,1.8,3.6,4.33,-0.5,Bristol City,-1,1.97,1.93,,
E1,26/12/2020,Cardiff,Brentford,2,3,Brentford,Brentford,1,1.2,3.3,3.2,2.2,0.25,Brentford,0.53,1.84,2.06,,
E1,26/12/2020,Coventry,Stoke,0,0,Draw,Stoke,0,-1,2.9,3.1,2.6,0,Draw,0,1.87,2.03,,
E1,26/12/2020,Derby,Preston,0,1,Preston,Derby,0,-1,2.3,3.25,3.2,-0.25,Preston,-1,1.86,2.04,,
E1,26/12/2020,Nott'm Forest,Birmingham,0,0,Draw,Birmingham,0,-1,2.2,3.25,3.25,-0.25,Birmingham,0,1.89,2.01,,
E1,26/12/2020,QPR,Swansea,0,2,Swansea,Swansea,1,1.4,3,3.2,2.4,0.25,Swansea,0.99,1.91,1.99,,
E1,26/12/2020,Reading,Luton,2,1,Reading,Luton,0,-1,2.05,3.3,3.6,-0.25,Reading,-0.5,2.16,1.76,,
E1,26/12/2020,Watford,Norwich,1,0,Watford,Norwich,0,-1,2.55,3.2,2.8,0,Watford,-1,1.91,1.99,,
E2,26/12/2020,Charlton,Plymouth,2,2,Draw,Charlton,0,-1,1.9,4,3.6,-0.5,Plymouth,0,1.93,1.93,,
E2,26/12/2020,Crewe,Fleetwood Town,1,1,Draw,Draw,1,2.4,2.15,3.4,3.25,-0.25,Fleetwood Town,0,2,1.85,,
E2,26/12/2020,Lincoln,Burton,5,1,Lincoln,Lincoln,1,0.66,1.66,4,4.75,-0.75,Lincoln,0.93,1.93,1.93,,
E2,26/12/2020,Milton Keynes Dons,Bristol Rvs,2,0,Milton Keynes Dons,Bristol Rvs,0,-1,1.72,3.75,4.5,-0.5,Milton Keynes Dons,-1,1.8,2.05,,
E2,26/12/2020,Oxford,AFC Wimbledon,2,0,Oxford,Oxford,1,0.8,1.8,4,4,-0.75,Oxford,0.9,1.9,1.95,,
E2,26/12/2020,Wigan,Shrewsbury,1,1,Draw,Shrewsbury,0,-1,3,3.5,2.25,0.25,Wigan,0,1.93,1.93,,
E3,26/12/2020,Cambridge,Leyton Orient,2,1,Cambridge,Leyton Orient,0,-1,2.15,3.4,3.25,-0.25,Cambridge,-0.5,2.1,1.77,,
E3,26/12/2020,Exeter,Forest Green,1,1,Draw,Forest Green,0,-1,2.3,3.3,3,-0.25,Forest Green,0,1.77,2.1,,
E3,26/12/2020,Scunthorpe,Mansfield,2,3,Mansfield,Mansfield,1,1.62,2.75,3.2,2.62,0,Mansfield,0.73,2.08,1.73,,
E3,26/12/2020,Southend,Colchester,2,0,Southend,Colchester,0,-1,2.62,3.3,2.62,0,Southend,-1,2,1.85,,
E3,26/12/2020,Carlisle,Bolton,3,3,Draw,Carlisle,0,-1,1.65,3.75,5.25,-0.75,Bolton,0,2.05,1.8,,
E3,26/12/2020,Cheltenham,Stevenage,1,1,Draw,Cheltenham,0,-1,1.5,4.1,6.5,-1,Stevenage,0,2.05,1.8,,
E3,26/12/2020,Crawley Town,Newport County,1,1,Draw,Newport County,0,-1,2.8,3.4,2.4,0.25,Crawley Town,0,1.85,2,,
E3,26/12/2020,Morecambe,Grimsby,3,1,Morecambe,Morecambe,1,0.83,1.83,3.6,4.2,-0.75,Morecambe,1.1,2.1,1.77,,
E3,26/12/2020,Oldham,Harrogate,1,2,Harrogate,Oldham,0,-1,2,3.5,3.5,-0.25,Harrogate,-1,2.1,1.77,,
E3,26/12/2020,Port Vale,Barrow,0,2,Barrow,Port Vale,0,-1,2.15,3.25,3.25,-0.25,Barrow,-1,2.02,1.83,,
E3,26/12/2020,Salford,Walsall,2,0,Salford,Salford,1,1.25,2.25,3.3,3,0,Salford,0.85,1.85,2,,
E3,26/12/2020,Tranmere,Bradford,0,1,Bradford,Tranmere,0,-1,2.3,3.4,3,0,Bradford,-1,1.85,2,,
EC,26/12/2020,Aldershot,Woking,3,0,Aldershot,Woking,0,-1,2.5,3.5,2.62,0.25,Aldershot,-1,1.75,2.05,,
EC,26/12/2020,Altrincham,Stockport,1,1,Draw,Altrincham,0,-1,4,3.75,1.83,0.5,Altrincham,0,1.98,1.83,,
EC,26/12/2020,Eastleigh,Weymouth,0,0,Draw,Eastleigh,0,-1,1.75,3.75,4.5,-0.75,Weymouth,0,1.83,1.98,,
EC,26/12/2020,Hartlepool,Halifax,3,1,Hartlepool,Halifax,0,-1,2,3.6,3.5,0,Hartlepool,-1,1.88,1.93,,
EC,26/12/2020,Maidenhead,Wealdstone,4,0,Maidenhead,Maidenhead,1,1.25,2.25,3.5,2.9,0,Maidenhead,0.8,1.8,2,,
EC,26/12/2020,Torquay,Yeovil,6,1,Torquay,Torquay,1,0.8,1.8,3.6,4.2,-0.5,Torquay,0.95,1.95,1.85,,
EC,26/12/2020,Dover Athletic,Dag and Red,0,1,Dag and Red,Dag and Red,1,0.95,3.5,3.75,1.95,0.25,Dag and Red,0.365,2.08,1.73,,
SC0,26/12/2020,Rangers,Hibernian,1,0,Rangers,Rangers,1,0.25,1.25,5.75,10,-1.75,Hibernian,-0.5,1.95,1.9,,
SC0,26/12/2020,Aberdeen,St Johnstone,2,1,Aberdeen,Aberdeen,1,0.9,1.9,3.4,4,-0.25,Aberdeen,0.425,1.85,2,,
SC0,26/12/2020,Dundee United,Motherwell,1,1,Draw,Dundee United,0,-1,2.87,3.3,2.37,0.25,Dundee United,0,1.77,2.1,,
SC0,26/12/2020,Hamilton,Celtic,0,3,Celtic,Celtic,1,0.12,19,8,1.12,2.75,Celtic,0.465,1.93,1.93,,
SC0,26/12/2020,Kilmarnock,Livingston,1,2,Livingston,Livingston,1,1.8,2.55,3.2,2.8,0.25,Livingston,0.49,1.88,1.98,,
SC0,26/12/2020,Ross County,St Mirren,0,2,St Mirren,St Mirren,1,1.37,3.1,3.2,2.37,0.25,St Mirren,0.93,1.93,1.93,,
SC1,26/12/2020,Alloa,Raith Rvs,2,5,Raith Rvs,Raith Rvs,1,1,3.3,3.3,2,0.25,Raith Rvs,0.8,2.05,1.8,,
SC1,26/12/2020,Dunfermline,Arbroath,1,0,Dunfermline,Dunfermline,1,0.6,1.6,3.6,4.75,-0.75,Dunfermline,0.55,2.1,1.77,,
SC1,26/12/2020,Hearts,Ayr,5,3,Hearts,Hearts,1,0.36,1.36,4.2,7,-1.5,Hearts,0.8,1.8,2,,
SC1,26/12/2020,Queen of Sth,Dundee,1,3,Dundee,Dundee,1,0.9,3.6,3.3,1.9,0.5,Dundee,0.93,1.93,1.93,,
SC2,26/12/2020,Falkirk,Partick,0,0,Draw,Falkirk,0,-1,1.85,3.8,3.6,-0.25,Partick,0,2.1,1.77,,
SC2,26/12/2020,Clyde,Airdrie Utd,2,4,Airdrie Utd,Airdrie Utd,1,1.1,0,4.2,2.1,0.25,Airdrie Utd,0.98,1.88,1.98,,
SC2,26/12/2020,Forfar,Cove Rangers,0,1,Cove Rangers,Cove Rangers,1,0.36,6.5,4.5,1.36,1.25,Forfar,-0.5,1.88,1.98,,
B1,26/12/2020,Club Brugge,Eupen,3,0,Club Brugge,Club Brugge,1,0.2,1.2,6.5,13,-2,Club Brugge,0.98,1.98,1.88,,
B1,26/12/2020,Waregem,Cercle Brugge,1,0,Waregem,Waregem,1,1,2,3.75,3.4,-0.25,Waregem,0.5,2,1.85,,
B1,26/12/2020,Kortrijk,Gent,1,0,Kortrijk,Gent,0,-1,3.25,3.5,2.1,0.5,Kortrijk,-1,1.88,1.98,,
B1,26/12/2020,Oud-Heverlee Leuven,Oostende,1,2,Oostende,Oud-Heverlee Leuven,0,-1,2.6,3.5,2.6,0.25,Oostende,-0.5,2.02,1.83,,
B1,26/12/2020,Standard,St Truiden,1,2,St Truiden,St Truiden,1,5,1.6,3.75,6,-0.5,St Truiden,1,1.85,2,,
T1,26/12/2020,Goztep,Karagumruk,1,1,Draw,Karagumruk,0,-1,2.05,3.6,3.2,0,Draw,0,1.8,2.05,,
T1,26/12/2020,Trabzonspor,Galatasaray,0,2,Galatasaray,Galatasaray,1,1.1,3.3,3.5,2.1,0.25,Galatasaray,0.85,2,1.85,,
E0,27/12/2020,Leeds,Burnley,1,0,Leeds,Leeds,1,0.72,1.72,4,4.33,-0.75,Leeds,0.445,1.89,2.04,,
E0,27/12/2020,West Ham,Brighton,2,2,Draw,West Ham,0,-1,2.3,3.4,3.1,-0.25,Brighton,0,2.06,1.87,,
E0,27/12/2020,Liverpool,West Brom,1,1,Draw,Liverpool,0,-1,1.11,10,19,-2.5,West Brom,0,2.04,1.89,,
E0,27/12/2020,Wolves,Tottenham,1,1,Draw,Tottenham,0,-1,3.6,3.25,2.15,0.25,Wolves,0,2.04,1.89,,
I2,27/12/2020,Reggiana,Reggina,0,1,Reggina,Reggiana,0,-1,2.5,3.1,2.9,0,Reggina,-1,1.77,2.1,,
I2,27/12/2020,Ascoli,Spal,2,0,Ascoli,Spal,0,-1,3.8,3.4,1.9,0.5,Ascoli,-1,1.98,1.88,,
I2,27/12/2020,Cosenza,Pisa,1,1,Draw,Draw,1,2.3,1.9,3.3,4,-0.25,Pisa,0,1.9,1.95,,
I2,27/12/2020,Frosinone,Pordenone,1,1,Draw,Draw,1,2.1,2.1,3.1,3.8,0.5,Frosinone,0,1.93,1.93,,
I2,27/12/2020,Lecce,Vicenza,2,1,Lecce,Lecce,1,0.65,1.65,3.75,5,-1,Draw,0,1.95,1.9,,
I2,27/12/2020,Venezia,Salernitana,1,2,Salernitana,Draw,0,-1,2,3.1,4,-0.5,Salernitana,-1,2.02,1.83,,
I2,27/12/2020,Virtus Entella,Pescara,3,0,Virtus Entella,Pescara,0,-1,2.62,2.9,2.87,0,Virtus Entella,-1,2.1,1.77,,
I2,27/12/2020,Brescia,Empoli,1,3,Empoli,Empoli,1,1.9,2.5,3.1,2.9,0,Empoli,0.9,1.95,1.9,,
I2,27/12/2020,Cremonese,Monza,0,2,Monza,Monza,1,1.2,3.8,2.9,2.2,0.25,Monza,0.93,1.93,1.93,,
B1,27/12/2020,Antwerp,Charleroi,2,1,Antwerp,Antwerp,1,1.05,2.05,3.4,3.6,-0.25,Antwerp,0.415,1.83,2.02,,
B1,27/12/2020,Genk,Waasland-Beveren,1,1,Draw,Genk,0,-1,1.28,5.5,9.5,-1.5,Waasland-Beveren,0,1.9,1.95,,
B1,27/12/2020,Anderlecht,Beerschot VA,2,0,Anderlecht,Anderlecht,1,0.7,1.7,4,4.5,-0.75,Anderlecht,0.83,1.83,2.02,,
B1,27/12/2020,Mechelen,Mouscron,2,1,Mechelen,Mouscron,0,-1,1.57,3.8,6.5,-1,Draw,0,1.98,1.88,,
N1,27/12/2020,Utrecht,AZ Alkmaar,2,2,Draw,AZ Alkmaar,0,-1,2.7,3.75,2.3,0,Draw,0,1.92,1.98,,
P1,27/12/2020,Famalicao,Gil Vicente,0,1,Gil Vicente,Famalicao,0,-1,2.45,3,3.1,0,Gil Vicente,-1,2.07,1.83,,
P1,27/12/2020,Nacional,Tondela,2,0,Nacional,Tondela,0,-1,2,3.4,3.6,-0.25,Nacional,-1,1.91,1.99,,
P1,27/12/2020,Farense,Pacos Ferreira,1,1,Draw,Pacos Ferreira,0,-1,2.75,3.25,2.55,0.25,Farense,0,1.8,2.1,,
P1,27/12/2020,Belenenses,Sp Lisbon,1,2,Sp Lisbon,Sp Lisbon,1,0.45,7,4.33,1.45,1.25,Belenenses,-0.5,1.73,2.08,,
T1,27/12/2020,Gaziantep,Alanyaspor,3,1,Gaziantep,Gaziantep,1,1.9,2.9,3.6,2.25,0.25,Gaziantep,0.85,1.85,2,,
