Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,win%,AHCh_win
E3,27/11/2021,Port Vale,Hartlepool,2,0,Port Vale,Port Vale,1,0.8,1.8,3.75,4.5,-0.5,-0.75,Port Vale,1.02,2.02,1.83,0.660004859,-0.5
E3,27/11/2021,Rochdale,Exeter,1,1,Draw,Exeter,0,-1,2.55,3.3,2.8,0,0,Draw,0,1.83,2.02,0.4196887,0
E3,27/11/2021,Salford,Oldham,2,0,Salford,Salford,1,0.72,1.72,3.6,5.25,-0.5,-0.75,Salford,0.95,1.95,1.9,0.4638678,-0.5
E3,27/11/2021,Scunthorpe,Bradford,1,1,Draw,Bradford,0,-1,4,3.4,1.95,0.5,0.5,Scunthorpe,-1,1.8,2.05,0.61050715,-0.5
E3,27/11/2021,Sutton,Barrow,1,0,Sutton,Sutton,1,1.1,2.1,3.25,3.75,-0.5,-0.5,Sutton,1.02,2.02,1.83,0.691605439,-0.5
E3,27/11/2021,Swindon,Harrogate,1,1,Draw,Swindon,0,-1,2.1,3.5,3.5,-0.5,-0.25,Harrogate,-1,1.9,1.95,0.625093525,-0.5
EC,27/11/2021,Altrincham,Southend,1,2,Southend,Altrincham,0,-1,1.85,3.75,3.6,-0.5,-0.5,Southend,-1,1.83,1.98,0.756258915,-0.5
EC,27/11/2021,King?™s Lynn,Aldershot,0,1,Aldershot,Aldershot,1,1.2,2.75,3.5,2.2,0.25,0.25,Aldershot,0.415,1.98,1.83,0.576420975,-0.25
EC,27/11/2021,Torquay,Halifax,2,3,Halifax,Halifax,1,1.87,2.2,3.4,2.87,0,-0.25,Halifax,1,1.8,2,0.569451694,0
EC,27/11/2021,Wealdstone,Stockport,1,4,Stockport,Stockport,1,0.57,4.75,4,1.57,1.25,0.75,Stockport,0.95,1.85,1.95,0.50303538,-1.25
EC,27/11/2021,Woking,Barnet,1,2,Barnet,Woking,0,-1,1.72,3.5,4.2,-0.5,-0.75,Barnet,-1,1.93,1.88,0.431394424,-0.5
EC,27/11/2021,Wrexham,Bromley,2,0,Wrexham,Wrexham,1,0.9,1.9,3.5,3.6,-0.5,-0.5,Wrexham,0.85,1.85,1.95,0.432141129,-0.5
EC,27/11/2021,Yeovil,Dover Athletic,1,1,Draw,Yeovil,0,-1,1.45,4.2,5.75,-1.5,-1.25,Dover Athletic,-1,2.02,1.77,0.789217799,-1.5
EC,27/11/2021,Notts County,Dag and Red,2,1,Notts County,Notts County,1,1.15,2.15,3.5,2.87,-0.25,-0.25,Notts County,0.465,1.93,1.88,0.408931353,-0.25
SC0,27/11/2021,Dundee,Motherwell,3,0,Dundee,Motherwell,0,-1,2.5,3.3,2.8,-0.25,0,Dundee,-1,2.02,1.83,0.638102947,0.25
SC0,27/11/2021,Hearts,St Mirren,2,0,Hearts,Hearts,1,0.72,1.72,3.75,5,-0.75,-0.75,Hearts,0.95,1.95,1.9,0.538419131,-0.75
SC0,27/11/2021,Ross County,Dundee United,1,1,Draw,Dundee United,0,-1,2.75,3.3,2.6,-0.25,0,Dundee United,0.49,1.88,1.98,0.452103793,0.25
SC0,27/11/2021,St Johnstone,Hibernian,1,2,Hibernian,Draw,0,-1,2.7,3.1,2.7,0.25,0,Hibernian,0,1.75,2.13,0.234357672,-0.25
D1,27/11/2021,Bochum,Freiburg,2,1,Bochum,Freiburg,0,-1,3.2,3.4,2.25,0.25,0.25,Bochum,-1,1.87,2.03,0.388831047,-0.25
D1,27/11/2021,FC Koln,M'gladbach,4,1,FC Koln,M'gladbach,0,-1,2.7,3.8,2.37,0.25,0.25,FC Koln,-1,1.87,2.03,0.498771256,-0.25
D1,27/11/2021,Greuther Furth,Hoffenheim,3,6,Hoffenheim,Hoffenheim,1,0.65,4.75,4.33,1.65,1,0.75,Hoffenheim,1.01,1.89,2.01,0.860642351,-1
D1,27/11/2021,Hertha,Augsburg,1,1,Draw,Augsburg,0,-1,2.05,3.25,3.8,-0.5,-0.25,Augsburg,0.95,1.95,1.95,0.401260979,0.5
D1,27/11/2021,Wolfsburg,Dortmund,1,3,Dortmund,Dortmund,1,1.37,2.9,3.5,2.37,0,0.25,Dortmund,0.91,1.99,1.91,0.61908486,0
D1,27/11/2021,Bayern Munich,Bielefeld,1,0,Bayern Munich,Bayern Munich,1,0.07,1.07,12,27,-3,-2.75,Bielefeld,-1,2.01,1.89,0.985621746,-3
D2,27/11/2021,Erzgebirge Aue,Darmstadt,1,2,Darmstadt,Darmstadt,1,0.85,4,3.8,1.85,0.5,0.5,Darmstadt,1.05,1.8,2.05,0.796025879,-0.5
D2,27/11/2021,Karlsruhe,Hannover,4,0,Karlsruhe,Karlsruhe,1,1.37,2.37,3.5,2.9,-0.25,-0.25,Karlsruhe,1,2,1.85,0.347101982,-0.25
D2,27/11/2021,Schalke 04,Sandhausen,5,2,Schalke 04,Schalke 04,1,0.44,1.44,4.75,7,-1,-1.25,Schalke 04,0.9,1.9,1.95,0.597121283,-1
D2,27/11/2021,Holstein Kiel,Werder Bremen,2,1,Holstein Kiel,Werder Bremen,0,-1,3.1,3.5,2.25,0.25,0.25,Holstein Kiel,-1,1.77,2.1,0.520687011,-0.25
SP1,27/11/2021,Alaves,Celta,1,2,Celta,Alaves,0,-1,2.9,3.1,2.55,0.25,0,Celta,-0.5,1.75,2.05,0.352096359,0.25
SP1,27/11/2021,Valencia,Vallecano,1,1,Draw,Vallecano,0,-1,2,3.4,3.9,-0.5,-0.5,Vallecano,0.87,2.03,1.87,0.395883904,0.5
SP1,27/11/2021,Mallorca,Getafe,0,0,Draw,Getafe,0,-1,2.3,2.9,3.75,-0.25,-0.25,Getafe,0.485,1.93,1.97,0.354194736,0.25
SP1,27/11/2021,Villarreal,Barcelona,1,3,Barcelona,Barcelona,1,1.6,2.7,3.4,2.6,0,0,Barcelona,0.88,2.02,1.88,0.440304171,0
SP2,27/11/2021,Burgos,Malaga,3,0,Burgos,Malaga,0,-1,2.7,3,2.8,0,0,Burgos,-1,1.98,1.88,0.503157762,0
SP2,27/11/2021,Almeria,Huesca,0,0,Draw,Almeria,0,-1,1.7,3.6,5.25,-0.5,-0.75,Huesca,-1,1.8,2.05,0.651317686,-0.5
SP2,27/11/2021,Sp Gijon,Fuenlabrada,1,1,Draw,Draw,1,2.25,1.75,3.25,5.75,-0.5,-0.75,Fuenlabrada,0,1.83,2.02,0.33527516,0.5
SP2,27/11/2021,Valladolid,Cartagena,2,0,Valladolid,Valladolid,1,0.66,1.66,3.5,6,-1,-0.75,Valladolid,1.02,2.02,1.83,0.509399631,-1
I1,27/11/2021,Empoli,Fiorentina,2,1,Empoli,Fiorentina,0,-1,3.4,3.4,2.15,0.5,0.5,Empoli,-1,1.93,1.97,0.508034164,-0.5
I1,27/11/2021,Sampdoria,Verona,3,1,Sampdoria,Verona,0,-1,2.9,3.5,2.37,0,0,Sampdoria,-1,2.06,1.84,0.73094969,0
I1,27/11/2021,Juventus,Atalanta,0,1,Atalanta,Juventus,0,-1,2.2,3.5,3.25,-0.25,-0.25,Atalanta,-1,1.84,2.06,0.550201928,-0.25
I1,27/11/2021,Venezia,Inter,0,2,Inter,Inter,1,0.36,8,5,1.36,1.5,1.25,Inter,1.01,1.89,2.01,0.721073137,-1.5
I2,27/11/2021,Alessandria,Cremonese,1,0,Alessandria,Cremonese,0,-1,3.3,3.1,2.2,0.25,0.25,Alessandria,-1,1.83,2.02,0.561880233,-0.25
I2,27/11/2021,Ascoli,Monza,1,1,Draw,Monza,0,-1,2.6,3.1,2.8,0,0,Draw,0,1.9,1.95,0.38131675,0
I2,27/11/2021,Benevento,Reggina,4,0,Benevento,Draw,0,-1,2.1,3.2,3.75,-0.5,-0.5,Benevento,0,1.9,1.95,0.36185139,0.5
I2,27/11/2021,Cosenza,Spal,0,1,Spal,Spal,1,1.25,3.25,3.2,2.25,0.25,0.25,Spal,0.565,1.75,2.13,0.51000614,-0.25
I2,27/11/2021,Frosinone,Pordenone,2,2,Draw,Frosinone,0,-1,1.6,3.6,6,-1,-1,Pordenone,-1,2.02,1.83,0.685161779,-1
I2,27/11/2021,Brescia,Pisa,0,1,Pisa,Brescia,0,-1,2,3.4,3.75,-0.5,-0.5,Pisa,-1,1.98,1.88,0.569003646,-0.5
I2,27/11/2021,Perugia,Cittadella,1,1,Draw,Draw,1,2.2,2.25,3.2,3.3,-0.25,-0.25,Cittadella,0,1.98,1.88,0.301467512,0.25
F1,27/11/2021,Lille,Nantes,1,1,Draw,Lille,0,-1,1.66,3.8,5.25,-0.75,-0.75,Nantes,-0.5,1.9,1.95,0.402010619,-0.75
F1,27/11/2021,Nice,Metz,0,1,Metz,Nice,0,-1,1.4,4.75,7.5,-1.25,-1.25,Metz,-1,1.85,2,0.709726871,-1.25
B1,27/11/2021,Seraing,St Truiden,2,0,Seraing,St Truiden,0,-1,2.8,3.5,2.37,0.25,0.25,Seraing,-1,1.8,2.05,0.511862627,-0.25
B1,27/11/2021,Cercle Brugge,Mechelen,3,1,Cercle Brugge,Mechelen,0,-1,2.37,3.4,2.9,-0.25,0,Cercle Brugge,-1,1.98,1.88,0.57633999,0.25
B1,27/11/2021,Eupen,Kortrijk,2,2,Draw,Kortrijk,0,-1,2.2,3.4,3.2,-0.25,-0.25,Kortrijk,0.375,2.13,1.75,0.398389723,0.25
B1,27/11/2021,Charleroi,Anderlecht,1,3,Anderlecht,Charleroi,0,-1,3.6,3.4,2.05,0.25,0.5,Anderlecht,-1,1.88,1.98,0.476944903,0.25
N1,27/11/2021,For Sittard,Groningen,1,4,Groningen,Groningen,1,1.3,3,3.3,2.3,0,0.25,Groningen,0.9,1.95,1.9,0.541448812,0
N1,27/11/2021,Zwolle,Waalwijk,0,0,Draw,Waalwijk,0,-1,2,3.5,3.5,-0.25,-0.25,Waalwijk,0.465,1.93,1.93,0.406404498,0.25
N1,27/11/2021,Willem II,Go Ahead Eagles,0,1,Go Ahead Eagles,Go Ahead Eagles,1,2.5,2.05,3.4,3.5,-0.5,-0.25,Go Ahead Eagles,0.83,2.02,1.83,0.507304858,0.5
P1,27/11/2021,Famalicao,Portimonense,0,3,Portimonense,Famalicao,0,-1,1.8,3.25,4.5,-0.75,-0.5,Portimonense,-1,2.05,1.8,0.361675586,-0.75
P1,27/11/2021,Arouca,Boavista,2,1,Arouca,Arouca,1,1.05,2.05,3.2,3.8,-0.25,-0.25,Arouca,0.44,1.88,1.98,0.436096802,-0.25
P1,27/11/2021,Belenenses,Benfica,0,7,Benfica,Benfica,1,0.2,15,5.75,1.2,3,1.75,Benfica,1.02,1.77,2.02,0.85471764,-3
T1,27/11/2021,Antalyaspor,Alanyaspor,3,0,Antalyaspor,Alanyaspor,0,-1,2.8,3.25,2.5,-0.25,0,Antalyaspor,-1,2.05,1.8,0.467928316,0.25
T1,27/11/2021,Rizespor,Kayserispor,1,0,Rizespor,Kayserispor,0,-1,2.25,3.3,3.2,-0.25,-0.25,Rizespor,-0.5,2,1.85,0.620474765,0.25
T1,27/11/2021,Besiktas,Giresunspor,0,4,Giresunspor,Draw,0,-1,1.5,4.2,6.5,-0.75,-1,Giresunspor,0,1.9,1.95,0.31392645,0.75
G1,27/11/2021,Asteras Tripolis,Atromitos,6,2,Asteras Tripolis,Asteras Tripolis,1,0.83,1.83,3.3,5,-0.5,-0.5,Asteras Tripolis,0.95,1.95,1.9,0.445796585,-0.5
G1,27/11/2021,Apollon,Lamia,0,0,Draw,Lamia,0,-1,2.55,3.1,2.9,-0.25,0,Lamia,0.44,1.98,1.88,0.493905533,0.25
G1,27/11/2021,Giannina,AEK,1,2,AEK,AEK,1,0.85,4.33,3.6,1.85,0.25,0.5,AEK,0.4,2.05,1.8,0.37393788,-0.25
E0,28/11/2021,Brentford,Everton,1,0,Brentford,Brentford,1,1.25,2.25,3.2,3.4,-0.25,-0.25,Brentford,0.465,1.93,1.97,0.424895698,-0.25
E0,28/11/2021,Leicester,Watford,4,2,Leicester,Leicester,1,0.61,1.61,4,5.5,-0.75,-1,Leicester,0.87,1.87,2.03,0.410267434,-0.75
E0,28/11/2021,Man City,West Ham,2,1,Man City,Man City,1,0.28,1.28,5.75,10,-1.75,-1.5,West Ham,-0.5,2.03,1.87,0.642053638,-1.75
E0,28/11/2021,Chelsea,Man United,1,1,Draw,Chelsea,0,-1,1.57,4,6,-1,-1,Man United,-1,2,1.9,0.868788811,-1
E1,28/11/2021,Sheffield United,Bristol City,2,0,Sheffield United,Sheffield United,1,0.5,1.5,4.33,7,-1,-1,Sheffield United,0.8,1.8,2.05,0.350734278,-1
E2,28/11/2021,Ipswich,Crewe,2,1,Ipswich,Ipswich,1,0.44,1.44,4.5,7.5,-1.25,-1.25,Crewe,-0.5,1.83,2.02,0.671375345,-1.25
SC0,28/11/2021,Livingston,Rangers,1,3,Rangers,Rangers,1,0.33,9,5.25,1.33,1.5,1.5,Rangers,1,1.85,2,0.641854625,-1.5
SC0,28/11/2021,Celtic,Aberdeen,2,1,Celtic,Celtic,1,0.28,1.28,5.75,10,-1.25,-1.5,Aberdeen,-0.5,1.93,1.93,0.759791521,-1.25
D1,28/11/2021,Ein Frankfurt,Union Berlin,2,1,Ein Frankfurt,Union Berlin,0,-1,2.3,3.5,3,-0.25,-0.25,Ein Frankfurt,-0.5,2.07,1.83,0.381327708,0.25
D1,28/11/2021,RB Leipzig,Leverkusen,1,3,Leverkusen,RB Leipzig,0,-1,1.85,4,3.8,-0.5,-0.5,Leverkusen,-1,2.01,1.89,0.450413702,-0.5
D2,28/11/2021,Hamburg,Ingolstadt,3,0,Hamburg,Hamburg,1,0.44,1.44,4.5,7.5,-1.25,-1.25,Hamburg,0.98,1.98,1.88,0.75889126,-1.25
D2,28/11/2021,Nurnberg,St Pauli,2,3,St Pauli,St Pauli,1,1.4,2.9,3.4,2.4,0,0.25,St Pauli,1.05,1.8,2.05,0.415344976,0
D2,28/11/2021,Paderborn,Hansa Rostock,1,1,Draw,Paderborn,0,-1,1.8,4,4,-0.5,-0.75,Hansa Rostock,-1,1.88,1.98,0.473405873,-0.5
SP1,28/11/2021,Betis,Levante,3,1,Betis,Betis,1,0.66,1.66,4.2,4.75,-0.75,-0.75,Betis,0.89,1.89,2.01,0.742220464,-0.75
SP1,28/11/2021,Espanol,Sociedad,1,0,Espanol,Sociedad,0,-1,3.2,3.2,2.3,0.25,0.25,Espanol,-1,1.7,2.1,0.474437939,-0.25
SP1,28/11/2021,Cadiz,Ath Madrid,1,4,Ath Madrid,Ath Madrid,1,0.5,8,3.8,1.5,1.25,1,Ath Madrid,1.09,1.81,2.09,0.760129134,-1.25
SP1,28/11/2021,Real Madrid,Sevilla,2,1,Real Madrid,Real Madrid,1,0.7,1.7,4,4.75,-0.75,-0.75,Real Madrid,0.485,1.97,1.93,0.432767602,-0.75
SP2,28/11/2021,Leganes,Las Palmas,4,1,Leganes,Leganes,1,1.15,2.15,3.1,3.8,-0.5,-0.25,Leganes,1.1,2.1,1.77,0.41450466,-0.5
SP2,28/11/2021,Amorebieta,Zaragoza,1,1,Draw,Zaragoza,0,-1,3.2,3,2.5,0.25,0,Amorebieta,-0.5,1.8,2.05,0.528172413,-0.25
SP2,28/11/2021,Ibiza,Ponferradina,0,1,Ponferradina,Draw,0,-1,2.4,3.1,3.25,-0.25,-0.25,Ponferradina,0,1.9,1.95,0.332168511,0.25
SP2,28/11/2021,Tenerife,Sociedad B,2,0,Tenerife,Tenerife,1,0.66,1.66,3.4,6.5,-0.75,-0.75,Tenerife,0.93,1.93,1.93,0.452837662,-0.75
I1,28/11/2021,Udinese,Genoa,0,0,Draw,Udinese,0,-1,1.75,3.6,4.75,-0.75,-0.75,Genoa,-0.5,1.92,1.98,0.476548392,-0.75
I1,28/11/2021,Milan,Sassuolo,1,3,Sassuolo,Milan,0,-1,1.53,4.5,5.5,-1.25,-1,Sassuolo,-1,2,1.9,0.70987772,-1.25
I1,28/11/2021,Spezia,Bologna,0,1,Bologna,Bologna,1,1.3,3,3.5,2.3,0.25,0.25,Bologna,0.495,1.91,1.99,0.535024429,-0.25
I1,28/11/2021,Roma,Torino,1,0,Roma,Roma,1,0.72,1.72,4,4.5,-0.75,-0.75,Roma,0.53,2.06,1.84,0.420973928,-0.75
I1,28/11/2021,Napoli,Lazio,4,0,Napoli,Napoli,1,0.8,1.8,3.8,4.33,-0.5,-0.75,Napoli,0.95,1.95,1.98,0.644529064,-0.5
I2,28/11/2021,Como,Parma,1,1,Draw,Como,0,-1,2.7,3.3,2.6,0,0,Draw,0,2.1,1.77,0.665820147,0
F1,28/11/2021,St Etienne,Paris SG,1,3,Paris SG,Paris SG,1,0.33,8.5,5.5,1.33,1.75,1.5,Paris SG,0.465,1.93,1.93,0.809809673,-1.75
F1,28/11/2021,Bordeaux,Brest,1,2,Brest,Brest,1,1.9,2.4,3.5,2.9,-0.25,-0.25,Brest,0.93,1.93,1.93,0.693153293,0.25
F1,28/11/2021,Lorient,Rennes,0,2,Rennes,Rennes,1,0.72,4.33,4,1.72,0.75,0.75,Rennes,0.95,1.9,1.95,0.807482383,-0.75
F1,28/11/2021,Monaco,Strasbourg,1,1,Draw,Strasbourg,0,-1,1.65,4.2,4.75,-0.75,-0.75,Strasbourg,0.415,2.02,1.83,0.480567481,0.75
F1,28/11/2021,Reims,Clermont,1,0,Reims,Reims,1,1.45,2.45,3.1,3.1,-0.25,-0.25,Reims,0.45,1.9,1.95,0.382095611,-0.25
F1,28/11/2021,Montpellier,Lyon,0,1,Lyon,Montpellier,0,-1,4.2,4.33,1.72,0.75,0.75,Lyon,-0.5,1.88,1.98,0.384249649,0.75
F1,28/11/2021,Marseille,Troyes,1,0,Marseille,Marseille,1,0.53,1.53,4.33,6,-1.25,-1,Troyes,-0.5,1.93,1.93,0.555212206,-1.25
B1,28/11/2021,Genk,Club Brugge,2,3,Club Brugge,Club Brugge,1,1.15,3.2,3.5,2.15,0.25,0.25,Club Brugge,0.45,1.95,1.9,0.56157675,-0.25
B1,28/11/2021,Waregem,Beerschot VA,2,0,Waregem,Beerschot VA,0,-1,2.62,3.5,2.55,0,0,Waregem,-1,2.1,1.77,0.456930392,0
B1,28/11/2021,Gent,Standard,3,1,Gent,Gent,1,0.5,1.5,4,6,-0.75,-1,Gent,0.8,1.8,2.05,0.434575855,-0.75
B1,28/11/2021,Antwerp,Oostende,3,0,Antwerp,Antwerp,1,0.7,1.7,4,4.5,-0.75,-0.75,Antwerp,0.83,1.83,2.02,0.723782093,-0.75
N1,28/11/2021,Sparta Rotterdam,Ajax,0,1,Ajax,Ajax,1,0.16,13,7.5,1.16,2,2.25,Sparta Rotterdam,-1,1.93,1.97,0.982878366,-2
N1,28/11/2021,Twente,Feyenoord,0,0,Draw,Feyenoord,0,-1,4.5,3.75,1.75,0.75,0.75,Twente,-0.5,1.82,2.08,0.710892739,-0.75
N1,28/11/2021,Utrecht,Heracles,1,0,Utrecht,Utrecht,1,0.6,1.6,4,5.25,-0.75,-1,Utrecht,0.475,1.95,1.9,0.639689876,-0.75
N1,28/11/2021,Heerenveen,PSV Eindhoven,1,1,Draw,PSV Eindhoven,0,-1,6,4.33,1.5,1.25,1,Heerenveen,-1,1.98,1.88,0.698234157,-1.25
N1,28/11/2021,Vitesse,AZ Alkmaar,0,0,Draw,AZ Alkmaar,0,-1,3.1,3.6,2.15,0.25,0.25,Vitesse,-0.5,1.8,2.05,0.456019663,-0.25
P1,28/11/2021,Maritimo,Pacos Ferreira,2,0,Maritimo,Pacos Ferreira,0,-1,2.5,3,2.62,-0.25,0,Maritimo,-1,1.98,1.88,0.378854576,0.25
P1,28/11/2021,Sp Lisbon,Tondela,2,0,Sp Lisbon,Sp Lisbon,1,0.2,1.2,6,19,-2,-1.75,Draw,0,1.88,1.98,0.846741568,-2
P1,28/11/2021,Porto,Guimaraes,2,1,Porto,Porto,1,0.3,1.3,4.75,8,-1.75,-1.5,Guimaraes,-0.5,1.93,1.93,0.756747872,-1.75
T1,28/11/2021,Gaziantep,Konyaspor,3,2,Gaziantep,Konyaspor,0,-1,2.7,3.1,2.7,-0.25,0,Gaziantep,-0.5,2.02,1.83,0.65853768,0.25
T1,28/11/2021,Karagumruk,Trabzonspor,0,2,Trabzonspor,Trabzonspor,1,1.1,3.3,3.4,2.1,0.25,0.25,Trabzonspor,0.83,2.02,1.83,0.571907164,-0.25
T1,28/11/2021,Sivasspor,Hatayspor,4,0,Sivasspor,Hatayspor,0,-1,2.2,3.2,3.3,-0.25,-0.25,Sivasspor,-1,1.93,1.93,0.474049981,0.25
T1,28/11/2021,Yeni Malatyaspor,Galatasaray,0,0,Draw,Galatasaray,0,-1,4.75,3.6,1.7,0.5,0.75,Yeni Malatyaspor,-1,1.98,1.88,0.610533455,-0.5
G1,28/11/2021,OFI Crete,Ionikos,2,1,OFI Crete,OFI Crete,1,0.75,1.75,3.6,5,-0.5,-0.5,OFI Crete,0.85,1.85,2,0.466377324,-0.5
G1,28/11/2021,Olympiakos,Volos NFC,2,1,Olympiakos,Olympiakos,1,0.2,1.2,6.5,15,-2,-2,Volos NFC,-1,2.02,1.83,0.820117644,-2
G1,28/11/2021,Panathinaikos,Panetolikos,2,0,Panathinaikos,Panathinaikos,1,0.44,1.44,4.33,8,-1.25,-1.25,Panathinaikos,0.475,1.95,1.9,0.712649744,-1.25
G1,28/11/2021,PAOK,Aris,0,1,Aris,PAOK,0,-1,1.83,3.6,4.33,-0.75,-0.5,Aris,-1,1.95,1.9,0.537351699,-0.75
E1,29/11/2021,Derby,QPR,1,2,QPR,QPR,1,1.4,3,3.4,2.4,0,0.25,QPR,0.8,2.05,1.8,0.358750779,0
SP1,29/11/2021,Osasuna,Elche,1,1,Draw,Osasuna,0,-1,1.8,3.4,4.75,-0.75,-0.5,Elche,-0.5,2.07,1.83,0.478786104,-0.75
SP2,29/11/2021,Eibar,Girona,4,2,Eibar,Girona,0,-1,2.1,3.2,3.8,-0.25,-0.25,Eibar,-1,1.77,2.1,0.399343199,0.25
I2,29/11/2021,Ternana,Crotone,1,0,Ternana,Ternana,1,0,1,1,1,-0.5,-0.5,Ternana,0.85,1.85,2,0.81286059,-0.5
P1,29/11/2021,Estoril,Santa Clara,2,2,Draw,Estoril,0,-1,2.05,3.2,4,-0.25,-0.5,Santa Clara,-0.5,1.93,1.93,0.745028489,-0.25
T1,29/11/2021,Goztep,Fenerbahce,1,1,Draw,Fenerbahce,0,-1,3.8,3.3,2,0.25,0.5,Goztep,-0.5,1.88,1.98,0.574566397,-0.25
E0,30/11/2021,Newcastle,Norwich,1,1,Draw,Norwich,0,-1,1.95,3.5,3.9,-0.25,-0.5,Norwich,0.515,1.87,2.03,0.399365377,0.25
E0,30/11/2021,Leeds,Crystal Palace,1,0,Leeds,Crystal Palace,0,-1,2.4,3.3,3,-0.25,-0.25,Leeds,-0.5,1.86,2.04,0.516748461,0.25
EC,30/11/2021,Wrexham,Yeovil,0,2,Yeovil,Wrexham,0,-1,1.65,3.5,4.75,-1,-0.75,Yeovil,-1,1.98,1.83,0.511818623,-1
SC0,30/11/2021,Motherwell,Dundee United,1,0,Motherwell,Dundee United,0,-1,2.5,3.1,3,-0.25,0,Motherwell,-0.5,1.88,1.98,0.372378778,0.25
I1,30/11/2021,Atalanta,Venezia,4,0,Atalanta,Atalanta,1,0.22,1.22,6,12,-1.5,-1.75,Atalanta,0.86,1.86,2.04,0.650436073,-1.5
I1,30/11/2021,Fiorentina,Sampdoria,3,1,Fiorentina,Fiorentina,1,0.7,1.7,3.8,5,-0.75,-0.75,Fiorentina,1,2,1.9,0.393058921,-0.75
I1,30/11/2021,Salernitana,Juventus,0,2,Juventus,Juventus,1,0.3,9.5,5.5,1.3,1.25,1.5,Juventus,0.45,2,1.9,0.709766037,-1.25
I1,30/11/2021,Verona,Cagliari,0,0,Draw,Verona,0,-1,1.61,4,5.25,-1,-0.75,Cagliari,-1,1.93,1.97,0.679098861,-1
I2,30/11/2021,Cremonese,Frosinone,1,1,Draw,Frosinone,0,-1,2.4,3,2.87,0,0,Draw,0,1.77,2.1,0.458717683,0
I2,30/11/2021,Pisa,Perugia,1,1,Draw,Draw,1,2,2.3,3,3.2,-0.25,-0.25,Perugia,0,1.83,2.02,0.29922111,0.25
I2,30/11/2021,Monza,Cosenza,4,1,Monza,Monza,1,0.6,1.6,3.5,6,-0.75,-0.75,Monza,0.9,1.9,1.95,0.536277964,-0.75
I2,30/11/2021,Pordenone,Alessandria,2,0,Pordenone,Alessandria,0,-1,2.25,3.1,3,-0.25,-0.25,Pordenone,-1,2.02,1.83,0.451052546,0.25
I2,30/11/2021,Reggina,Ascoli,1,2,Ascoli,Ascoli,1,2.5,2.1,3.1,3.5,-0.25,-0.25,Ascoli,0.83,2.02,1.83,0.431372046,0.25
I2,30/11/2021,Spal,Lecce,1,3,Lecce,Lecce,1,1.1,3.5,3.1,2.1,0.25,0.25,Lecce,0.8,2.05,1.8,0.613282366,-0.25
I2,30/11/2021,Vicenza,Benevento,2,3,Benevento,Benevento,1,1.3,3,3.25,2.3,0.25,0.25,Benevento,0.525,1.8,2.05,0.670187783,-0.25
P1,30/11/2021,Sp Braga,Vizela,4,1,Sp Braga,Sp Braga,1,0.4,1.4,4.33,7,-1.25,-1,Sp Braga,1.02,2.02,1.83,0.448397177,-1.25
E0,1/12/2021,Southampton,Leicester,2,2,Draw,Leicester,0,-1,2.37,3.5,2.87,-0.25,-0.25,Leicester,0.43,2.04,1.86,0.536384231,0.25
E0,1/12/2021,Watford,Chelsea,1,2,Chelsea,Chelsea,1,0.3,10,5.25,1.3,1.5,1.5,Watford,-1,1.89,2.01,0.837561176,-1.5
E0,1/12/2021,West Ham,Brighton,1,1,Draw,West Ham,0,-1,1.95,3.6,3.8,-0.5,-0.5,Brighton,-1,2.05,1.85,0.572860434,-0.5
E0,1/12/2021,Wolves,Burnley,0,0,Draw,Wolves,0,-1,1.85,3.5,4.33,-0.5,-0.5,Burnley,-1,1.91,1.99,0.373676805,-0.5
E0,1/12/2021,Aston Villa,Man City,1,2,Man City,Man City,1,0.33,9,5.25,1.33,1.25,1.5,Aston Villa,-0.5,1.82,2.08,0.781077478,-1.25
E0,1/12/2021,Everton,Liverpool,1,4,Liverpool,Liverpool,1,0.36,7.5,5.25,1.36,1.5,1.25,Liverpool,1.05,1.85,2.05,0.922745923,-1.5
SC0,1/12/2021,Aberdeen,Livingston,2,0,Aberdeen,Livingston,0,-1,1.75,3.5,5,-0.75,-0.5,Aberdeen,-1,2.05,1.8,0.388916462,0.75
SC0,1/12/2021,Dundee,St Johnstone,1,0,Dundee,Dundee,1,1.62,2.62,3.25,2.7,0,0,Dundee,0.88,1.88,1.98,0.403120567,0
SC0,1/12/2021,Hibernian,Rangers,0,1,Rangers,Rangers,1,0.45,6.5,4.5,1.45,1,1,Draw,0,1.83,2.02,0.772971422,-1
SC0,1/12/2021,St Mirren,Ross County,0,0,Draw,Ross County,0,-1,2.05,3.3,3.8,-0.25,-0.25,Ross County,0.49,1.88,1.98,0.542732703,0.25
SP1,1/12/2021,Real Madrid,Ath Bilbao,1,0,Real Madrid,Real Madrid,1,0.44,1.44,4.75,7,-1,-1.25,Draw,0,1.81,2.09,0.658332836,-1
I1,1/12/2021,Bologna,Roma,1,0,Bologna,Roma,0,-1,3.1,3.6,2.2,0.25,0.25,Bologna,-1,1.75,2.05,0.577254901,-0.25
I1,1/12/2021,Inter,Spezia,2,0,Inter,Inter,1,0.18,1.18,7.5,13,-2.25,-2,Spezia,-0.5,1.97,1.93,0.921399872,-2.25
I1,1/12/2021,Genoa,Milan,0,3,Milan,Milan,1,0.66,5,4,1.66,1,0.75,Milan,0.95,1.95,1.95,0.69898559,-1
