Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,PredictH,PredictD,PredictA
P1,8/3/2020,Moreirense,Maritimo,2,0,Moreirense,Moreirense,1,1.2,2.2,3.1,3.5,-0.5,Moreirense,1.06,2.06,1.84,0.467629477,0.295832657,0.236537866
P1,8/3/2020,Gil Vicente,Santa Clara,1,1,Draw,Gil Vicente,0,-1,2.05,3.2,3.75,-0.25,Santa Clara,0,1.87,2.03,0.418874822,0.332670074,0.248455104
P1,8/3/2020,Sp Lisbon,Aves,2,0,Sp Lisbon,Sp Lisbon,1,0.25,1.25,5.75,11,-1.75,Sp Lisbon,0.535,2.07,1.83,0.692293174,0.193446456,0.11426037
P1,8/3/2020,Pacos Ferreira,Guimaraes,1,2,Guimaraes,Guimaraes,1,0.65,5,3.8,1.65,0.5,Guimaraes,0.93,1.97,1.93,0.128205076,0.250659415,0.621135509
T1,8/3/2020,Kasimpasa,Kayserispor,5,1,Kasimpasa,Kayserispor,0,-1,1.75,4,4.1,-0.5,Kasimpasa,-1,1.9,1.95,0.321185595,0.213381494,0.46543291
T1,8/3/2020,Rizespor,Alanyaspor,1,1,Draw,Alanyaspor,0,-1,2.75,3.4,2.45,0.25,Rizespor,0,1.77,2.1,0.244579558,0.289060554,0.466359888
T1,8/3/2020,Sivasspor,Galatasaray,2,2,Draw,Galatasaray,0,-1,2.55,3.6,2.55,0,Draw,0,1.95,1.9,0.231630372,0.285688106,0.482681522
E0,9/3/2020,Leicester,Aston Villa,4,0,Leicester,Leicester,1,0.36,1.36,5.25,8,-1,Leicester,0.85,1.85,2.05,0.583300183,0.231673525,0.185026292
D2,9/3/2020,Stuttgart,Bielefeld,1,1,Draw,Bielefeld,0,-1,1.75,3.8,4.33,-0.75,Bielefeld,0,2.02,1.83,0.209678145,0.322996817,0.467325038
I1,9/3/2020,Sassuolo,Brescia,3,0,Sassuolo,Sassuolo,1,0.75,1.75,3.75,4.5,-1,Sassuolo,0.81,1.81,2.09,0.529760414,0.263288239,0.206951346
I2,9/3/2020,Chievo,Cosenza,2,0,Chievo,Draw,0,-1,1.95,3.1,4.33,-0.5,Chievo,-1,1.83,2.02,0.323813563,0.372270904,0.303915533
F2,9/3/2020,Lens,Orleans,1,0,Lens,Lens,1,0.53,1.53,3.8,6.5,-1,Draw,0,2,1.85,0.718668378,0.199233848,0.082097774
T1,9/3/2020,Genclerbirligi,Antalyaspor,1,1,Draw,Genclerbirligi,0,-1,2.05,3.3,3.6,0,Draw,0,1.88,1.98,0.373588937,0.267702807,0.358708255
E2,10/3/2020,Blackpool,Tranmere,1,2,Tranmere,Blackpool,0,-1,1.65,3.9,5.25,-0.75,Tranmere,-1,1.98,1.88,0.553854576,0.250321753,0.195823672
E2,10/3/2020,Bristol Rvs,Sunderland,2,0,Bristol Rvs,Sunderland,0,-1,5.5,3.6,1.7,0.75,Bristol Rvs,-1,1.88,1.98,0.039762357,0.143482002,0.816755641
E2,10/3/2020,Burton,Bolton,2,2,Draw,Burton,0,-1,1.5,4.33,6.5,-1,Bolton,0,2.02,1.83,0.626001768,0.237799469,0.136198764
E2,10/3/2020,Portsmouth,Fleetwood Town,2,2,Draw,Draw,1,2.5,2,3.5,3.75,-0.25,Fleetwood Town,0,1.75,2.05,0.266412825,0.409593507,0.323993668
E3,10/3/2020,Carlisle,Newport County,2,0,Carlisle,Carlisle,1,1.8,2.8,3,2.7,0,Carlisle,0.98,1.98,1.88,0.380458825,0.341622337,0.277918838
EC,10/3/2020,Dag and Red,Fylde,1,2,Fylde,Dag and Red,0,-1,2.05,3.6,3.3,-0.25,Fylde,-1,1.95,1.85,0.472896196,0.315136124,0.21196768
EC,10/3/2020,Notts County,Aldershot,3,1,Notts County,Notts County,1,0.9,1.9,3.6,3.8,-0.5,Notts County,0.88,1.88,1.93,0.513886664,0.299042945,0.187070392
EC,10/3/2020,Woking,Barnet,1,3,Barnet,Barnet,1,1.4,2.8,3.4,2.4,0,Barnet,0.8,2,1.8,0.268113419,0.281915122,0.44997146
SC1,10/3/2020,Dundee,Ayr,2,0,Dundee,Draw,0,-1,2.1,3.25,3.6,-0.25,Dundee,-1,1.85,2,0.221262093,0.531345438,0.247392469
SC1,10/3/2020,Inverness C,Queen of Sth,3,1,Inverness C,Inverness C,1,0.55,1.55,4,5.75,-1,Inverness C,0.95,1.95,1.9,0.528232296,0.292675931,0.179091774
SC1,10/3/2020,Partick,Dunfermline,1,1,Draw,Dunfermline,0,-1,2.55,3.25,2.75,0,Draw,0,1.77,2.1,0.169364795,0.243444686,0.587190519
SC2,10/3/2020,Stranraer,Montrose,0,1,Montrose,Montrose,1,0.85,3.5,3.6,1.85,0.5,Montrose,0.83,2.02,1.83,0.10697215,0.143875427,0.749152423
SC3,10/3/2020,Elgin,Cowdenbeath,3,2,Elgin,Elgin,1,0.75,1.75,3.8,3.5,-0.75,Elgin,0.475,1.95,1.9,0.6560785,0.222763261,0.121158239
SC3,10/3/2020,Stirling,Cove Rangers,1,7,Cove Rangers,Cove Rangers,1,0.44,5.25,4.5,1.44,1,Cove Rangers,0.98,1.88,1.98,0.149926291,0.202343312,0.647730397
SP1,10/3/2020,Eibar,Sociedad,1,2,Sociedad,Sociedad,1,1.2,3.4,3.3,2.2,0.25,Sociedad,0.36,2.07,1.72,0.188242264,0.279314765,0.532442971
SC0,11/3/2020,St Mirren,Hearts,1,0,St Mirren,Hearts,0,-1,3,3.3,2.3,0.25,St Mirren,-1,1.95,1.9,0.279831789,0.279677486,0.440490726
D1,11/3/2020,M'gladbach,FC Koln,2,1,M'gladbach,FC Koln,0,-1,1.72,4,4.2,-0.5,M'gladbach,-1,2,1.93,0.347840679,0.224241906,0.427917415
T1,11/3/2020,Yeni Malatyaspor,Trabzonspor,1,3,Trabzonspor,Trabzonspor,1,1,3.6,3.5,2,0.5,Trabzonspor,0.93,1.93,1.93,0.038488144,0.089002746,0.87250911
T1,13/3/2020,Ankaragucu,Rizespor,2,1,Ankaragucu,Rizespor,0,-1,2.4,3.25,2.9,-0.25,Ankaragucu,-0.5,2,1.85,0.25494313,0.287532059,0.457524811
T1,13/3/2020,Kasimpasa,Goztep,2,0,Kasimpasa,Goztep,0,-1,2.2,3.6,3,-0.25,Kasimpasa,-1,1.98,1.88,0.28166527,0.245069866,0.473264863
EC,14/3/2020,Dover Athletic,Chesterfield,1,1,Draw,Dover Athletic,0,-1,2,3.4,3.75,-0.25,Chesterfield,0,1.9,1.9,0.386596344,0.244236161,0.369167495
EC,14/3/2020,Fylde,Aldershot,1,0,Fylde,Fylde,1,0.95,1.95,3.4,3.8,-0.5,Fylde,0.88,1.88,1.93,0.398315691,0.24064746,0.36103685
EC,14/3/2020,Maidenhead,Stockport,1,2,Stockport,Stockport,1,1.6,2.5,3.5,2.6,0.25,Stockport,0.525,1.75,2.05,0.1878492,0.318185087,0.493965713
EC,14/3/2020,Notts County,Eastleigh,4,0,Notts County,Notts County,1,0.75,1.75,3.5,4.75,-0.75,Notts County,0.83,1.83,1.98,0.665200109,0.226661328,0.108138563
EC,14/3/2020,Sutton,Hartlepool,1,1,Draw,Draw,1,2.5,2.55,3.5,2.62,-0.25,Hartlepool,0,2.02,1.77,0.267069216,0.388441273,0.344489511
EC,14/3/2020,Halifax,Ebbsfleet,0,1,Ebbsfleet,Draw,0,-1,1.61,4,5,-0.75,Ebbsfleet,-1,1.83,1.98,0.334379177,0.341539623,0.3240812
T1,14/3/2020,Denizlispor,Genclerbirligi,1,0,Denizlispor,Genclerbirligi,0,-1,2.37,3.3,2.87,-0.25,Denizlispor,-0.5,1.98,1.88,0.226443951,0.322205832,0.451350218
T1,14/3/2020,Alanyaspor,Gaziantep,1,0,Alanyaspor,Gaziantep,0,-1,1.53,4,6,-0.75,Alanyaspor,-0.5,1.83,2.02,0.295901976,0.336099718,0.367998306
T1,14/3/2020,Konyaspor,Fenerbahce,1,0,Konyaspor,Fenerbahce,0,-1,3.4,3.2,2.2,0.25,Konyaspor,-1,1.93,1.93,0.125802225,0.239927554,0.634270221
T1,15/3/2020,Kayserispor,Yeni Malatyaspor,2,1,Kayserispor,Yeni Malatyaspor,0,-1,2.55,3.3,2.7,-0.25,Kayserispor,-0.5,2.02,1.83,0.327682469,0.234891721,0.43742581
T1,15/3/2020,Trabzonspor,Buyuksehyr,1,1,Draw,Buyuksehyr,0,-1,2.3,3.4,3,-0.25,Buyuksehyr,0,1.95,1.9,0.271923692,0.222616377,0.505459931
T1,15/3/2020,Galatasaray,Besiktas,0,0,Draw,Galatasaray,0,-1,1.95,3.5,3.75,-0.5,Besiktas,0,2.02,1.83,0.583743652,0.217782706,0.198473642
T1,16/3/2020,Antalyaspor,Sivasspor,1,0,Antalyaspor,Sivasspor,0,-1,3,3.5,2.25,0.25,Antalyaspor,-1,1.85,2,0.109395583,0.167760958,0.72284346
T1,17/3/2020,Goztep,Rizespor,2,0,Goztep,Rizespor,0,-1,1.95,3.5,3.8,-0.5,Goztep,-1,2.05,1.8,0.293441849,0.300018217,0.406539934
D1,16/5/2020,Augsburg,Wolfsburg,1,2,Wolfsburg,Wolfsburg,1,1.1,3.4,3.5,2.1,0.25,Wolfsburg,0.44,2.05,1.88,0.108108115,0.169302111,0.722589774
D1,16/5/2020,Dortmund,Schalke 04,4,0,Dortmund,Dortmund,1,0.5,1.5,4.33,6,-1,Dortmund,0.97,1.97,1.96,0.87560692,0.093047886,0.031345194
D1,16/5/2020,Fortuna Dusseldorf,Paderborn,0,0,Draw,Paderborn,0,-1,2.1,3.6,3.25,-0.25,Paderborn,0,1.95,1.98,0.365594381,0.237832746,0.396572872
D1,16/5/2020,Hoffenheim,Hertha,0,3,Hertha,Hoffenheim,0,-1,2.1,3.6,3.2,-0.25,Hertha,-1,1.94,1.99,0.471912654,0.237406279,0.290681067
D1,16/5/2020,RB Leipzig,Freiburg,1,1,Draw,RB Leipzig,0,-1,1.3,5.5,9,-1.5,Freiburg,0,2.02,1.77,0.748542974,0.190051993,0.061405034
D1,16/5/2020,Ein Frankfurt,M'gladbach,1,3,M'gladbach,M'gladbach,1,1.25,2.9,3.6,2.25,0.25,M'gladbach,1.13,1.81,2.13,0.117185822,0.18134972,0.701464458
D2,16/5/2020,Bochum,Heidenheim,3,0,Bochum,Heidenheim,0,-1,2.6,3.25,2.7,0,Bochum,-1,2,1.85,0.300458454,0.301426983,0.398114563
D2,16/5/2020,Erzgebirge Aue,Sandhausen,3,1,Erzgebirge Aue,Erzgebirge Aue,1,1.5,2.5,3.3,2.75,0,Erzgebirge Aue,0.98,1.98,1.88,0.474286694,0.282880619,0.242832687
D2,16/5/2020,Karlsruhe,Darmstadt,2,0,Karlsruhe,Darmstadt,0,-1,2.62,3.3,2.6,0,Karlsruhe,-1,1.93,1.93,0.10567473,0.249180596,0.645144674
D2,16/5/2020,Regensburg,Holstein Kiel,2,2,Draw,Holstein Kiel,0,-1,2.7,3.4,2.5,0.25,Regensburg,0,1.72,2.07,0.195027034,0.218411276,0.58656169
D1,17/5/2020,FC Koln,Mainz,2,2,Draw,FC Koln,0,-1,1.85,3.9,3.9,-0.5,Mainz,0,1.77,2.02,0.626605954,0.204608105,0.168785941
D1,17/5/2020,Union Berlin,Bayern Munich,0,2,Bayern Munich,Bayern Munich,1,0.18,15,7,1.18,2.25,Union Berlin,-0.5,1.9,2.03,0.014640399,0.044702911,0.940656691
D2,17/5/2020,Bielefeld,Osnabruck,1,1,Draw,Bielefeld,0,-1,1.7,3.6,5,-0.75,Osnabruck,0,1.88,1.98,0.771252078,0.154028295,0.074719627
D2,17/5/2020,Greuther Furth,Hamburg,2,2,Draw,Greuther Furth,0,-1,4.33,3.6,1.83,0.5,Greuther Furth,0,1.93,1.93,0.554437876,0.227500336,0.218061788
D2,17/5/2020,St Pauli,Nurnberg,1,0,St Pauli,St Pauli,1,1.4,2.4,3.25,2.9,-0.25,St Pauli,0.49,1.98,1.88,0.507990558,0.271629523,0.220379919
D2,17/5/2020,Wehen,Stuttgart,2,1,Wehen,Stuttgart,0,-1,4.75,4,1.66,1,Wehen,-1,1.83,2.02,0.176175883,0.301799941,0.522024176
D1,18/5/2020,Werder Bremen,Leverkusen,1,4,Leverkusen,Leverkusen,1,0.66,4.75,4,1.66,0.5,Leverkusen,0.91,2.02,1.91,0.01296883,0.05291308,0.93411809
D1,22/5/2020,Hertha,Union Berlin,4,0,Hertha,Hertha,1,1.3,2.3,3.4,3,-0.25,Hertha,1.03,2.03,1.87,0.388581099,0.239880952,0.371537949
D2,22/5/2020,Heidenheim,Wehen,1,0,Heidenheim,Wehen,0,-1,1.75,3.8,4.33,-0.75,Heidenheim,-0.5,2.02,1.83,0.260160564,0.333125655,0.406713781
D2,22/5/2020,Nurnberg,Erzgebirge Aue,1,1,Draw,Erzgebirge Aue,0,-1,1.9,3.6,3.75,-0.5,Erzgebirge Aue,0,2.05,1.8,0.211328013,0.293444293,0.495227695
D1,23/5/2020,Freiburg,Werder Bremen,0,1,Werder Bremen,Freiburg,0,-1,2.15,3.75,3,-0.25,Werder Bremen,-1,1.87,2.03,0.659742867,0.231946195,0.108310937
D1,23/5/2020,M'gladbach,Leverkusen,1,3,Leverkusen,Leverkusen,1,1.75,2.3,3.75,2.75,0,Leverkusen,1.03,1.87,2.03,0.255628327,0.230723991,0.513647682
D1,23/5/2020,Paderborn,Hoffenheim,1,1,Draw,Paderborn,0,-1,3.1,3.8,2.1,0.25,Paderborn,0,1.99,1.91,0.370538432,0.30216824,0.327293327
D1,23/5/2020,Wolfsburg,Dortmund,0,2,Dortmund,Dortmund,1,0.72,4.2,4,1.72,0.5,Dortmund,0.95,1.95,1.95,0.113286756,0.157351422,0.729361822
D1,23/5/2020,Bayern Munich,Ein Frankfurt,5,2,Bayern Munich,Bayern Munich,1,0.16,1.16,7.5,13,-2.5,Bayern Munich,1.1,2.1,1.8,0.963748067,0.029524015,0.006727918
D2,23/5/2020,Darmstadt,St Pauli,4,0,Darmstadt,St Pauli,0,-1,2.37,3.3,2.9,0,Darmstadt,-1,1.9,1.95,0.243165824,0.356227656,0.400606519
D2,23/5/2020,Osnabruck,Hannover,2,4,Hannover,Hannover,1,1.35,2.87,3.4,2.35,0.25,Hannover,1.02,1.83,2.02,0.139740364,0.196036019,0.664223617
D2,23/5/2020,Sandhausen,Regensburg,0,0,Draw,Regensburg,0,-1,2.25,3.4,3.2,-0.25,Regensburg,0,1.98,1.88,0.357555059,0.240358736,0.402086204
D1,24/5/2020,Schalke 04,Augsburg,0,3,Augsburg,Augsburg,1,2.6,2,3.5,3.6,-0.5,Augsburg,0.85,2.05,1.85,0.258284139,0.299374898,0.442340963
D1,24/5/2020,Mainz,RB Leipzig,0,5,RB Leipzig,RB Leipzig,1,0.44,6.5,4.5,1.44,1.5,RB Leipzig,1.06,1.84,2.06,0.089485387,0.17418629,0.736328323
D1,24/5/2020,FC Koln,Fortuna Dusseldorf,2,2,Draw,FC Koln,0,-1,1.72,4,4.2,-0.75,Fortuna Dusseldorf,0,2.02,1.77,0.718134294,0.166741904,0.115123802
D2,24/5/2020,Hamburg,Bielefeld,0,0,Draw,Bielefeld,0,-1,2.05,3.4,3.5,-0.5,Bielefeld,0,2,1.85,0.166981483,0.230781051,0.602237466
D2,24/5/2020,Holstein Kiel,Stuttgart,3,2,Holstein Kiel,Stuttgart,0,-1,3.3,3.6,2.05,0.5,Holstein Kiel,-1,1.9,1.95,0.2590674,0.237049778,0.503882822
D2,24/5/2020,Karlsruhe,Bochum,0,0,Draw,Bochum,0,-1,2.37,3.5,2.8,0,Draw,0,1.8,2.05,0.188565577,0.243294553,0.568139871
D1,26/5/2020,Dortmund,Bayern Munich,0,1,Bayern Munich,Bayern Munich,1,0.85,3.6,4.33,1.85,0.75,Bayern Munich,0.525,1.88,2.05,0.306808402,0.220431816,0.472759782
D1,26/5/2020,Ein Frankfurt,Freiburg,3,3,Draw,Ein Frankfurt,0,-1,1.95,3.75,3.5,-0.5,Freiburg,0,2.1,1.83,0.389971571,0.318739284,0.291289145
D1,26/5/2020,Leverkusen,Wolfsburg,1,4,Wolfsburg,Leverkusen,0,-1,1.72,4.2,4.33,-0.75,Wolfsburg,-1,1.83,2.1,0.630643819,0.218055615,0.151300566
D1,26/5/2020,Werder Bremen,M'gladbach,0,0,Draw,M'gladbach,0,-1,4.33,4,1.72,0.75,Werder Bremen,0,2.03,1.9,0.054075457,0.107424559,0.838499983
D2,26/5/2020,Erzgebirge Aue,Darmstadt,1,3,Darmstadt,Darmstadt,1,1.75,2.5,3.3,2.75,0,Darmstadt,0.95,1.9,1.95,0.246954991,0.32472308,0.428321929
D2,26/5/2020,Greuther Furth,Osnabruck,0,2,Osnabruck,Greuther Furth,0,-1,2.05,3.5,3.4,-0.25,Osnabruck,-1,1.83,2.02,0.597883731,0.197169995,0.204946274
D2,26/5/2020,Regensburg,Nurnberg,2,2,Draw,Nurnberg,0,-1,2.9,3.25,2.4,0.25,Regensburg,0,1.77,2.1,0.260101597,0.321314356,0.418584047
D2,26/5/2020,Wehen,Sandhausen,0,1,Sandhausen,Wehen,0,-1,2.8,3.4,2.37,0.25,Sandhausen,-0.5,1.75,2.05,0.480648026,0.30025834,0.219093634
D1,27/5/2020,RB Leipzig,Hertha,2,2,Draw,RB Leipzig,0,-1,1.3,5.5,6,-1.5,Hertha,0,1.87,2.06,0.746252335,0.160403184,0.09334448
D1,27/5/2020,Augsburg,Paderborn,0,0,Draw,Augsburg,0,-1,1.9,3.75,3.8,-0.5,Paderborn,0,1.96,1.97,0.480300404,0.254067033,0.265632564
D1,27/5/2020,Fortuna Dusseldorf,Schalke 04,2,1,Fortuna Dusseldorf,Fortuna Dusseldorf,1,1.6,2.6,3.4,2.7,0,Fortuna Dusseldorf,0.7,1.7,2.1,0.562206236,0.299996545,0.13779722
D1,27/5/2020,Hoffenheim,FC Koln,3,1,Hoffenheim,FC Koln,0,-1,2.3,3.6,2.8,0,Hoffenheim,-1,1.81,2.13,0.124335428,0.162122064,0.713542507
D1,27/5/2020,Union Berlin,Mainz,1,1,Draw,Mainz,0,-1,2.2,3.5,3.1,-0.25,Mainz,0,2.09,1.84,0.318764288,0.257494567,0.423741145
D2,27/5/2020,Bochum,Holstein Kiel,2,1,Bochum,Bochum,1,1.62,2.62,3.5,2.5,0,Bochum,0.85,1.85,2,0.458653573,0.240808958,0.300537469
D2,27/5/2020,Hannover,Karlsruhe,1,1,Draw,Hannover,0,-1,1.75,3.75,4.5,-0.75,Karlsruhe,0,2,1.85,0.58270849,0.257765289,0.159526222
D2,27/5/2020,St Pauli,Heidenheim,0,0,Draw,Heidenheim,0,-1,2.4,3.4,2.8,0,Draw,0,1.8,2.05,0.300996727,0.347893783,0.351109489
D2,28/5/2020,Stuttgart,Hamburg,3,2,Stuttgart,Stuttgart,1,1.15,2.15,3.5,3.1,-0.25,Stuttgart,0.55,2.1,1.77,0.393689749,0.260323945,0.345986305
D1,29/5/2020,Freiburg,Leverkusen,0,1,Leverkusen,Leverkusen,1,0.66,4.75,4.2,1.66,0.75,Leverkusen,0.47,1.99,1.94,0.097122971,0.17253444,0.730342589
D2,29/5/2020,Darmstadt,Greuther Furth,1,1,Draw,Darmstadt,0,-1,2.05,3.4,3.5,-0.25,Greuther Furth,0,1.75,2.05,0.53916419,0.261586667,0.199249143
D2,29/5/2020,Osnabruck,Regensburg,2,2,Draw,Osnabruck,0,-1,2.3,3.4,3,-0.25,Regensburg,0,1.93,1.93,0.558185526,0.227162224,0.21465225
D1,30/5/2020,Hertha,Augsburg,2,0,Hertha,Hertha,1,0.9,1.9,3.75,3.75,-0.75,Hertha,1.02,2.02,1.91,0.661016094,0.188259732,0.150724174
D1,30/5/2020,Mainz,Hoffenheim,0,1,Hoffenheim,Hoffenheim,1,1.37,2.75,3.75,2.37,0,Hoffenheim,1.05,1.75,2.05,0.303837357,0.265632445,0.430530198
D1,30/5/2020,Schalke 04,Werder Bremen,0,1,Werder Bremen,Werder Bremen,1,1.8,2.5,3.4,2.8,0,Werder Bremen,0.98,1.95,1.98,0.256745192,0.359707455,0.383547354
D1,30/5/2020,Wolfsburg,Ein Frankfurt,1,2,Ein Frankfurt,Wolfsburg,0,-1,1.95,3.75,3.75,-0.5,Ein Frankfurt,-1,2.05,1.88,0.747859632,0.146152605,0.105987763
D1,30/5/2020,Bayern Munich,Fortuna Dusseldorf,5,0,Bayern Munich,Bayern Munich,1,0.08,1.08,13,19,-2.75,Bayern Munich,0.85,1.85,2.08,0.967664387,0.026947013,0.0053886
D2,30/5/2020,Holstein Kiel,Bielefeld,1,2,Bielefeld,Bielefeld,1,1.4,2.8,3.3,2.4,0.25,Bielefeld,0.5,1.85,2,0.183114609,0.262042983,0.554842408
D2,30/5/2020,Karlsruhe,St Pauli,1,1,Draw,Draw,1,2.25,2.5,3.25,2.8,0,Draw,0,1.95,1.9,0.322100502,0.392447294,0.285452205
D2,30/5/2020,Nurnberg,Bochum,0,0,Draw,Bochum,0,-1,2.15,3.3,3.4,-0.5,Bochum,0,1.95,1.9,0.181328827,0.25234513,0.566326043
D2,30/5/2020,Sandhausen,Hannover,3,1,Sandhausen,Hannover,0,-1,2.8,3.2,2.5,0,Sandhausen,-1,1.93,1.93,0.125334086,0.196941861,0.677724053
D1,31/5/2020,M'gladbach,Union Berlin,4,1,M'gladbach,M'gladbach,1,0.5,1.5,4.5,6,-1.25,M'gladbach,1.05,2.05,1.75,0.670867338,0.200998876,0.128133786
D1,31/5/2020,Paderborn,Dortmund,1,6,Dortmund,Dortmund,1,0.33,8.5,5.5,1.33,1.75,Dortmund,1.02,1.77,2.02,0.014690885,0.079762301,0.905546814
D2,31/5/2020,Dresden,Stuttgart,0,2,Stuttgart,Stuttgart,1,0.36,8,4.75,1.36,0.75,Stuttgart,0.83,2.02,1.83,0.233400527,0.231307781,0.535291692
D2,31/5/2020,Hamburg,Wehen,3,2,Hamburg,Hamburg,1,0.4,1.4,4.75,7,-1.25,Wehen,-0.5,1.88,1.98,0.474603773,0.290195606,0.235200621
D2,31/5/2020,Heidenheim,Erzgebirge Aue,3,0,Heidenheim,Draw,0,-1,1.9,3.5,4,-0.5,Heidenheim,-1,1.88,1.98,0.329735462,0.359053409,0.311211128
D1,1/6/2020,FC Koln,RB Leipzig,2,4,RB Leipzig,RB Leipzig,1,0.53,5.5,4.6,1.53,1,RB Leipzig,0.84,2.09,1.84,0.081391163,0.122325961,0.796282876
D1,3/6/2020,Werder Bremen,Ein Frankfurt,0,3,Ein Frankfurt,Ein Frankfurt,1,1.55,2.75,3.4,2.55,0.25,Ein Frankfurt,1.1,1.83,2.1,0.163403523,0.193958079,0.642638398
D2,3/6/2020,Hannover,Dresden,3,0,Hannover,Hannover,1,0.7,1.7,4,4.5,-0.75,Hannover,0.8,1.8,2.05,0.598354193,0.222783737,0.17886207
P1,3/6/2020,Portimonense,Gil Vicente,1,0,Portimonense,Gil Vicente,0,-1,2.45,3.3,2.8,-0.25,Portimonense,-0.5,1.99,1.91,0.144909889,0.306372897,0.548717214
P1,3/6/2020,Famalicao,Porto,2,1,Famalicao,Porto,0,-1,7,4.75,1.4,1.25,Famalicao,-1,1.82,2.08,0.054947889,0.113381406,0.831670705
P1,4/6/2020,Maritimo,Setubal,1,1,Draw,Draw,1,2.1,2.15,3.1,3.6,-0.5,Setubal,0,2,1.9,0.247458513,0.38864546,0.363896028
P1,4/6/2020,Benfica,Tondela,0,0,Draw,Benfica,0,-1,1.16,7,15,-2,Tondela,0,1.97,1.93,0.759634653,0.178848914,0.061516433
P1,4/6/2020,Guimaraes,Sp Lisbon,2,2,Draw,Guimaraes,0,-1,2.37,3.6,2.75,-0.25,Sp Lisbon,0,2.09,1.81,0.440674858,0.293791022,0.265534119
D1,5/6/2020,Freiburg,M'gladbach,1,0,Freiburg,M'gladbach,0,-1,4.5,4,1.72,0.75,Freiburg,-1,2.05,1.85,0.149152395,0.267129299,0.583718306
D2,5/6/2020,Bochum,St Pauli,2,0,Bochum,Bochum,1,1.3,2.3,3.3,3.1,-0.25,Bochum,0.93,1.93,1.93,0.415139581,0.363657338,0.221203081
D2,5/6/2020,Greuther Furth,Sandhausen,1,2,Sandhausen,Greuther Furth,0,-1,2.5,3.3,2.75,0,Sandhausen,-1,1.88,1.98,0.394911071,0.282795799,0.32229313
P1,5/6/2020,Santa Clara,Sp Braga,3,2,Santa Clara,Sp Braga,0,-1,5.5,4,1.57,1,Santa Clara,-1,1.98,1.92,0.123857387,0.228488659,0.647653954
P1,5/6/2020,Aves,Belenenses,0,2,Belenenses,Belenenses,1,1.45,2.8,3.3,2.45,0,Belenenses,0.85,2.05,1.85,0.183613013,0.333752625,0.482634362
D1,6/6/2020,Ein Frankfurt,Mainz,0,2,Mainz,Ein Frankfurt,0,-1,2,3.75,3.5,-0.5,Mainz,-1,1.97,1.96,0.641276417,0.194619811,0.164103772
D1,6/6/2020,Fortuna Dusseldorf,Hoffenheim,2,2,Draw,Hoffenheim,0,-1,2.75,3.6,2.4,0,Draw,0,1.82,2.11,0.266055726,0.253021273,0.480923001
D1,6/6/2020,Leverkusen,Bayern Munich,2,4,Bayern Munich,Bayern Munich,1,0.44,6,4.75,1.44,1.75,Bayern Munich,0.51,1.91,2.02,0.035545623,0.099216465,0.865237912
D1,6/6/2020,RB Leipzig,Paderborn,1,1,Draw,RB Leipzig,0,-1,1.14,8,15,-2.5,Paderborn,0,1.77,2.02,0.875613825,0.091882511,0.032503664
D1,6/6/2020,Dortmund,Hertha,1,0,Dortmund,Dortmund,1,0.33,1.33,5.5,7.5,-1.25,Hertha,-0.5,1.95,1.98,0.774028542,0.13915387,0.086817588
D2,6/6/2020,Bielefeld,Nurnberg,1,1,Draw,Bielefeld,0,-1,1.85,3.6,4.1,-0.25,Nurnberg,0,1.83,2.02,0.529664064,0.325830076,0.144505859
D2,6/6/2020,Regensburg,Darmstadt,3,0,Regensburg,Darmstadt,0,-1,2.62,3.4,2.55,-0.25,Regensburg,-1,2.05,1.8,0.148363445,0.227803436,0.623833118
D2,6/6/2020,Wehen,Dresden,2,3,Dresden,Wehen,0,-1,2.15,3.2,3.1,-0.5,Dresden,-1,1.98,1.88,0.441114417,0.315187595,0.243697988
P1,6/6/2020,Boavista,Moreirense,0,1,Moreirense,Moreirense,1,2.1,2.4,3.1,3.1,0,Moreirense,0.99,1.91,1.99,0.141544323,0.2604805,0.597975177
G1,6/6/2020,Panionios,Volos NFC,1,0,Panionios,Volos NFC,0,-1,2.05,3.4,3.6,-0.5,Panionios,-1,1.85,2,0.171299488,0.402448328,0.426252184
G1,6/6/2020,Aris,OFI Crete,3,1,Aris,Aris,1,0.72,1.72,3.4,5,-0.75,Aris,0.85,1.85,2,0.444504998,0.258971233,0.296523769
D1,7/6/2020,Werder Bremen,Wolfsburg,0,1,Wolfsburg,Wolfsburg,1,1.05,3.6,3.5,2.05,0.5,Wolfsburg,0.95,1.98,1.95,0.056483889,0.182445786,0.761070325
D1,7/6/2020,Union Berlin,Schalke 04,1,1,Draw,Union Berlin,0,-1,2.37,3.25,3,-0.25,Schalke 04,0,2.02,1.91,0.561932732,0.288625481,0.149441787
D1,7/6/2020,Augsburg,FC Koln,1,1,Draw,FC Koln,0,-1,2.7,3.5,2.45,0.25,Augsburg,0,1.83,2.07,0.199723896,0.1965221,0.603754004
D2,7/6/2020,Erzgebirge Aue,Karlsruhe,1,0,Erzgebirge Aue,Karlsruhe,0,-1,2.25,3.25,3.2,0,Erzgebirge Aue,-1,1.83,2.02,0.258168178,0.308531373,0.433300449
