Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,prediction,Hit?,odds,B365H,B365D,B365A,AHCh,AHCh_res,AHCh_odds,B365CAHH,B365CAHA,PredictH,PredictD,PredictA
E3,18/1/2020,Northampton,Morecambe,4,1,Northampton,Northampton,1,0.57,1.57,4,7,-0.75,Northampton,0.9,1.9,1.95,0.560604458,0.251621927,0.187773614
E3,18/1/2020,Oldham,Carlisle,1,1,Draw,Oldham,0,-1,2.05,4,3.5,-0.25,Carlisle,0,1.72,2.07,0.361572639,0.322918792,0.315508569
E3,18/1/2020,Plymouth,Mansfield,3,1,Plymouth,Plymouth,1,0.95,1.95,3.75,4,-0.5,Plymouth,0.85,1.85,2,0.786091669,0.130398,0.083510331
E3,18/1/2020,Port Vale,Leyton Orient,1,0,Port Vale,Port Vale,1,1.2,2.2,3.25,3.8,-0.25,Port Vale,0.425,1.85,2,0.537082395,0.248726099,0.214191506
E3,18/1/2020,Walsall,Crawley Town,2,1,Walsall,Crawley Town,0,-1,2.2,3.6,3.4,-0.25,Walsall,-0.5,2.1,1.77,0.311675597,0.252006134,0.436318268
EC,18/1/2020,Aldershot,Chorley,3,3,Draw,Aldershot,0,-1,2,3.4,3.75,-0.5,Chorley,0,1.88,1.93,0.696455034,0.231395635,0.072149331
EC,18/1/2020,Eastleigh,Chesterfield,0,2,Chesterfield,Eastleigh,0,-1,1.95,3.5,3.75,-0.25,Chesterfield,-1,1.8,2,0.391701195,0.244179347,0.364119458
EC,18/1/2020,Ebbsfleet,Harrogate,0,2,Harrogate,Harrogate,1,0.95,3.8,3.4,1.95,0.75,Harrogate,0.85,1.95,1.85,0.069838297,0.140620071,0.789541632
EC,18/1/2020,Fylde,Torquay,2,3,Torquay,Fylde,0,-1,1.95,3.5,3.8,-0.5,Torquay,-1,1.93,1.88,0.606591778,0.250280596,0.143127626
EC,18/1/2020,Halifax,Maidenhead,5,2,Halifax,Draw,0,-1,2,3.5,3.6,-0.5,Halifax,-1,1.9,1.9,0.358552246,0.366205529,0.275242225
EC,18/1/2020,Notts County,Dover Athletic,0,0,Draw,Notts County,0,-1,1.95,3.6,3.6,-0.5,Dover Athletic,0,2.02,1.77,0.522178717,0.309520749,0.168300534
EC,18/1/2020,Solihull,Boreham Wood,0,2,Boreham Wood,Draw,0,-1,2.15,3.4,3.3,-0.25,Boreham Wood,-1,1.8,2,0.293799606,0.381805492,0.324394902
EC,18/1/2020,Stockport,Sutton,0,0,Draw,Sutton,0,-1,1.9,3.4,4,0,Draw,0,1.83,1.98,0.30923432,0.238991815,0.451773865
EC,18/1/2020,Wrexham,Woking,3,0,Wrexham,Wrexham,1,1.05,2.05,3.4,3.5,-0.25,Wrexham,0.88,1.88,1.93,0.512069976,0.251938857,0.235991166
EC,18/1/2020,Yeovil,Hartlepool,2,2,Draw,Yeovil,0,-1,1.66,3.8,5,-0.75,Hartlepool,0,1.93,1.88,0.529280971,0.234028418,0.23669061
EC,18/1/2020,Barrow,Bromley,2,0,Barrow,Barrow,1,0.9,1.9,3.6,3.75,-0.5,Barrow,0.85,1.85,1.95,0.719906945,0.170096137,0.109996918
SC3,18/1/2020,Annan Athletic,Stirling,2,3,Stirling,Stirling,1,1.62,2.5,3.5,2.62,0.25,Stirling,0.525,1.8,2.05,0.080848011,0.168771432,0.750380556
SC3,18/1/2020,Cove Rangers,Cowdenbeath,3,1,Cove Rangers,Cove Rangers,1,0.28,1.28,5.25,10,-1.75,Cove Rangers,0.5,2,1.8,0.622460724,0.22105297,0.156486305
SC3,18/1/2020,Elgin,Stenhousemuir,2,3,Stenhousemuir,Elgin,0,-1,1.66,3.8,5,-0.75,Stenhousemuir,-1,1.77,2.1,0.764656799,0.157015058,0.078328143
D1,18/1/2020,Augsburg,Dortmund,3,5,Dortmund,Dortmund,1,0.65,4.75,4.33,1.65,1,Dortmund,0.86,2.07,1.86,0.280222327,0.215800342,0.503977331
D1,18/1/2020,FC Koln,Wolfsburg,3,1,FC Koln,Wolfsburg,0,-1,2.75,3.4,2.55,0.25,FC Koln,-1,1.9,2.03,0.305461625,0.346270476,0.348267898
D1,18/1/2020,Fortuna Dusseldorf,Werder Bremen,0,1,Werder Bremen,Fortuna Dusseldorf,0,-1,2.75,3.5,2.5,0,Werder Bremen,-1,1.99,1.94,0.38648508,0.27183165,0.341683269
D1,18/1/2020,Hoffenheim,Ein Frankfurt,1,2,Ein Frankfurt,Hoffenheim,0,-1,2.4,3.6,2.8,-0.25,Ein Frankfurt,-1,2.15,1.79,0.631088079,0.197874972,0.171036949
D1,18/1/2020,Mainz,Freiburg,1,2,Freiburg,Freiburg,1,2.25,2.2,3.4,3.25,-0.25,Freiburg,0.97,1.96,1.97,0.33089996,0.256241815,0.412858225
D1,18/1/2020,RB Leipzig,Union Berlin,3,1,RB Leipzig,RB Leipzig,1,0.25,1.25,6,11,-1.75,RB Leipzig,0.505,2.01,1.92,0.795199403,0.131551173,0.073249424
SP1,18/1/2020,Levante,Alaves,0,1,Alaves,Levante,0,-1,2.05,3.4,3.75,-0.25,Alaves,-1,1.85,2.08,0.470931521,0.223803868,0.305264611
SP1,18/1/2020,Real Madrid,Sevilla,2,1,Real Madrid,Real Madrid,1,0.6,1.6,4.33,5.25,-0.75,Real Madrid,0.41,1.82,2.11,0.526034215,0.369355999,0.104609786
SP1,18/1/2020,Osasuna,Valladolid,0,0,Draw,Osasuna,0,-1,1.8,3.4,5,-0.5,Valladolid,0,1.92,2.01,0.398197092,0.284299013,0.317503895
SP1,18/1/2020,Eibar,Ath Madrid,2,0,Eibar,Ath Madrid,0,-1,5.25,3.3,1.8,0.75,Eibar,-1,1.89,2.04,0.132340092,0.362520023,0.505139885
SP2,18/1/2020,Numancia,Sp Gijon,2,0,Numancia,Draw,0,-1,2.25,3,3.5,-0.25,Numancia,-1,2.13,1.75,0.363120689,0.366575785,0.270303526
SP2,18/1/2020,Lugo,Albacete,1,0,Lugo,Albacete,0,-1,2.75,2.8,2.87,0,Lugo,-1,1.95,1.9,0.235246637,0.306902868,0.457850495
SP2,18/1/2020,Ponferradina,Vallecano,1,1,Draw,Vallecano,0,-1,2.4,3.1,3.1,0,Draw,0,2.02,1.83,0.239608521,0.361122043,0.399269436
I1,18/1/2020,Lazio,Sampdoria,5,1,Lazio,Lazio,1,0.4,1.4,4.75,8,-1.25,Lazio,0.87,1.87,2.06,0.678461171,0.206753459,0.11478537
I1,18/1/2020,Sassuolo,Torino,2,1,Sassuolo,Torino,0,-1,2.55,3.5,2.7,-0.25,Sassuolo,-0.5,2.14,1.8,0.179027379,0.247966937,0.573005684
I1,18/1/2020,Napoli,Fiorentina,0,2,Fiorentina,Napoli,0,-1,1.61,4.1,5.5,-1,Fiorentina,-1,2.13,1.81,0.381870943,0.320176866,0.297952191
I2,18/1/2020,Cremonese,Venezia,0,0,Draw,Draw,1,2.1,2.05,3.1,4,-0.25,Venezia,0,1.77,2.1,0.242094815,0.416913186,0.340992
I2,18/1/2020,Juve Stabia,Empoli,1,0,Juve Stabia,Juve Stabia,1,2.4,3.4,3.1,2.25,0.25,Juve Stabia,0.8,1.8,2.05,0.549621403,0.273998839,0.176379759
I2,18/1/2020,Livorno,Virtus Entella,4,4,Draw,Virtus Entella,0,-1,2.4,3.1,3.1,0,Draw,0,1.77,2.1,0.084619424,0.252637093,0.662743483
I2,18/1/2020,Trapani,Ascoli,3,1,Trapani,Ascoli,0,-1,2.4,3.1,3.1,-0.25,Trapani,-1,1.9,1.95,0.248558953,0.250587122,0.500853925
I2,18/1/2020,Chievo,Perugia,2,0,Chievo,Chievo,1,1,2,3.1,4.2,-0.25,Chievo,0.75,1.75,2.05,0.39804485,0.29036394,0.31159121
F2,18/1/2020,Guingamp,Lens,1,1,Draw,Lens,0,-1,2.6,3.2,2.75,0.25,Guingamp,0,1.75,2.13,0.197407992,0.247850149,0.554741859
B1,18/1/2020,Eupen,Charleroi,1,1,Draw,Charleroi,0,-1,3.3,3.3,2.2,0.5,Eupen,0,1.85,2,0.074159034,0.241287262,0.684553704
B1,18/1/2020,Oostende,Waasland-Beveren,0,1,Waasland-Beveren,Waasland-Beveren,1,2.8,1.9,3.6,3.8,-0.5,Waasland-Beveren,1,1.85,2,0.292185514,0.285610595,0.422203891
B1,18/1/2020,St Truiden,Kortrijk,2,0,St Truiden,Kortrijk,0,-1,2.7,3.5,2.5,0,St Truiden,-1,2.1,1.77,0.275187203,0.298063521,0.426749276
B1,18/1/2020,Gent,Mouscron,3,1,Gent,Gent,1,0.25,1.25,6,12,-1.75,Gent,0.49,1.98,1.88,0.598504309,0.235157968,0.166337723
N1,18/1/2020,For Sittard,Vitesse,1,3,Vitesse,Vitesse,1,1.05,3.4,3.6,2.05,0.5,Vitesse,1.01,1.89,2.01,0.165286653,0.226983599,0.607729749
N1,18/1/2020,Feyenoord,Heerenveen,3,1,Feyenoord,Feyenoord,1,0.5,1.5,4.5,6,-1,Feyenoord,0.82,1.82,2.08,0.438529237,0.270137478,0.291333285
N1,18/1/2020,Twente,Groningen,0,0,Draw,Groningen,0,-1,2.5,3.4,2.7,0,Draw,0,2.13,1.78,0.068959634,0.215781806,0.715258559
N1,18/1/2020,AZ Alkmaar,Willem II,1,3,Willem II,AZ Alkmaar,0,-1,1.33,5,9.5,-1.5,Willem II,-1,1.97,1.93,0.411533722,0.39222734,0.196238939
P1,18/1/2020,Aves,Portimonense,3,0,Aves,Portimonense,0,-1,2.87,3.2,2.5,0,Aves,-1,2.06,1.84,0.314148602,0.332818362,0.353033036
P1,18/1/2020,Guimaraes,Santa Clara,1,0,Guimaraes,Guimaraes,1,0.33,1.33,5,8.5,-1.5,Santa Clara,-1,2.02,1.77,0.592937963,0.275793892,0.131268145
P1,18/1/2020,Tondela,Moreirense,1,1,Draw,Moreirense,0,-1,2.15,3.25,3.4,-0.25,Moreirense,0,1.78,2.13,0.315420492,0.266518443,0.418061065
P1,18/1/2020,Belenenses,Setubal,0,1,Setubal,Setubal,1,2.3,2.25,3.2,3.3,-0.25,Setubal,1.01,1.89,2.01,0.291644705,0.344348954,0.364006341
T1,18/1/2020,Alanyaspor,Kayserispor,5,1,Alanyaspor,Alanyaspor,1,0.18,1.18,7,13,-2,Alanyaspor,0.75,1.75,2.05,0.769448053,0.145797935,0.084754011
T1,18/1/2020,Buyuksehyr,Yeni Malatyaspor,4,1,Buyuksehyr,Buyuksehyr,1,0.53,1.53,4.33,5.5,-1,Buyuksehyr,1,2,1.85,0.571442243,0.231399567,0.19715819
T1,18/1/2020,Gaziantep,Fenerbahce,0,2,Fenerbahce,Fenerbahce,1,0.7,4.2,4.2,1.7,1,Fenerbahce,1.05,1.75,2.05,0.254213764,0.212599167,0.533187068
G1,18/1/2020,Panionios,OFI Crete,1,2,OFI Crete,OFI Crete,1,1.4,3.1,3.1,2.4,0.25,OFI Crete,0.525,1.8,2.05,0.185975629,0.284937097,0.529087274
G1,18/1/2020,Panetolikos,Lamia,1,1,Draw,Lamia,0,-1,2.37,3,3.25,-0.25,Lamia,0,1.77,2.02,0.189363252,0.386564415,0.424072333
E0,19/1/2020,Burnley,Leicester,2,1,Burnley,Leicester,0,-1,4.33,3.75,1.83,0.5,Burnley,-1,2.04,1.89,0.062792106,0.145991804,0.79121609
E0,19/1/2020,Liverpool,Man United,2,0,Liverpool,Liverpool,1,0.36,1.36,5.25,8,-1.25,Liverpool,0.55,2.1,1.83,0.753163292,0.180538131,0.066298577
E1,19/1/2020,Nott'm Forest,Luton,3,1,Nott'm Forest,Nott'm Forest,1,0.6,1.6,4.1,5.5,-1,Nott'm Forest,1.01,2.01,1.89,0.790319219,0.13902544,0.070655341
D1,19/1/2020,Hertha,Bayern Munich,0,4,Bayern Munich,Bayern Munich,1,0.3,10,5.75,1.3,2,Bayern Munich,1.04,1.89,2.04,0.152313225,0.219828578,0.627858198
D1,19/1/2020,Paderborn,Leverkusen,1,4,Leverkusen,Leverkusen,1,0.6,5,4.5,1.6,1,Leverkusen,1.07,1.86,2.07,0.230605311,0.328505349,0.44088934
SP1,19/1/2020,Mallorca,Valencia,4,1,Mallorca,Valencia,0,-1,3.75,3.4,2.05,0.25,Mallorca,-1,1.86,2.07,0.101654979,0.159004451,0.739340569
SP1,19/1/2020,Betis,Sociedad,3,0,Betis,Sociedad,0,-1,2.5,3.4,2.8,-0.25,Betis,-1,2.05,1.88,0.334590926,0.215702218,0.449706856
SP1,19/1/2020,Villarreal,Espanol,1,2,Espanol,Villarreal,0,-1,1.65,3.8,5.75,-0.5,Espanol,-1,1.85,2.08,0.661382785,0.20173384,0.136883375
SP1,19/1/2020,Ath Bilbao,Celta,1,1,Draw,Ath Bilbao,0,-1,1.95,3.25,4.5,-0.5,Celta,0,1.96,1.97,0.549948137,0.295293753,0.15475811
SP1,19/1/2020,Barcelona,Granada,1,0,Barcelona,Barcelona,1,0.16,1.16,7.5,17,-2.25,Granada,-1,1.96,1.97,0.727535346,0.172349281,0.100115373
SP2,19/1/2020,Elche,Alcorcon,1,1,Draw,Elche,0,-1,2.05,3.1,4,-0.25,Alcorcon,0,1.95,1.9,0.442707853,0.325747278,0.231544869
SP2,19/1/2020,La Coruna,Cadiz,1,0,La Coruna,Cadiz,0,-1,2.5,2.87,3.2,0,La Coruna,-1,1.8,2.05,0.180356833,0.270442167,0.549201001
SP2,19/1/2020,Oviedo,Huesca,1,1,Draw,Huesca,0,-1,2.75,2.87,2.87,0,Draw,0,1.85,2,0.207616978,0.258188105,0.534194916
SP2,19/1/2020,Santander,Las Palmas,1,1,Draw,Las Palmas,0,-1,2.7,2.87,2.9,0,Draw,0,1.77,2.1,0.219520598,0.328822436,0.451656966
SP2,19/1/2020,Extremadura UD,Almeria,1,2,Almeria,Almeria,1,1.5,3.1,2.9,2.5,0,Almeria,0.77,2.1,1.77,0.066760073,0.164969443,0.768270484
SP2,19/1/2020,Tenerife,Girona,1,0,Tenerife,Girona,0,-1,2.5,3,3,0,Tenerife,-1,1.88,1.98,0.274521017,0.233755881,0.491723102
I1,19/1/2020,Milan,Udinese,3,2,Milan,Draw,0,-1,1.53,4,7,-1,Draw,0,2.05,1.75,0.272898897,0.392050734,0.335050368
I1,19/1/2020,Bologna,Verona,1,1,Draw,Verona,0,-1,1.9,3.5,4.2,-0.25,Verona,0,1.89,2.04,0.307797344,0.238061905,0.454140751
I1,19/1/2020,Brescia,Cagliari,2,2,Draw,Cagliari,0,-1,2.45,3.6,2.7,0,Draw,0,2.07,1.86,0.298964519,0.240806628,0.460228853
I1,19/1/2020,Lecce,Inter,1,1,Draw,Inter,0,-1,11,5.25,1.3,1.75,Lecce,0,1.87,2.06,0.029187974,0.090487039,0.880324987
I1,19/1/2020,Genoa,Roma,1,3,Roma,Roma,1,0.95,4.2,3.4,1.95,0.5,Roma,0.9,2.03,1.9,0.118142981,0.188904216,0.692952803
I1,19/1/2020,Juventus,Parma,2,1,Juventus,Juventus,1,0.22,1.22,6.5,13,-2,Parma,-1,2.05,1.75,0.686357883,0.197574242,0.116067874
I2,19/1/2020,Pescara,Salernitana,1,2,Salernitana,Salernitana,1,3,2,3.2,4,-0.5,Salernitana,0.85,2,1.85,0.33125536,0.260221637,0.408523003
I2,19/1/2020,Spezia,Cittadella,1,1,Draw,Spezia,0,-1,2.45,3,3.2,0,Draw,0,1.83,2.02,0.498192363,0.310256141,0.191551496
I2,19/1/2020,Benevento,Pisa,1,1,Draw,Benevento,0,-1,1.33,4.75,9,-1.5,Pisa,0,2,1.85,0.787573264,0.176060438,0.036366298
B1,19/1/2020,Cercle Brugge,Antwerp,1,2,Antwerp,Antwerp,1,0.61,5,4,1.61,0.5,Antwerp,0.88,1.98,1.88,0.068133005,0.178194497,0.753672498
B1,19/1/2020,Anderlecht,Club Brugge,1,2,Club Brugge,Club Brugge,1,0.75,4.2,4,1.75,0.5,Club Brugge,0.93,1.93,1.93,0.109913584,0.376168729,0.513917688
B1,19/1/2020,Waregem,Genk,0,3,Genk,Genk,1,1.1,3.2,3.6,2.1,0.25,Genk,1.05,1.8,2.05,0.346078198,0.249936124,0.403985678
N1,19/1/2020,VVV Venlo,PSV Eindhoven,1,1,Draw,PSV Eindhoven,0,-1,8,4.75,1.36,1.25,VVV Venlo,0,1.84,2.06,0.0529769,0.099879244,0.847143856
N1,19/1/2020,Ajax,Sparta Rotterdam,2,1,Ajax,Ajax,1,0.06,1.06,13,21,-3,Sparta Rotterdam,-1,2.03,1.87,0.758956928,0.152708445,0.088334627
N1,19/1/2020,FC Emmen,Heracles,1,0,FC Emmen,Heracles,0,-1,2.9,3.4,2.37,0,FC Emmen,-1,2.04,1.86,0.141767936,0.242764542,0.615467522
N1,19/1/2020,Den Haag,Waalwijk,2,0,Den Haag,Waalwijk,0,-1,2,3.6,3.5,-0.5,Den Haag,-1,1.93,1.97,0.239027872,0.23871021,0.522261917
P1,19/1/2020,Pacos Ferreira,Gil Vicente,0,0,Draw,Gil Vicente,0,-1,2.5,3,3,0,Draw,0,2.07,1.83,0.238179159,0.375085059,0.386735782
P1,19/1/2020,Famalicao,Maritimo,1,1,Draw,Famalicao,0,-1,1.66,3.8,5,-1,Maritimo,0,1.99,1.91,0.418809518,0.244876042,0.33631444
P1,19/1/2020,Rio Ave,Boavista,2,0,Rio Ave,Draw,0,-1,1.75,3.75,4.5,-0.75,Rio Ave,-1,2.04,1.86,0.350815263,0.451420278,0.197764459
T1,19/1/2020,Antalyaspor,Goztep,0,3,Goztep,Goztep,1,1.9,2.5,3.1,2.9,0,Goztep,0.85,2,1.85,0.102905481,0.213633767,0.683460752
T1,19/1/2020,Galatasaray,Denizlispor,2,1,Galatasaray,Galatasaray,1,0.33,1.33,5,9,-1.5,Denizlispor,-1,1.93,1.93,0.530309596,0.262043501,0.207646904
T1,19/1/2020,Trabzonspor,Kasimpasa,6,0,Trabzonspor,Trabzonspor,1,0.4,1.4,5,6.5,-1,Trabzonspor,0.8,1.8,2.05,0.670827497,0.158138394,0.171034109
T1,19/1/2020,Besiktas,Sivasspor,1,2,Sivasspor,Sivasspor,1,3,1.83,3.8,4,-0.5,Sivasspor,1.02,1.83,2.02,0.169649251,0.225087997,0.605262753
G1,19/1/2020,Xanthi,Panathinaikos,0,1,Panathinaikos,Panathinaikos,1,1,4.33,3,2,0.5,Panathinaikos,1.05,1.75,2.05,0.13719234,0.346811649,0.515996011
G1,19/1/2020,AEK,Larisa,3,0,AEK,AEK,1,0.4,1.4,4.33,8,-1.25,AEK,1.1,2.1,1.77,0.521709716,0.283326964,0.194963321
G1,19/1/2020,Atromitos,Volos NFC,0,0,Draw,Atromitos,0,-1,1.5,3.6,7.5,-1,Volos NFC,0,1.8,2.05,0.538379159,0.22862624,0.232994601
G1,19/1/2020,PAOK,Asteras Tripolis,3,1,PAOK,PAOK,1,0.2,1.2,6,17,-2,Draw,0,2,1.85,0.718828371,0.181952559,0.09921907
G1,19/1/2020,Olympiakos,Aris,4,2,Olympiakos,Olympiakos,1,0.22,1.22,5.5,16,-1.75,Olympiakos,0.5,2,1.85,0.630895904,0.269692802,0.099411294
E1,20/1/2020,West Brom,Stoke,0,1,Stoke,West Brom,0,-1,1.85,3.75,4.2,-0.5,Stoke,-1,2.06,1.84,0.394420256,0.287603652,0.317976092
I1,20/1/2020,Atalanta,Spal,1,2,Spal,Atalanta,0,-1,1.2,7.5,12,-2,Spal,-1,1.89,2.04,0.867400478,0.103167328,0.029432194
I2,20/1/2020,Cosenza,Crotone,0,1,Crotone,Crotone,1,1.5,3,3,2.5,0.25,Crotone,0.525,1.8,2.05,0.253491226,0.240954199,0.505554575
T1,20/1/2020,Rizespor,Genclerbirligi,2,0,Rizespor,Genclerbirligi,0,-1,2.3,3.4,3,-0.25,Rizespor,-1,1.93,1.93,0.225387982,0.228001219,0.546610799
E0,21/1/2020,Aston Villa,Watford,2,1,Aston Villa,Watford,0,-1,2.8,3.5,2.45,0.25,Aston Villa,-1,1.87,2.06,0.098344378,0.202997512,0.69865811
E0,21/1/2020,Bournemouth,Brighton,3,1,Bournemouth,Brighton,0,-1,2.87,3.4,2.45,0,Bournemouth,-1,2.04,1.89,0.069185461,0.27929793,0.651516609
E0,21/1/2020,Crystal Palace,Southampton,0,2,Southampton,Southampton,1,1.7,2.7,3.25,2.7,0,Southampton,0.93,2,1.93,0.318490115,0.294921052,0.386588833
E0,21/1/2020,Everton,Newcastle,2,2,Draw,Everton,0,-1,1.55,4.1,6,-1,Newcastle,0,1.82,2.11,0.418721994,0.340351135,0.240926871
E0,21/1/2020,Sheffield United,Man City,0,1,Man City,Man City,1,0.4,7,5,1.4,1.25,Sheffield United,-0.5,1.97,1.96,0.172602858,0.22849326,0.598903883
E0,21/1/2020,Chelsea,Arsenal,2,2,Draw,Arsenal,0,-1,1.72,3.9,4.5,-0.75,Arsenal,0,1.98,1.95,0.340721932,0.303526465,0.355751603
E1,21/1/2020,Barnsley,Preston,0,3,Preston,Barnsley,0,-1,2.6,3.4,2.7,0,Preston,-1,1.88,2.02,0.367653379,0.319168263,0.313178357
E1,21/1/2020,Middlesbrough,Birmingham,1,1,Draw,Middlesbrough,0,-1,2.2,3.3,3.4,-0.5,Birmingham,0,2.08,1.82,0.59315788,0.226434531,0.180407589
E2,21/1/2020,Peterboro,Wycombe,4,0,Peterboro,Wycombe,0,-1,2.2,3.6,3.4,-0.25,Peterboro,-1,1.77,2.02,0.252046877,0.316204733,0.43174839
E3,21/1/2020,Colchester,Bradford,0,0,Draw,Colchester,0,-1,2.1,3.4,4,-0.5,Bradford,0,2.05,1.8,0.392207685,0.304042775,0.30374954
E3,21/1/2020,Leyton Orient,Northampton,1,1,Draw,Northampton,0,-1,2.87,3.5,2.55,0,Draw,0,1.93,1.93,0.145283972,0.20385028,0.650865748
E3,21/1/2020,Macclesfield,Crewe,1,1,Draw,Crewe,0,-1,5.25,3.6,1.66,0.75,Macclesfield,0,1.93,1.93,0.149075715,0.217099582,0.633824702
SC1,21/1/2020,Alloa,Arbroath,2,0,Alloa,Draw,0,-1,3.2,3.6,2.1,0.5,Alloa,-1,1.9,1.95,0.326101968,0.337932134,0.335965898
E0,22/1/2020,Leicester,West Ham,4,1,Leicester,Leicester,1,0.53,1.53,4.33,6,-1.25,Leicester,1.06,2.06,1.87,0.484732586,0.240465027,0.274802387
E0,22/1/2020,Tottenham,Norwich,2,1,Tottenham,Tottenham,1,0.4,1.4,5,7.5,-1.25,Norwich,-0.5,1.89,2.04,0.612371187,0.255974748,0.131654065
E0,22/1/2020,Man United,Burnley,0,2,Burnley,Man United,0,-1,1.36,4.75,9,-1.25,Burnley,-1,2.13,1.81,0.644088978,0.221765076,0.134145946
E1,22/1/2020,Charlton,Fulham,0,0,Draw,Fulham,0,-1,4.33,3.7,1.83,0.5,Charlton,0,2.04,1.86,0.110345386,0.1818298,0.707824814
E1,22/1/2020,Nott'm Forest,Reading,1,1,Draw,Reading,0,-1,2.05,3.4,3.75,-0.5,Reading,0,1.95,1.95,0.34633336,0.301596262,0.352070378
SC0,22/1/2020,Aberdeen,Motherwell,0,1,Motherwell,Aberdeen,0,-1,2,3.4,3.75,-0.5,Motherwell,-1,1.9,1.95,0.35672385,0.294027807,0.349248342
SC0,22/1/2020,Hibernian,Hamilton,2,1,Hibernian,Hibernian,1,0.45,1.45,4.5,6.5,-1,Draw,0,1.9,1.95,0.490826725,0.2708711,0.238302175
SC0,22/1/2020,Kilmarnock,Celtic,1,3,Celtic,Celtic,1,0.28,10,5.25,1.28,1.5,Celtic,1.07,1.72,2.07,0.032479912,0.177492642,0.790027446
SC0,22/1/2020,Livingston,St Johnstone,1,0,Livingston,Livingston,1,0.85,1.85,3.3,4.5,-0.5,Livingston,0.93,1.93,1.93,0.611150121,0.265522946,0.123326933
SC0,22/1/2020,Rangers,St Mirren,1,0,Rangers,Rangers,1,0.08,1.08,9,34,-2,St Mirren,-1,1.93,1.93,0.86779201,0.103400425,0.028807564
SC0,22/1/2020,Ross County,Hearts,0,0,Draw,Ross County,0,-1,3,3.3,2.3,0.25,Ross County,0,2,1.85,0.443882391,0.289058113,0.267059496
G1,22/1/2020,Larisa,Panetolikos,2,2,Draw,Larisa,0,-1,1.75,3.5,4.75,-0.75,Panetolikos,0,2.05,1.8,0.419777522,0.325998313,0.254224165
G1,22/1/2020,OFI Crete,Olympiakos,0,1,Olympiakos,Olympiakos,1,0.6,6.5,3.5,1.6,1.25,OFI Crete,-0.5,1.88,1.98,0.031605334,0.093601835,0.874792831
G1,22/1/2020,Volos NFC,AEK,1,3,AEK,AEK,1,0.7,5.25,3.6,1.7,0.75,AEK,0.88,1.98,1.88,0.096893081,0.241490685,0.661616233
G1,22/1/2020,Panathinaikos,Atromitos,3,0,Panathinaikos,Panathinaikos,1,0.7,1.7,3.5,5.25,-1,Panathinaikos,0.9,1.9,1.95,0.524658797,0.324362977,0.150978227
E0,23/1/2020,Wolves,Liverpool,1,2,Liverpool,Liverpool,1,0.61,5.75,3.8,1.61,0.75,Liverpool,0.45,2.03,1.9,0.044161972,0.144990996,0.810847032
G1,23/1/2020,Asteras Tripolis,Panionios,2,0,Asteras Tripolis,Asteras Tripolis,1,0.57,1.57,3.5,7,-1,Asteras Tripolis,1.05,2.05,1.8,0.680298363,0.20367443,0.116027207
G1,23/1/2020,Lamia,PAOK,0,1,PAOK,PAOK,1,0.4,8,4.5,1.4,1.5,Lamia,-1,1.72,2.07,0.07405979,0.178867671,0.74707254
G1,23/1/2020,Aris,Xanthi,1,0,Aris,Aris,1,0.44,1.44,3.8,9,-1.25,Xanthi,-0.5,1.8,2.05,0.559462942,0.265996858,0.1745402
E2,24/1/2020,Sunderland,Doncaster,0,0,Draw,Draw,1,2.75,1.8,3.75,5,-0.75,Doncaster,0,2,1.85,0.30234112,0.353901053,0.343757827
SC1,24/1/2020,Dunfermline,Dundee,2,0,Dunfermline,Dundee,0,-1,2.5,3.25,2.8,0,Dunfermline,-1,1.77,2.1,0.243934217,0.257140002,0.498925781
D1,24/1/2020,Dortmund,FC Koln,5,1,Dortmund,Dortmund,1,0.28,1.28,6,9,-1.75,Dortmund,1.01,2.01,1.92,0.589774202,0.191929457,0.218296341
SP1,24/1/2020,Osasuna,Levante,2,0,Osasuna,Osasuna,1,0.66,1.66,4,4.75,-1,Osasuna,1.05,2.05,1.88,0.397667326,0.240077595,0.362255079
SP2,24/1/2020,Cadiz,Santander,1,0,Cadiz,Cadiz,1,0.55,1.55,3.4,8,-0.75,Cadiz,0.44,1.88,1.98,0.446004624,0.316956691,0.237038685
I1,24/1/2020,Brescia,Milan,0,1,Milan,Milan,1,0.66,5,4,1.66,1,Draw,0,1.72,2.07,0.194190818,0.261087498,0.544721684
I2,24/1/2020,Empoli,Chievo,1,1,Draw,Chievo,0,-1,2.25,3.1,3.4,-0.25,Chievo,0,1.93,1.93,0.132840726,0.30776405,0.559395224
F1,24/1/2020,Nice,Rennes,1,1,Draw,Rennes,0,-1,2.6,3.1,2.8,0,Draw,0,1.93,2,0.272416613,0.308512263,0.419071124
F2,24/1/2020,Auxerre,Sochaux,2,1,Auxerre,Draw,0,-1,2,2.8,4.75,-0.25,Auxerre,-0.5,1.8,2.05,0.378444222,0.39975115,0.221804628
F2,24/1/2020,Caen,Ajaccio,0,1,Ajaccio,Ajaccio,1,1.7,3,2.8,2.7,0,Ajaccio,0.88,1.98,1.88,0.183955553,0.257778495,0.558265952
F2,24/1/2020,Chateauroux,Niort,1,1,Draw,Chateauroux,0,-1,2.1,3.2,3.6,-0.25,Niort,0,1.93,1.93,0.466988819,0.304158747,0.228852434
F2,24/1/2020,Grenoble,Chambly,0,0,Draw,Grenoble,0,-1,1.9,3.1,4.5,-0.5,Chambly,0,2.1,1.77,0.440391918,0.30760875,0.251999331
